,year,date,week,home,away,homeCoach,awayCoach,homeRecord,awayRecord,roof,surface,vegas line,over/under,homeQB,homeRB,homeWR,homeTE,homeLT,homeLG,homeC,homeRG,homeRT,homeLDE,homeNT,homeLOLB,homeMLB,homeBLB,homeROLB,homeLCB,homeCB,homeRCB,homeSS,homeFS,awayQB,awayRB,awayFB,awayWR,awayTE,awayLT,awayLG,awayC,awayRG,awayRT,awayLDE,awayNT,awayRDE,awaySLB,awayMLB,awayLB,awayLCB,awayCB,awayRCB,awaySS,awayFS,awayDE,awayLDT,awayRDT,awayWLB,homeHB,homeLDT,homeRDE,homeRDT,homeSLB,homeWLB,awayLILB,awayLOLB,awayOC,awayRILB,awayROLB,homeDE,homeDT,homeFB,homeMIKE,homeOC,homeRLB,homeILB,awayDT,homeOLB,homeS,awayOLB,awayS,awayHB,awayJLB,homeLILB,homeRILB,homeDB,awayUT,homeJLB,homeEND,homeT,homeWILL,awayMIKE,awayRLB,awayBLB,awayILB,awayDB,homeUT,awayMO,awaySAM,awayWILL,homeLLB,awayT,homeSAM,homeLB,away3CB,homeH-B,awayDL,awayH-B,awayNB,homeRUSH,awayRUSH,homeMO,awayEND,awayWIL,awayDE D,homeDE D,awayOT,awayRB/F,homeLOT,homeROT,homeRB/F,homeG,awayTE/W,awayLOT,awayROT,homeNB,homeDL
131,2011,November 13,10,Philadelphia Eagles,Arizona Cardinals,Andy Reid,Ken Whisenhunt,3-6,3-6,outdoors,grass ,Philadelphia Eagles -13.0,47.5 (under),Michael Vick,LeSean McCoy,Jeremy Maclin,Brent Celek,Jason Peters,King Dunlap,Jason Kelce,Danny Watkins,Todd Herremans,Jason Babin,,,Jamar Chaney,,,Asante Samuel,,Nnamdi Asomugha,Kurt Coleman,Jaiquawn Jarrett,John Skelton,Beanie Wells,Reagan Maui'a,Andre Roberts,Jeff King,Levi Brown,Daryn Colledge,Lyle Sendlein,Rex Hadnot,Brandon Keith,,Dan Williams,,,,,Richard Marshall,,Patrick Peterson,Adrian Wilson,Rashad Johnson,Calais Campbell,,,,,Cullen Jenkins,Trent Cole,Mike Patterson,,,,Clark Haggans,,,Sam Acho,,,Owen Schmitt,,,,,Darnell Dockett,,,,,,,,,,,,,,Brian Rolle,,,,Daryl Washington,,,,,,,,Akeem Jordan,,,,,,,,,,,,,,,,,,,,,,,,
132,2011,November 13,10,Dallas Cowboys,Buffalo Bills,Jason Garrett,Chan Gailey,5-4,5-4,retractable roof (closed),matrixturf,Dallas Cowboys -4.5,49.0 (over),Tony Romo,DeMarco Murray,Laurent Robinson,Jason Witten,Doug Free,Montrae Holland,Phil Costa,Kyle Kosier,Tyron Smith,Kenyon Coleman,Jay Ratliff,,,,,Terence Newman,Alan Ball,Orlando Scandrick,Abram Elam,Gerald Sensabaugh,Ryan Fitzpatrick,Fred Jackson,,Donald Jones,Scott Chandler,Andy Levitre,Chad Rinehart,Eric Wood,Kraig Urbik,Erik Pears,Alex Carrington,Marcell Dareus,Dwan Edwards,Danny Batten,Kelvin Sheppard,,Terrence McGee,,Drayton Florence,George Wilson,Jairus Byrd,,,,Nick Barnett,,,Jason Hatcher,,Anthony Spencer,Sean Lee,,,,,,,,Tony Fiammetta,,,,,,,,,,,Spencer Johnson,,,,,DeMarcus Ware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,2011,November 13,10,Cincinnati Bengals,Pittsburgh Steelers,Marvin Lewis,Mike Tomlin,6-3,7-3,outdoors,fieldturf ,Pittsburgh Steelers -4.0,40.5 (over),Andy Dalton,,Jerome Simpson,Dennis Roland,Andrew Whitworth,Nate Livings,Kyle Cook,Bobbie Williams,Andre Smith,Robert Geathers,Domata Peko,,Rey Maualuga,,,Nate Clements,,Leon Hall,Chris Crocker,Reggie Nelson,Ben Roethlisberger,Rashard Mendenhall,David Johnson,Mike Wallace,Heath Miller,Max Starks,Chris Kemoeatu,Maurkice Pouncey,Ramon Foster,Marcus Gilbert,,Casey Hampton,,,,,William Gay,,Ike Taylor,Troy Polamalu,Ryan Clark,Evander Hood,,,,Cedric Benson,,Frostee Rucker,,Manny Lawson,Thomas Howard,James Farrior,Jason Worilds,,Lawrence Timmons,James Harrison,,Geno Atkins,Chris Pressley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,2011,November 13,10,Indianapolis Colts,Jacksonville Jaguars,Jim Caldwell,Jack Del Rio,0-10,3-6,retractable roof (closed),fieldturf ,Jacksonville Jaguars -3.0,37.5 (under),Curtis Painter,Donald Brown,Pierre Garcon,Jacob Tamme,Anthony Castonzo,Mike Tepper,Jeff Saturday,Ryan Diem,Jeff Linkenbach,Robert Mathis,,,Pat Angerer,,,Kevin Thomas,,Jerraud Powers,David Caldwell,Antoine Bethea,Blaine Gabbert,Maurice Jones-Drew,,Jason Hill,Marcedes Lewis,Eugene Monroe,Will Rackley,Brad Meester,Uche Nwaneri,Guy Whimper,Matt Roth,,Jeremy Mincey,,Paul Posluszny,,Rashean Mathis,Drew Coleman,Derek Cox,,,,,,,,Fili Moala,Dwight Freeney,Antonio Johnson,Philip Wheeler,Kavell Conner,,,,,,,,,,,,,C.J. Mosley,,,Daryl Smith,Dwight Lowery,,,,,,,,,,,,,,,,,,,,,,,,,Austin Collie,,,,,,,,,,,,,,,,,,,,,
135,2011,November 13,10,Tampa Bay Buccaneers,Houston Texans,Raheem Morris,Gary Kubiak,4-5,7-3,outdoors,grass ,Houston Texans -4.0,45.5 (over),Josh Freeman,LeGarrette Blount,Arrelious Benn,Kellen Winslow,Donald Penn,Jeremy Zuttah,Jeff Faine,Davin Joseph,Jeremy Trueblood,Michael Bennett,,,Mason Foster,,,Aqib Talib,,Ronde Barber,Sean Jones,Tanard Jackson,Matt Schaub,Arian Foster,,Jacoby Jones,Owen Daniels,Duane Brown,Wade Smith,Chris Myers,Mike Brisiel,Eric Winston,,Shaun Cody,,Brooks Reed,,,Kareem Jackson,,Johnathan Joseph,Glover Quin,Troy Nolan,Antonio Smith,,,Connor Barwin,,,Adrian Clayborn,,Adam Hayward,Quincy Black,,,,,,,Albert Haynesworth,,,,,,,,,,,,,,,,,,,,,,,,DeMeco Ryans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,2011,November 13,10,Atlanta Falcons,New Orleans Saints,Mike Smith,Sean Payton,5-4,7-3,dome,fieldturf ,Atlanta Falcons -1.0,50.0 (under),Matt Ryan,Michael Turner,Roddy White,Tony Gonzalez,Will Svitek,Justin Blalock,Todd McClure,Joe Hawley,Tyson Clabo,Ray Edwards,,,Curtis Lofton,,,Brent Grimes,,Dunta Robinson,,,Drew Brees,Darren Sproles,Jed Collins,Devery Henderson,David Thomas,Jermon Bushrod,Carl Nicks,Brian De La Puente,Jahri Evans,Zach Strief,Cameron Jordan,Aubrayo Franklin,Will Smith,Jonathan Casillas,Jo-Lonn Dunbar,,Jabari Greer,,Tracy Porter,Roman Harper,Malcolm Jenkins,,,,Scott Shanle,,,John Abraham,,,,,,,,,,Corey Peters,Mike Cox,,,,,Sedrick Ellis,Sean Weatherspoon,Thomas DeCoud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,2011,November 13,10,Kansas City Chiefs,Denver Broncos,Todd Haley,John Fox,4-5,4-5,outdoors,grass ,Kansas City Chiefs -3.5,42.5 (under),Matt Cassel,Jackie Battle,Steve Breaston,Leonard Pope,Branden Albert,Ryan Lilja,Casey Wiegmann,Jon Asamoah,Barry Richardson,Tyson Jackson,Kelly Gregg,Andy Studebaker,,,Tamba Hali,Brandon Flowers,,Brandon Carr,Jon McGraw,Kendrick Lewis,Tim Tebow,Willis McGahee,,Eric Decker,Dante Rosario,Ryan Clady,Zane Beadles,J.D. Walton,Chris Kuper,Orlando Franklin,Robert Ayers,Brodrick Bunkley,Elvis Dumervil,Von Miller,Joe Mays,,Champ Bailey,,Andre' Goodman,Brian Dawkins,Quinton Carter,,,,D.J. Williams,,,Glenn Dorsey,,,,,,,,,,,Le'Ron McClain,,,,,Marcus Thomas,,,,,,,Jovan Belcher,Derrick Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,2011,November 13,10,Cleveland Browns,St. Louis Rams,Pat Shurmur,Steve Spagnuolo,3-6,2-7,outdoors,grass ,Cleveland Browns -3.0,36.5 (under),Colt McCoy,Chris Ogbonnaya,Josh Cribbs,Ben Watson,Joe Thomas,Jason Pinkston,Alex Mack,Shawn Lauvao,Tony Pashos,Jabaal Sheard,,,D'Qwell Jackson,,,Joe Haden,,Sheldon Brown,Usama Young,Mike Adams,Sam Bradford,,Brit Miller,Brandon Gibson,Michael Hoomanawanui,Rodger Saffold,Jacob Bell,Tony Wragge,Harvey Dahl,Adam Goldberg,Chris Long,,James Hall,,James Laurinaitis,,Justin King,Josh Gordy,Al Harris,Darian Stewart,Quintin Mikell,,Fred Robbins,C.J. Ah You,Chris Chamberlain,,,Emmanuel Stephens,,Scott Fujita,Chris Gocong,,,,,,,Ahtyba Rubin,,,,,,,,,,,Steven Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,2011,November 13,10,Miami Dolphins,Washington Redskins,Tony Sparano,Mike Shanahan,2-7,3-6,outdoors,grass ,Miami Dolphins -4.0,38.0 (under),Matt Moore,Reggie Bush,Brandon Marshall,Anthony Fasano,Jake Long,Richie Incognito,Mike Pouncey,Vernon Carey,Marc Colombo,Kendall Langford,Paul Soliai,,,,,Sean Smith,,Vontae Davis,Yeremiah Bell,Tyrone Culver,Rex Grossman,Ryan Torain,,Jabar Gaffney,Logan Paulsen,Trent Williams,Maurice Hurt,Will Montgomery,Chris Chester,Sean Locklear,Adam Carriker,Barry Cofield,Stephen Bowen,,London Fletcher,,DeAngelo Hall,,Josh Wilson,LaRon Landry,Reed Doughty,,,,,,,Randy Starks,,Koa Misi,Cameron Wake,,Ryan Kerrigan,,,Brian Orakpo,,,Charles Clay,,,,Kevin Burnett,,,,,,,Perry Riley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,2011,November 13,10,Carolina Panthers,Tennessee Titans,Ron Rivera,Mike Munchak,2-7,5-4,outdoors,grass ,Carolina Panthers -3.5,47.5 (under),Cam Newton,DeAngelo Williams,Steve Smith,Jeremy Shockey,Jordan Gross,Travelle Wharton,Ryan Kalil,Geoff Hangartner,Byron Bell,Greg Hardy,Sione Fua,,Dan Connor,,,Chris Gamble,,Captain Munnerlyn,Charles Godfrey,Sherrod Martin,Matt Hasselbeck,Chris Johnson,Ahmard Hall,Damian Williams,Craig Stevens,Michael Roos,Leroy Harris,Eugene Amano,Jake Scott,David Stewart,Derrick Morgan,,Jason Jones,Akeem Ayers,Colin McCarthy,,Jason McCourty,,Cortland Finnegan,Jordan Babineaux,Michael Griffin,,Sen'Derrick Marks,Jurrell Casey,Will Witherspoon,,,Charles Johnson,,James Anderson,Omar Gaither,,,,,,,Terrell McClain,Legedu Naanee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,2011,November 13,10,Seattle Seahawks,Baltimore Ravens,Pete Carroll,John Harbaugh,3-6,6-3,outdoors,fieldturf ,Baltimore Ravens -7.0,39.0 (push),Tarvaris Jackson,Marshawn Lynch,Mike Williams,Anthony McCoy,Russell Okung,Robert Gallery,Max Unger,John Moffitt,James Carpenter,Chris Clemons,,,David Hawthorne,,,Richard Sherman,,Brandon Browner,Kam Chancellor,Earl Thomas,Joe Flacco,Ray Rice,Vonta Leach,Torrey Smith,Ed Dickson,Bryant McKinnie,Ben Grubbs,Matt Birk,Marshal Yanda,Michael Oher,,Terrence Cody,,,,,Lardarius Webb,,,Bernard Pollard,Ed Reed,Cory Redding,,,,,Alan Branch,Red Bryant,Brandon Mebane,,,,,,,,,,,,,,,Haloti Ngata,K.J. Wright,,,,,,,,,,,,,,Ray Lewis,,,,,,,Jarret Johnson,Jameel McClain,,,,,,,,,,,Terrell Suggs,,,,,,,,,,,,,,,,
142,2011,November 13,10,San Francisco 49ers,New York Giants,Jim Harbaugh,Tom Coughlin,8-1,6-3,outdoors,grass ,San Francisco 49ers -4.0,42.5 (over),Alex Smith,Frank Gore,Michael Crabtree,Vernon Davis,Joe Staley,Mike Iupati,Jonathan Goodwin,Adam Snyder,Anthony Davis,,Isaac Sopoaga,,,,,Carlos Rogers,,Tarell Brown,Donte Whitner,Dashon Goldson,Eli Manning,Brandon Jacobs,Bear Pascoe,Mario Manningham,Jake Ballard,Will Beatty,David Diehl,David Baas,Chris Snee,Kareem McKenzie,Justin Tuck,,Osi Umenyiora,Mathias Kiwanuka,,,Corey Webster,Deon Grant,Aaron Ross,Kenny Phillips,Antrel Rolle,,Linval Joseph,Chris Canty,Michael Boley,,Ray McDonald,,Justin Smith,,,,,,,,,,,,,,Patrick Willis,,Ahmad Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,2011,November 13,10,Chicago Bears,Detroit Lions,Lovie Smith,Jim Schwartz,6-3,6-3,outdoors,grass ,Chicago Bears -3.0,42.5 (over),Jay Cutler,Matt Forte,Johnny Knox,Matt Spaeth,J'Marcus Webb,Chris Williams,Roberto Garza,Chris Spencer,Lance Louis,Israel Idonije,Anthony Adams,,Brian Urlacher,,,Tim Jennings,,Charles Tillman,Major Wright,Chris Conte,Matthew Stafford,Maurice Morris,,Nate Burleson,Brandon Pettigrew,Jeff Backus,Rob Sims,Dominic Raiola,Stephen Peterman,Gosder Cherilus,Cliff Avril,,Kyle Vanden Bosch,,Stephen Tulloch,,Chris Houston,,Eric Wright,Amari Spievey,Louis Delmas,,,,,,,Julius Peppers,,Nick Roach,Lance Briggs,,,,,,,Henry Melton,,,,,,Ndamukong Suh,,,DeAndre Levy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,2011,November 13,10,New York Jets,New England Patriots,Rex Ryan,Bill Belichick,5-4,6-3,outdoors,fieldturf,New York Jets -2.5,47.0 (over),Mark Sanchez,Shonn Greene,Jeremy Kerley,,D'Brickashaw Ferguson,Matt Slauson,Nick Mangold,Brandon Moore,Wayne Hunter,,Sione Pouha,,,,,,Darrelle Revis,,,,Tom Brady,BenJarvus Green-Ellis,,Deion Branch,Aaron Hernandez,Matt Light,Logan Mankins,Dan Connolly,Brian Waters,Sebastian Vollmer,Shaun Ellis,,Andre Carter,,,Jeff Tarpinian,Devin McCourty,,Kyle Arrington,,,,,,,,,,,,,,,,,,,,John Conner,David Harris,,,,Vince Wilfork,Calvin Pace,Jim Leonhard,,James Ihedigbo,,,,,,,,Muhammad Wilkerson,Mike DeVito,Bart Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,2011,November 14,10,Green Bay Packers,Minnesota Vikings,Mike McCarthy,Leslie Frazier,9-0,2-7,outdoors,grass ,Green Bay Packers -13.0,50.0 (over),Aaron Rodgers,Ryan Grant,Greg Jennings,Jermichael Finley,Marshall Newhouse,T.J. Lang,Scott Wells,Josh Sitton,Bryan Bulaga,Ryan Pickett,B.J. Raji,Clay Matthews,Desmond Bishop,A.J. Hawk,Erik Walden,Charles Woodson,Sam Shields,Tramon Williams,Charlie Peprah,Morgan Burnett,Christian Ponder,,,Percy Harvin,Jim Kleinsasser,Charlie Johnson,Steve Hutchinson,John Sullivan,Joe Berger,Phil Loadholt,Brian Robison,Christian Ballard,Jared Allen,Chad Greenway,,,Antoine Winfield,Asher Allen,Cedric Griffin,Jamarca Sanford,Husain Abdullah,,,,Erin Henderson,,,,,,,,,,,,,,,,,,,,,,,,Adrian Peterson,,,,,Kevin Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,2011,November 17,11,Denver Broncos,New York Jets,John Fox,Rex Ryan,5-5,5-5,outdoors,grass ,New York Jets -6.5,38.5 (under),Tim Tebow,Willis McGahee,Demaryius Thomas,Daniel Fells,Ryan Clady,Zane Beadles,J.D. Walton,Chris Kuper,Orlando Franklin,Robert Ayers,Brodrick Bunkley,,Joe Mays,,,Champ Bailey,,Andre' Goodman,Brian Dawkins,Quinton Carter,Mark Sanchez,Shonn Greene,John Conner,Santonio Holmes,Dustin Keller,D'Brickashaw Ferguson,Matt Slauson,Nick Mangold,Brandon Moore,Wayne Hunter,,Sione Pouha,,,,,,Antonio Cromartie,,,,,,,,,,Elvis Dumervil,,Von Miller,D.J. Williams,,,,,,,Marcus Thomas,,,,,,,,,Garrett McIntyre,Eric Smith,,,,,,,,,,,David Harris,,,,,,,,Bart Scott,,Mike DeVito,,,,,,,,,,,Muhammad Wilkerson,,,,,,,,,,,,,,
147,2011,November 20,11,Cleveland Browns,Jacksonville Jaguars,Pat Shurmur,Jack Del Rio,4-6,3-7,outdoors,grass ,Cleveland Browns -1.5,34.5 (under),Colt McCoy,Chris Ogbonnaya,Mohamed Massaquoi,Ben Watson,Joe Thomas,Jason Pinkston,Alex Mack,Shawn Lauvao,Tony Pashos,Jabaal Sheard,,,D'Qwell Jackson,,,Joe Haden,,Sheldon Brown,Usama Young,Mike Adams,Blaine Gabbert,,,Mike Thomas,Zach Potter,Eugene Monroe,Will Rackley,Brad Meester,Uche Nwaneri,Guy Whimper,Matt Roth,,Jeremy Mincey,,Paul Posluszny,,Derek Cox,,William Middleton,,,,,,,,,Emmanuel Stephens,,Scott Fujita,Chris Gocong,,,,,,,Ahtyba Rubin,,,,,,C.J. Mosley,,,Clint Session,Dawan Landry,Maurice Jones-Drew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,2011,November 20,11,Green Bay Packers,Tampa Bay Buccaneers,Mike McCarthy,Raheem Morris,10-0,4-6,outdoors,grass ,Green Bay Packers -13.5,49.0 (over),Aaron Rodgers,Ryan Grant,Greg Jennings,Jermichael Finley,Marshall Newhouse,T.J. Lang,Scott Wells,Josh Sitton,Bryan Bulaga,Ryan Pickett,B.J. Raji,Clay Matthews,Desmond Bishop,A.J. Hawk,Erik Walden,Charles Woodson,,Tramon Williams,Charlie Peprah,Morgan Burnett,Josh Freeman,LeGarrette Blount,Erik Lorig,Arrelious Benn,Kellen Winslow,Donald Penn,Jeremy Zuttah,Jeff Faine,Davin Joseph,Jeremy Trueblood,Michael Bennett,,Adrian Clayborn,Quincy Black,Mason Foster,,Aqib Talib,E.J. Biggers,Ronde Barber,Sean Jones,Corey Lynch,,,,,,,Howard Green,,,,,,,,,,,,,,,,Albert Haynesworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,2011,November 20,11,Miami Dolphins,Buffalo Bills,Tony Sparano,Chan Gailey,3-7,5-5,outdoors,grass ,Miami Dolphins -3.0,44.0 (under),Matt Moore,Reggie Bush,Brandon Marshall,Anthony Fasano,Jake Long,Richie Incognito,Mike Pouncey,Vernon Carey,Marc Colombo,Jared Odrick,Paul Soliai,,,,,Sean Smith,Will Allen,Vontae Davis,Yeremiah Bell,Reshad Jones,Ryan Fitzpatrick,Fred Jackson,,David Nelson,Scott Chandler,Chris Hairston,Chad Rinehart,Andy Levitre,Kraig Urbik,Erik Pears,Bryan Scott,Marcell Dareus,Dwan Edwards,Chris Kelsay,Kelvin Sheppard,,Terrence McGee,,Drayton Florence,Da'Norris Searcy,Jairus Byrd,,,,Nick Barnett,,,Randy Starks,,Koa Misi,,,,,,,,,Charles Clay,,,,Kevin Burnett,,,,,,,Spencer Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,2011,November 20,11,Baltimore Ravens,Cincinnati Bengals,John Harbaugh,Marvin Lewis,7-3,6-4,outdoors,sportturf,Baltimore Ravens -7.0,40.5 (over),Joe Flacco,Ray Rice,Torrey Smith,Ed Dickson,Bryant McKinnie,Ben Grubbs,Matt Birk,Marshal Yanda,Michael Oher,,Terrence Cody,,,,,Lardarius Webb,,,Bernard Pollard,Ed Reed,Andy Dalton,,Chris Pressley,Jerome Simpson,Jermaine Gresham,Andrew Whitworth,Nate Livings,Kyle Cook,Bobbie Williams,Andre Smith,Robert Geathers,Domata Peko,Frostee Rucker,Manny Lawson,Rey Maualuga,,Nate Clements,,Adam Jones,Chris Crocker,Reggie Nelson,,,,Thomas Howard,,,,,,,,,,,,Cory Redding,Haloti Ngata,Vonta Leach,Dannell Ellerbe,,,,Geno Atkins,,,,,Cedric Benson,,,,,,,,,Jameel McClain,,,,,,,,,,,,Jarret Johnson,,,,,,,Terrell Suggs,,,,,,,,,,,,,,,,,
151,2011,November 20,11,Detroit Lions,Carolina Panthers,Jim Schwartz,Ron Rivera,7-3,2-8,dome,fieldturf ,Detroit Lions -7.0,47.5 (over),Matthew Stafford,Maurice Morris,Titus Young,Will Heller,Jeff Backus,Rob Sims,Dominic Raiola,Stephen Peterman,Gosder Cherilus,Cliff Avril,,,Stephen Tulloch,,,Chris Houston,,Eric Wright,Amari Spievey,Louis Delmas,Cam Newton,DeAngelo Williams,,Legedu Naanee,Ben Hartsock,Jordan Gross,Travelle Wharton,Ryan Kalil,Geoff Hangartner,Byron Bell,Greg Hardy,Sione Fua,Charles Johnson,James Anderson,Jordan Senn,,Chris Gamble,,Captain Munnerlyn,Charles Godfrey,Sherrod Martin,,,,Omar Gaither,,,Kyle Vanden Bosch,,,,,,,,,,Ndamukong Suh,,,,,,Terrell McClain,DeAndre Levy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,2011,November 20,11,Washington Redskins,Dallas Cowboys,Mike Shanahan,Jason Garrett,3-7,6-4,outdoors,grass ,Dallas Cowboys -7.0,43.0 (over),Rex Grossman,Ryan Torain,Jabar Gaffney,Fred Davis,Trent Williams,Tyler Polumbus,Will Montgomery,Chris Chester,Jammal Brown,Adam Carriker,Barry Cofield,Ryan Kerrigan,London Fletcher,,Brian Orakpo,DeAngelo Hall,,Josh Wilson,DeJon Gomes,O.J. Atogwe,Tony Romo,DeMarco Murray,,Dez Bryant,Jason Witten,Doug Free,Montrae Holland,Phil Costa,Kyle Kosier,Tyron Smith,Kenyon Coleman,Jay Ratliff,,Anthony Spencer,Bradie James,Sean Lee,Terence Newman,,Orlando Scandrick,Abram Elam,Gerald Sensabaugh,,,,Keith Brooking,,,Stephen Bowen,,,,,,,,,,,Darrel Young,,,,,,,,,,,DeMarcus Ware,,,,,Perry Riley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,2011,November 20,11,Minnesota Vikings,Oakland Raiders,Leslie Frazier,Hue Jackson,2-8,6-4,dome,sportturf,Minnesota Vikings -2.0,46.5 (over),Christian Ponder,,Devin Aromashodu,Visanthe Shiancoe,Charlie Johnson,Steve Hutchinson,John Sullivan,Joe Berger,Phil Loadholt,Brian Robison,Remi Ayodele,,E.J. Henderson,,,Asher Allen,,Cedric Griffin,Jamarca Sanford,Tyrell Johnson,Carson Palmer,Michael Bush,,Darrius Heyward-Bey,Brandon Myers,Jared Veldheer,Stefen Wisniewski,Samson Satele,Cooper Carlisle,Khalif Barnes,,,,,Rolando McClain,,,Lito Sheppard,,Tyvon Branch,Michael Huff,Desmond Bryant,,,,Adrian Peterson,,Jared Allen,,Chad Greenway,Kenny Onatolu,,,,,,,,,,,,,Tommy Kelly,,,Kamerion Wimbley,,,,,,,,,,,,,,,,,Kevin Williams,,,,,,,,,,,,,,,,,,Lamarr Houston,,,,,,,,,,,,
154,2011,November 20,11,San Francisco 49ers,Arizona Cardinals,Jim Harbaugh,Ken Whisenhunt,9-1,3-7,outdoors,grass ,San Francisco 49ers -10.0,40.5 (under),Alex Smith,Frank Gore,Michael Crabtree,Vernon Davis,Joe Staley,Mike Iupati,Jonathan Goodwin,Adam Snyder,Anthony Davis,,Isaac Sopoaga,,,,,Carlos Rogers,,Tarell Brown,Donte Whitner,Dashon Goldson,John Skelton,Beanie Wells,Reagan Maui'a,Andre Roberts,Jeff King,Levi Brown,Daryn Colledge,Lyle Sendlein,Rex Hadnot,Brandon Keith,,Dan Williams,,,,,Richard Marshall,,Patrick Peterson,Adrian Wilson,Rashad Johnson,Calais Campbell,,,,,Ray McDonald,,Justin Smith,,,,Clark Haggans,,,Sam Acho,,,Bruce Miller,,,,Patrick Willis,Darnell Dockett,Ahmad Brooks,,,,,,,,,,,,,,,,,Daryl Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,2011,November 20,11,St. Louis Rams,Seattle Seahawks,Steve Spagnuolo,Pete Carroll,2-8,4-6,dome,astroplay,St. Louis Rams -3.0,40.0 (under),Sam Bradford,,Brandon Lloyd,,Mark LeVoir,Jacob Bell,Tony Wragge,Harvey Dahl,Adam Goldberg,Chris Long,,,James Laurinaitis,,,Justin King,,Josh Gordy,Darian Stewart,Quintin Mikell,Tarvaris Jackson,Marshawn Lynch,,Mike Williams,Anthony McCoy,Russell Okung,Robert Gallery,Max Unger,Paul McQuistan,Breno Giacomini,Chris Clemons,,Red Bryant,,David Hawthorne,,Richard Sherman,Roy Lewis,Brandon Browner,Kam Chancellor,Earl Thomas,,Alan Branch,Brandon Mebane,,Steven Jackson,Fred Robbins,James Hall,Justin Bannan,Brady Poppinga,Chris Chamberlain,,,,,,,,,,,,,,,,LeRoy Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,2011,November 20,11,Atlanta Falcons,Tennessee Titans,Mike Smith,Mike Munchak,6-4,5-5,dome,fieldturf ,Atlanta Falcons -6.5,44.0 (under),Matt Ryan,Michael Turner,Roddy White,Tony Gonzalez,Will Svitek,Justin Blalock,Todd McClure,Joe Hawley,Tyson Clabo,Ray Edwards,,,Curtis Lofton,,,Brent Grimes,,Dunta Robinson,,,Matt Hasselbeck,Chris Johnson,Ahmard Hall,Damian Williams,Craig Stevens,Michael Roos,Leroy Harris,Eugene Amano,Jake Scott,David Stewart,Derrick Morgan,,Jason Jones,Akeem Ayers,,Barrett Ruud,,Jason McCourty,Cortland Finnegan,Jordan Babineaux,Michael Griffin,,,,,,,John Abraham,,,,,,,,,,Jonathan Babineaux,,,,,,Karl Klug,Stephen Nicholas,Thomas DeCoud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,2011,November 20,11,Chicago Bears,San Diego Chargers,Lovie Smith,Norv Turner,7-3,4-6,outdoors,grass ,Chicago Bears -4.5,45.5 (over),Jay Cutler,Matt Forte,Johnny Knox,Matt Spaeth,J'Marcus Webb,Edwin Williams,Roberto Garza,Chris Spencer,Lance Louis,Israel Idonije,Anthony Adams,,Brian Urlacher,,,Tim Jennings,,Charles Tillman,Major Wright,Chris Conte,Philip Rivers,Ryan Mathews,,Vincent Jackson,Randy McMichael,Brandyn Dombrowski,Scott Mruczkowski,Nick Hardwick,Stephen Schilling,Jeromey Clary,Vaughn Martin,,Corey Liuget,,,,Quentin Jammer,,Antoine Cason,Steve Gregory,Eric Weddle,,,,,,,Julius Peppers,,Nick Roach,Lance Briggs,,,,,,,Henry Melton,,,,,,Cam Thomas,,,Travis LaBoy,,,,,,,,,,,,,,,Donald Butler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
