,year,date,week,home,away,homeCoach,awayCoach,homeRecord,awayRecord,roof,surface,vegas line,over/under,homeQB,homeRB,homeFL,homeSE,homeTE,homeLT,homeLG,homeC,homeRG,homeRT,homeDE,homeNT,homeLOLB,homeLILB,homeRILB,homeROLB,homeLCB,homeRCB,homeSS,homeFS,awayQB,awayRB,awayFB,awayWR,awayTE,awayLT,awayLG,awayC,awayRG,awayRT,awayLDE,awayLDT,awayRDT,awayRDE,awayOLB,awayLLB,awayMLB,awayLCB,awayRCB,awaySS,awayFS,awayCB,awayDE,awayDT,awayLB,homeH-B,homeLDE,homeLDT,homeMLB,homeRDE,homeRDT,homeSLB,homeWLB,homeWR,awayLILB,awayLOLB,awayNT,awayRILB,awayROLB,homeDT,homeFB,homeJACK,homeLWR,homeMIKE,homeOC,homeRLB,homeRWR,awayILB,awayS,homeHB,homeLOT,homeROT,awayEND,awayMIKE,awayT,awayWILL,awaySLB,awayUT,awayWLB,homeILB,homeOLB,homeS,awayRLB,awayMILB,awayMOLB,awaySAM,homeUT,awayTED,homeBLB,awayMCB,homeCB,awayHB,homeEND,homeT,homeWILL,homeLLB,homeLB,homeSAM,homeTED,awayDB,awayJACK,awayLWR,awayOC,awayRWR,awayFL,awaySE,homeMILB,homeMOLB,awayH-B,awayBLB,homeDB,homeLB/D,awayLOT,awayROT,awayLB/D,awayFB',home3CB,awayJLB,homeJLB,awayNB,homeNB,awayLDB
199,2009,December 13,14,Chicago Bears,Green Bay Packers,Lovie Smith,Mike McCarthy,5-8,9-4,outdoors,grass,Green Bay Packers -4.0,42.0 (under),Jay Cutler,Matt Forte,,,Greg Olsen,Chris Williams,Frank Omiyale,Olin Kreutz,Roberto Garza,Kevin Shaffer,,Marcus Harrison,,,,,Charles Tillman,,Kevin Payne,Al Afalava,Aaron Rodgers,Ryan Grant,John Kuhn,Donald Driver,Donald Lee,Chad Clifton,Daryn Colledge,Scott Wells,Josh Sitton,Mark Tauscher,Johnny Jolly,,,Cullen Jenkins,,,Nick Barnett,Charles Woodson,Tramon Williams,Atari Bigby,Nick Collins,,,,,,Adewale Ogunleye,,Hunter Hillenmeyer,Alex Brown,,Nick Roach,Lance Briggs,Earl Bennett,,Brad Jones,,,Clay Matthews,Tommie Harris,,,,,,,,,,,,,,,,,,,,,,Josh Bullocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,A.J. Hawk,,,,,,,,,,Jarrett Bush,,
200,2009,December 13,14,Indianapolis Colts,Denver Broncos,Jim Caldwell,Josh McDaniels,13-0,8-5,retractable roof (closed),fieldturf,Indianapolis Colts -6.5,43.5 (over),Peyton Manning,Joseph Addai,,,Dallas Clark,Charlie Johnson,Ryan Lilja,Jeff Saturday,Kyle DeVan,Ryan Diem,,,,,,,Kelvin Hayden,Jerraud Powers,Melvin Bullitt,Antoine Bethea,Kyle Orton,Knowshon Moreno,,Eddie Royal,Tony Scheffler,Ryan Clady,Russ Hochstein,Casey Wiegmann,Chris Kuper,Tyler Polumbus,Elvis Dumervil,,,Vonnie Holliday,,,,Champ Bailey,Andre' Goodman,,,Ty Law,,Ryan McBean,,Gijon Robinson,Raheem Brock,Antonio Johnson,Gary Brackett,Dwight Freeney,Daniel Muir,Philip Wheeler,Clint Session,Pierre Garcon,,,Ronald Fields,,,,,,,,,,,D.J. Williams,Brian Dawkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,2009,December 13,14,Jacksonville Jaguars,Miami Dolphins,Jack Del Rio,Tony Sparano,7-6,7-6,outdoors,grass,Jacksonville Jaguars -2.0,43.0 (under),David Garrard,Maurice Jones-Drew,,,Marcedes Lewis,Eugene Monroe,Vince Manuwai,Brad Meester,Uche Nwaneri,Eben Britton,Derrick Harvey,,,,,,,,Gerald Alexander,Reggie Nelson,Chad Henne,Ricky Williams,,Brian Hartline,Anthony Fasano,Jake Long,Justin Smiley,Joe Berger,Nate Garner,Vernon Carey,Kendall Langford,,,Randy Starks,,,,Jason Allen,Sean Smith,Yeremiah Bell,Gibril Wilson,,,,,,,,,,,,,Mike Sims-Walker,,,Paul Soliai,,,Terrance Knighton,Greg Jones,,,,,,,Akin Ayodele,,,,,,,,,Jason Taylor,,Joey Porter,,,,,,,,,,,,Tyron Brackenridge,,,,,,Justin Durant,,,,,,,,,,,,,,,,,,,,,,,,,
202,2009,December 13,14,Minnesota Vikings,Cincinnati Bengals,Brad Childress,Marvin Lewis,11-2,9-4,dome,fieldturf,Minnesota Vikings -6.0,42.5 (under),Brett Favre,Adrian Peterson,,,Jim Kleinsasser,Bryant McKinnie,Steve Hutchinson,John Sullivan,Anthony Herrera,Phil Loadholt,,Pat Williams,,,,,Antoine Winfield,Cedric Griffin,Jamarca Sanford,Madieu Williams,Carson Palmer,,,Laveranues Coles,Daniel Coats,Andrew Whitworth,Nate Livings,Kyle Cook,Bobbie Williams,Andre Smith,Robert Geathers,Pat Sims,Tank Johnson,Jonathan Fanene,,,Dhani Jones,Johnathan Joseph,Leon Hall,Nedu Ndukwe,Chris Crocker,,,,,,Ray Edwards,,Jasper Brinkley,Jared Allen,,Chad Greenway,Ben Leber,Sidney Rice,,,,,,,,,,,,,,,,,,,,,,,Rey Maualuga,,Keith Rivers,,,,,,,,Kevin Williams,,,,,Cedric Benson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,2009,December 13,14,Tennessee Titans,St. Louis Rams,Jeff Fisher,Steve Spagnuolo,6-7,1-12,outdoors,grass,Tennessee Titans -14.0,40.0 (over),Vince Young,Chris Johnson,,,Bo Scaife,Michael Roos,Eugene Amano,Kevin Mawae,Jake Scott,David Stewart,William Hayes,,,,,,,,Chris Hope,Michael Griffin,Keith Null,Steven Jackson,,Brandon Gibson,Randy McMichael,Alex Barron,Jacob Bell,Jason Brown,Richie Incognito,Adam Goldberg,Leonard Little,Darell Scott,Clifton Ryan,James Hall,,,James Laurinaitis,Ron Bartell,Justin King,James Butler,Craig Dahl,,,,,,,,Stephen Tulloch,,,,,Kenny Britt,,,,,,Tony Brown,,,,,,,,,,,,,,,,,David Vobora,,Paris Lenon,,David Thornton,,,,,,,,,,Cortland Finnegan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,2009,December 13,14,Oakland Raiders,Washington Redskins,Tom Cable,Jim Zorn,4-9,4-9,outdoors,grass,Washington Redskins -2.5,37.5 (over),Bruce Gradkowski,Justin Fargas,,,Zach Miller,Mario Henderson,Chris Morris,Samson Satele,Cooper Carlisle,Cornell Green,Richard Seymour,,,,,,,,Tyvon Branch,Michael Huff,Jason Campbell,Quinton Ganther,,Devin Thomas,Todd Yoder,Levi Jones,Derrick Dockery,Casey Rabach,Mike Williams,Stephon Heyer,,,,,,,London Fletcher,,,,LaRon Landry,Fred Smoot,Phillip Daniels,Cornelius Griffin,,,,,Kirk Morrison,,,,,Chaz Schilens,,,,,,Tommy Kelly,,,,,,,,,,,,,,,,,Brian Orakpo,,Rocky McIntosh,,Thomas Howard,,,,,,,,,,Chris Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,2009,December 13,14,Dallas Cowboys,San Diego Chargers,Wade Phillips,Norv Turner,8-5,10-3,retractable roof (open),fieldturf,Dallas Cowboys -3.5,48.5 (under),Tony Romo,Marion Barber III,,,Jason Witten,Flozell Adams,Kyle Kosier,Andre Gurode,Leonard Davis,Doug Free,,Jay Ratliff,,,,,Terence Newman,Mike Jenkins,Gerald Sensabaugh,Alan Ball,Philip Rivers,LaDainian Tomlinson,Mike Tolbert,Malcom Floyd,Antonio Gates,Marcus McNeill,Kris Dielman,Scott Mruczkowski,Louis Vasquez,Brandyn Dombrowski,,,,,Shawne Merriman,,,Quentin Jammer,Antonio Cromartie,Steve Gregory,C.J. Spillman,,Jacques Cesaire,,,,Marcus Spears,,,Igor Olshansky,,Anthony Spencer,DeMarcus Ware,Patrick Crayton,,,,,,,,,,,,,,Kevin Burnett,Paul Oliver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bradie James,Keith Brooking,,,,,,,,,,,,,,
206,2009,December 13,14,New York Giants,Philadelphia Eagles,Tom Coughlin,Andy Reid,7-6,9-4,outdoors,fieldturf,Philadelphia Eagles -1.0,42.5 (over),Eli Manning,Brandon Jacobs,,,Kevin Boss,David Diehl,Rich Seubert,Shaun O'Hara,Chris Snee,Kareem McKenzie,,Barry Cofield,,,,,Corey Webster,Terrell Thomas,Aaron Ross,Aaron Rouse,Donovan McNabb,LeSean McCoy,,Jeremy Maclin,Brent Celek,Jason Peters,Todd Herremans,Jamaal Jackson,Nick Cole,Winston Justice,Juqua Parker,Mike Patterson,Brodrick Bunkley,Trent Cole,,,Jeremiah Trotter,Asante Samuel,Sheldon Brown,Quintin Mikell,Sean Jones,,,,,,Justin Tuck,,Bryan Kehl,Mathias Kiwanuka,,,Michael Boley,Hakeem Nicks,,,,,,Chris Canty,Madison Hedgecock,,,,,,,,,,,,,,,,,,Will Witherspoon,,,,,,,Chris Gocong,,,,,,,,,,,,,,,,,,,,,,,,,Bruce Johnson,,,,,,,,,,,
207,2009,December 14,14,San Francisco 49ers,Arizona Cardinals,Mike Singletary,Ken Whisenhunt,6-7,8-5,outdoors,grass,Arizona Cardinals -4.0,45.0 (under),Alex Smith,Frank Gore,,,Delanie Walker,Barry Sims,David Baas,Eric Heitmann,Chilo Rachal,Adam Snyder,,Aubrayo Franklin,,,,,Dre' Bly,Shawntae Spencer,Michael Lewis,Dashon Goldson,Kurt Warner,Tim Hightower,,Anquan Boldin,Ben Patrick,Mike Gandy,Reggie Wells,Lyle Sendlein,Deuce Lutui,Levi Brown,,,,,,,,Dominique Rodgers-Cromartie,Bryant McFadden,Adrian Wilson,Antrel Rolle,,Calais Campbell,Darnell Dockett,,,,Isaac Sopoaga,,,Justin Smith,,,Michael Crabtree,,Clark Haggans,Bryan Robinson,,Chike Okeafor,,,,,Patrick Willis,,,,Gerald Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,,Parys Haralson,,,Manny Lawson,Takeo Spikes,,,,,,,,,,,,,,,,,,,,,,,
208,2009,December 17,15,Jacksonville Jaguars,Indianapolis Colts,Jack Del Rio,Jim Caldwell,7-7,14-0,outdoors,grass,Indianapolis Colts -3.0,43.5 (over),David Garrard,Maurice Jones-Drew,,,Jordan Black,Eugene Monroe,Vince Manuwai,Brad Meester,Uche Nwaneri,Eben Britton,Derrick Harvey,,,,,,,,Gerald Alexander,Reggie Nelson,Peyton Manning,Joseph Addai,,Pierre Garcon,Dallas Clark,Charlie Johnson,Ryan Lilja,Jeff Saturday,Kyle DeVan,Ryan Diem,Raheem Brock,Daniel Muir,Antonio Johnson,Keyunta Dawson,,,Gary Brackett,Kelvin Hayden,Jacob Lacey,Melvin Bullitt,Antoine Bethea,,,,,,,,,,,,,Mike Sims-Walker,,,,,,Terrance Knighton,,,,,,,,,,,,,,,,,Philip Wheeler,,Clint Session,,,,,,,,,,,,Rashean Mathis,,,,,,Russell Allen,,,,,,,,,,,,Gijon Robinson,,,,,,,,,,,,,
209,2009,December 19,15,New Orleans Saints,Dallas Cowboys,Sean Payton,Wade Phillips,13-1,9-5,dome,fieldturf,New Orleans Saints -7.5,53.5 (under),Drew Brees,Reggie Bush,,,Darnell Dinkins,Jermon Bushrod,Carl Nicks,Jonathan Goodwin,Jahri Evans,Jon Stinchcomb,,,,,,,Randall Gay,,Roman Harper,Darren Sharper,Tony Romo,Marion Barber III,Deon Anderson,Roy Williams,Jason Witten,Flozell Adams,Kyle Kosier,Andre Gurode,Leonard Davis,Doug Free,Marcus Spears,,,Igor Olshansky,,,,Terence Newman,Mike Jenkins,Gerald Sensabaugh,Ken Hamlin,,,,,,Charles Grant,,Jonathan Vilma,Will Smith,,Scott Fujita,Scott Shanle,Marques Colston,,,Jay Ratliff,,,Anthony Hargrove,,,,,,,,,,,,,,,,,Anthony Spencer,,,,,,,Bradie James,Keith Brooking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Victor Butler,Malcolm Jenkins,
210,2009,December 20,15,St. Louis Rams,Houston Texans,Steve Spagnuolo,Gary Kubiak,1-13,7-7,dome,fieldturf,Houston Texans -14.0,43.5 (under),Keith Null,Steven Jackson,,,Randy McMichael,Alex Barron,Mark Setterstrom,Jason Brown,John Greco,Adam Goldberg,,,,,,,Ron Bartell,Justin King,James Butler,Craig Dahl,Matt Schaub,Chris Brown,,Andre Johnson,Joel Dreessen,Duane Brown,Kasey Studdard,Chris Myers,Antoine Caldwell,Eric Winston,Antonio Smith,,,Mario Williams,,,DeMeco Ryans,Glover Quin,Dunta Robinson,Bernard Pollard,Dominique Barber,,,Amobi Okoye,,,Chris Long,Leger Douzable,James Laurinaitis,James Hall,Clifton Ryan,,Paris Lenon,Donnie Avery,,,Shaun Cody,,,,Mike Karney,,,,,,,,,,,,,,,,Brian Cushing,,Zach Diles,,,,,,,,,,,,Quincy Butler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,2009,December 20,15,Kansas City Chiefs,Cleveland Browns,Todd Haley,Eric Mangini,3-11,3-11,outdoors,grass,Kansas City Chiefs -3.0,37.0 (over),Matt Cassel,Jamaal Charles,,,Leonard Pope,Branden Albert,Andy Alleman,Rudy Niswanger,Wade Smith,Barry Richardson,,Ron Edwards,Mike Vrabel,Demorrio Williams,Corey Mays,Tamba Hali,Brandon Flowers,Brandon Carr,Mike Brown,DaJuan Morgan,Brady Quinn,Jerome Harrison,Lawrence Vickers,Josh Cribbs,Michael Gaines,Joe Thomas,Eric Steinbach,Alex Mack,Floyd Womack,John St. Clair,Kenyon Coleman,,,Corey Williams,Matt Roth,,,Eric Wright,Brandon McDonald,,,,,,,,Tyson Jackson,,,Alex Magee,,,,Dwayne Bowe,,,Ahtyba Rubin,,,,Mike Cox,,,,,,,David Bowens,Abram Elam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,2009,December 20,15,Tennessee Titans,Miami Dolphins,Jeff Fisher,Tony Sparano,7-7,7-7,outdoors,grass,Tennessee Titans -4.5,43.0 (over),Vince Young,Chris Johnson,,,Bo Scaife,Michael Roos,Eugene Amano,Kevin Mawae,Jake Scott,David Stewart,William Hayes,,,,,,,,Chris Hope,Michael Griffin,Chad Henne,Ricky Williams,,Ted Ginn Jr.,Anthony Fasano,Jake Long,Justin Smiley,Joe Berger,Nate Garner,Vernon Carey,Kendall Langford,,,Randy Starks,,,,Vontae Davis,Sean Smith,Yeremiah Bell,Gibril Wilson,,,,,,,,Stephen Tulloch,,,,,Kenny Britt,,,Paul Soliai,,,Tony Brown,,,,,,,,Channing Crowder,,,,,,,,,Jason Taylor,,Joey Porter,,Gerald McRath,,,,,,,,,,Cortland Finnegan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,2009,December 20,15,Buffalo Bills,New England Patriots,Perry Fewell,Bill Belichick,5-9,9-5,outdoors,astroplay,New England Patriots -7.0,41.0 (under),Ryan Fitzpatrick,Fred Jackson,,,Shawn Nelson,Jonathan Scott,Andy Levitre,Geoff Hangartner,Richie Incognito,Kirk Chambers,,,,,,,Terrence McGee,Drayton Florence,George Wilson,Jairus Byrd,Tom Brady,Kevin Faulk,,Randy Moss,,Matt Light,Logan Mankins,Dan Koppen,Dan Connolly,Sebastian Vollmer,Ron Brace,,,Jarvis Green,,,,Shawn Springs,Leigh Bodden,Brandon Meriweather,James Sanders,,,,,,Chris Kelsay,Marcus Stroud,Paul Posluszny,Aaron Schobel,Kyle Williams,,Bryan Scott,Terrell Owens,Jerod Mayo,Tully Banta-Cain,Mike Wright,Gary Guyton,Adalius Thomas,,Corey McIntyre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reggie Corner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,2009,December 20,15,Detroit Lions,Arizona Cardinals,Jim Schwartz,Ken Whisenhunt,2-12,9-5,dome,fieldturf,Arizona Cardinals -14.0,47.0 (over),Daunte Culpepper,Maurice Morris,,,Will Heller,Jeff Backus,Manuel Ramirez,Dominic Raiola,Dylan Gandy,Gosder Cherilus,,,,,,,Will Peterson,Phillip Buchanon,Marvin White,Louis Delmas,Kurt Warner,LaRod Stephens-Howling,,Steve Breaston,,Jeremy Bridges,Reggie Wells,Lyle Sendlein,Deuce Lutui,Levi Brown,,,,,,,,Dominique Rodgers-Cromartie,Bryant McFadden,Adrian Wilson,Antrel Rolle,,Calais Campbell,Darnell Dockett,,,Cliff Avril,,Larry Foote,Julian Peterson,,,,Calvin Johnson,,Clark Haggans,Bryan Robinson,,Chike Okeafor,Landon Cohen,,,,,,,,Gerald Hayes,,,,,,,,,,,,,Ernie Sims,,,,,,,,,,,,,,,,DeAngelo Smith,,,,,,,,,,,,,,,,,,,,,,,,,
215,2009,December 20,15,New York Jets,Atlanta Falcons,Rex Ryan,Mike Smith,7-7,7-7,outdoors,fieldturf,New York Jets -7.0,35.5 (under),Mark Sanchez,Thomas Jones,,,Dustin Keller,D'Brickashaw Ferguson,Alan Faneca,Nick Mangold,Brandon Moore,Damien Woody,,Sione Pouha,,,,,,,,,Matt Ryan,Michael Turner,Ovie Mughelli,Roddy White,Tony Gonzalez,Sam Baker,Justin Blalock,Todd McClure,Quinn Ojinnaka,Tyson Clabo,Chauncey Davis,,,John Abraham,,,Curtis Lofton,Chris Owens,Brent Grimes,Erik Coleman,Thomas DeCoud,,,,,,,,,,,,,Braylon Edwards,,,Thomas Johnson,,,,Tony Richardson,,,David Harris,,,,,,,,,,,,,Stephen Nicholas,Jonathan Babineaux,Mike Peterson,,Calvin Pace,Jim Leonhard,,,,,,,,,Darrelle Revis,,Shaun Ellis,Marques Douglas,Bart Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,2009,December 20,15,San Diego Chargers,Cincinnati Bengals,Norv Turner,Marvin Lewis,11-3,9-5,outdoors,grass,San Diego Chargers -7.0,43.5 (over),Philip Rivers,LaDainian Tomlinson,,,Antonio Gates,Marcus McNeill,Kris Dielman,Scott Mruczkowski,Louis Vasquez,Brandyn Dombrowski,Jacques Cesaire,,,,,,Quentin Jammer,Antonio Cromartie,Kevin Ellison,Eric Weddle,Carson Palmer,,,Andre Caldwell,Daniel Coats,Andrew Whitworth,Nate Livings,Kyle Cook,Bobbie Williams,,Robert Geathers,Pat Sims,Tank Johnson,Jonathan Fanene,,,Dhani Jones,Johnathan Joseph,Leon Hall,Nedu Ndukwe,Tom Nelson,,,,,,,,,,,,,Malcom Floyd,,,,,,Ian Scott,Jacob Hester,,,,,,,,,,,,,,,,Rey Maualuga,,Keith Rivers,Brandon Siler,Shaun Phillips,,,,,,,,,,,Cedric Benson,,,,,,,,,,,,,,,,,,,,,,Dennis Roland,,,,,,,,
217,2009,December 20,15,Denver Broncos,Oakland Raiders,Josh McDaniels,Tom Cable,8-6,5-9,outdoors,grass,Denver Broncos -14.0,37.0 (over),Kyle Orton,Knowshon Moreno,,,Daniel Graham,Ryan Clady,Russ Hochstein,Casey Wiegmann,Chris Kuper,Tyler Polumbus,,Ronald Fields,,,,,Champ Bailey,Andre' Goodman,,,Charlie Frye,Justin Fargas,,Johnnie Lee Higgins,Brandon Myers,Mario Henderson,Langston Walker,Samson Satele,Cooper Carlisle,Cornell Green,,,,,Thomas Howard,,Kirk Morrison,,,Tyvon Branch,Michael Huff,Chris Johnson,Richard Seymour,Tommy Kelly,,,Ryan McBean,,,Kenny Peterson,,,,Brandon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,D.J. Williams,Mario Haggan,David Bruton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,2009,December 20,15,Pittsburgh Steelers,Green Bay Packers,Mike Tomlin,Mike McCarthy,7-7,9-5,outdoors,dessograss,Pittsburgh Steelers -2.5,41.0 (over),Ben Roethlisberger,Rashard Mendenhall,,,Heath Miller,Max Starks,Ramon Foster,Justin Hartwig,Trai Essex,Willie Colon,,Casey Hampton,LaMarr Woodley,James Farrior,Lawrence Timmons,James Harrison,Ike Taylor,William Gay,Tyrone Carter,Ryan Clark,Aaron Rodgers,Ryan Grant,Korey Hall,Greg Jennings,Jermichael Finley,Chad Clifton,Daryn Colledge,Scott Wells,Josh Sitton,Mark Tauscher,Johnny Jolly,,,Cullen Jenkins,,,Nick Barnett,Jarrett Bush,Tramon Williams,Charles Woodson,Nick Collins,,,,,,Travis Kirschke,,,Brett Keisel,,,,Hines Ward,,Brad Jones,,,Clay Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A.J. Hawk,,,,,,,,,,,,
219,2009,December 20,15,Baltimore Ravens,Chicago Bears,John Harbaugh,Lovie Smith,8-6,5-9,outdoors,sportturf,Baltimore Ravens -11.0,39.0 (under),Joe Flacco,Ray Rice,,,Todd Heap,Michael Oher,Ben Grubbs,Matt Birk,Marshal Yanda,Oniel Cousins,Kelly Gregg,,,,,,Cary Williams,Domonique Foxworth,Dawan Landry,Tom Zbikowski,Jay Cutler,Matt Forte,,Devin Aromashodu,Greg Olsen,Chris Williams,Frank Omiyale,Olin Kreutz,Roberto Garza,Kevin Shaffer,Adewale Ogunleye,,,Alex Brown,,,Hunter Hillenmeyer,Charles Tillman,Corey Graham,Kevin Payne,Al Afalava,,,Tommie Harris,,,,,,,,Jarret Johnson,,Derrick Mason,,,Anthony Adams,,,Haloti Ngata,Le'Ron McClain,Dannell Ellerbe,,Ray Lewis,,Terrell Suggs,,,,,,,,,,,Nick Roach,,Lance Briggs,,,,,,,,,,,,Lardarius Webb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,2009,December 20,15,Philadelphia Eagles,San Francisco 49ers,Andy Reid,Mike Singletary,10-4,6-8,outdoors,grass,Philadelphia Eagles -7.5,41.0 (under),Donovan McNabb,Michael Vick,,,,Jason Peters,Todd Herremans,Jamaal Jackson,Nick Cole,Winston Justice,,,,,,,Asante Samuel,Sheldon Brown,Quintin Mikell,Sean Jones,Alex Smith,Frank Gore,,Michael Crabtree,Delanie Walker,Joe Staley,David Baas,Eric Heitmann,Chilo Rachal,Adam Snyder,,Isaac Sopoaga,Justin Smith,,,,,Dre' Bly,Shawntae Spencer,Michael Lewis,Dashon Goldson,,,,,,Juqua Parker,Mike Patterson,Akeem Jordan,Trent Cole,Brodrick Bunkley,,Will Witherspoon,DeSean Jackson,,,Aubrayo Franklin,,,,Leonard Weaver,,,,,,,,,,,,,Patrick Willis,,Parys Haralson,,,,,,,,,,Manny Lawson,,Takeo Spikes,,,Joselio Hanson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,2009,December 20,15,Seattle Seahawks,Tampa Bay Buccaneers,Jim Mora,Raheem Morris,5-9,2-12,outdoors,fieldturf,Seattle Seahawks -6.5,39.0 (under),Matt Hasselbeck,Julius Jones,,,John Carlson,Sean Locklear,Rob Sims,Max Unger,Chris Spencer,Ray Willis,,,,,,,Marcus Trufant,Josh Wilson,Deon Grant,Jordan Babineaux,Josh Freeman,Cadillac Williams,Earnest Graham,Maurice Stovall,Jerramy Stevens,Donald Penn,Jeremy Zuttah,Jeff Faine,Davin Joseph,Jeremy Trueblood,Jimmy Wilkerson,,,Stylez G. White,,,Barrett Ruud,Aqib Talib,Ronde Barber,Sabby Piscitelli,Tanard Jackson,,,Chris Hovan,,,Patrick Kerney,Brandon Mebane,David Hawthorne,Lawrence Jackson,Colin Cole,,,Deion Branch,,,,,,,Justin Griffith,,,,,,,,,,,,,,,,Quincy Black,,Geno Hayes,,LeRoy Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,2009,December 20,15,Carolina Panthers,Minnesota Vikings,John Fox,Brad Childress,6-8,11-3,outdoors,grass,Minnesota Vikings -9.0,43.0 (under),Matt Moore,DeAngelo Williams,,,Dante Rosario,Travelle Wharton,Mackenzy Bernadeau,Ryan Kalil,Keydrick Vincent,Geoff Schwartz,,,,,,,Chris Gamble,Richard Marshall,Chris Harris,Charles Godfrey,Brett Favre,Adrian Peterson,,Sidney Rice,Visanthe Shiancoe,Bryant McKinnie,Steve Hutchinson,John Sullivan,Anthony Herrera,Phil Loadholt,Ray Edwards,,,Jared Allen,,,Jasper Brinkley,Antoine Winfield,Cedric Griffin,Tyrell Johnson,Madieu Williams,,,,,,Tyler Brayton,Hollis Thomas,Jon Beason,Julius Peppers,Damione Lewis,,James Anderson,Muhsin Muhammad,,,Pat Williams,,,,,,,,,,,,,,,,,,,,Chad Greenway,Kevin Williams,Ben Leber,,,,,,,,,,,,Captain Munnerlyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,2009,December 21,15,Washington Redskins,New York Giants,Jim Zorn,Tom Coughlin,4-10,8-6,outdoors,grass,New York Giants -3.0,43.5 (over),Jason Campbell,Quinton Ganther,,,Fred Davis,Levi Jones,Derrick Dockery,Casey Rabach,Mike Williams,Stephon Heyer,Phillip Daniels,,,,,,,,Reed Doughty,LaRon Landry,Eli Manning,Brandon Jacobs,Bear Pascoe,Steve Smith,Kevin Boss,David Diehl,Rich Seubert,Shaun O'Hara,Chris Snee,Will Beatty,Justin Tuck,,,Mathias Kiwanuka,,,Jonathan Goff,Kevin Dockery,Terrell Thomas,Michael Johnson,Aaron Rouse,,,Chris Canty,,,,,London Fletcher,,,Brian Orakpo,Rocky McIntosh,Santana Moss,,,Barry Cofield,,,Albert Haynesworth,Mike Sellers,,,,,,,,,,,,,,,,Danny Clark,,Michael Boley,,,,,,,,,,,,Carlos Rogers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,2009,December 25,16,Tennessee Titans,San Diego Chargers,Jeff Fisher,Norv Turner,7-8,12-3,outdoors,grass,Tennessee Titans -2.0,48.0 (over),Vince Young,Chris Johnson,,,Bo Scaife,Michael Roos,Eugene Amano,Kevin Mawae,Jake Scott,David Stewart,William Hayes,,,,,,,,Chris Hope,Michael Griffin,Philip Rivers,LaDainian Tomlinson,Jacob Hester,Vincent Jackson,Antonio Gates,Marcus McNeill,Kris Dielman,Nick Hardwick,Louis Vasquez,Brandyn Dombrowski,,,,,Shaun Phillips,,,Quentin Jammer,Antonio Cromartie,Kevin Ellison,Eric Weddle,,Luis Castillo,Ian Scott,,,,,Stephen Tulloch,,,,,Justin Gage,,,,,,Tony Brown,,,,,,,,Brandon Siler,,,,,,,,,,,,,Gerald McRath,,,,,,,,,,Cortland Finnegan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,2009,December 27,16,Cleveland Browns,Oakland Raiders,Eric Mangini,Tom Cable,4-11,5-10,outdoors,grass,Cleveland Browns -3.0,37.0 (under),Derek Anderson,Jerome Harrison,,,Robert Royal,Joe Thomas,Eric Steinbach,Alex Mack,Rex Hadnot,Floyd Womack,,Ahtyba Rubin,,,,,Eric Wright,Mike Adams,,,Charlie Frye,Darren McFadden,Gary Russell,Chaz Schilens,Zach Miller,Mario Henderson,Langston Walker,Samson Satele,Cooper Carlisle,Cornell Green,,,,,Trevor Scott,,Kirk Morrison,,,Tyvon Branch,Michael Huff,Chris Johnson,Richard Seymour,Gerard Warren,,,Kenyon Coleman,,,Robaire Smith,,,,Josh Cribbs,,,,,,,Lawrence Vickers,,,,,,,,,,,,,,,,,,,David Bowens,Matt Roth,Abram Elam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
