,date,week,year,seasonNumber,home,away,homeCoach,awayCoach,homeRecord,awayRecord,roof,surface,vegas line,over/under,homeQB,homeRB,homeWR,homeTE,homeLT,homeLG,homeC,homeRG,homeRT,homeDE,homeDT,homeLB,homeCB,homeS,awayQB,awayRB,awayWR,awayTE,awayLT,awayLG,awayC,awayRG,awayRT,awayDE,awayDT,awaySLB,awayMLB,awayWLB,awayLCB,awayRCB,awaySS,awayFS,away First Downs,home First Downs,away Rush-Yds-TDs,home Rush-Yds-TDs,away Cmp-Att-Yd-TD-INT,home Cmp-Att-Yd-TD-INT,away Sacked-Yards,home Sacked-Yards,away Net Pass Yards,home Net Pass Yards,away Total Yards,home Total Yards,away Fumbles-Lost,home Fumbles-Lost,away Turnovers,home Turnovers,away Penalties-Yards,home Penalties-Yards,away Third Down Conv.,home Third Down Conv.,away Fourth Down Conv.,home Fourth Down Conv.,away Time of Possession,home Time of Possession,awayFB,awayLDE,awayLDT,awayRDE,awayRDT,homeLCB,homeLDE,homeLILB,homeLOLB,homeLS,homeNT,homeRCB,homeRDE,homeRILB,homeROLB,homeRS,awayLLB,awayRLB,homeFB,homeFS,homeLDT,homeMLB,homeRDT,homeSLB,homeSS,homeWLB,awayG,awayT,homeLLB,homeRLB,awayL,awayLILB,awayLOLB,awayNT,awayRILB,awayROLB,homeT,awayCB,awayLB,awayS,awayUT,homeOLB,awayOLB,awayILB,homeL,homeUT,awayHB,homeXR,homeZR,awayFL,homeFL,homeSE,awayLS,awayRS,awayXR,awayZR,homeG,homeILB,awaySE,homeHB,awayDB,homeDB,awayEOLB,homeSB,awayREC,homeRD,awayOT
150,November 21,11,1999,80,Tennessee Titans,Pittsburgh Steelers,Jeff Fisher,Bill Cowher,8-2,5-5,outdoors,grass,Tennessee Titans -5.5,36.5 (under),Steve McNair,Eddie George,Isaac Byrd,Frank Wycheck,Brad Hopkins,Bruce Matthews,Kevin Long,Benji Olson,Jon Runyan,,,,,,Kordell Stewart,Jerome Bettis,Hines Ward,Mark Bruener,Wayne Gandy,Alan Faneca,Roger Duffy,Brendan Stai,Anthony Brown,,,,,,Deshea Townsend,Dewayne Washington,Lee Flowers,Travis Davis,14,17,20-106-0,32-112-2,18-30-177-1-1,14-26-149-0-1,5-16,0-0,161,149,267,261,0-0,0-0,1,1,11-74,4-30,6-12,3-10,0-0,0-0,28:51,31:09,Mitch Lyons,Kevin Henry,,Orpheus Roye,,Denard Walker,Jevon Kearse,,,,,Samari Rolle,Kenny Holmes,,,,,,Lorenzo Neal,Marcus Robertson,Josh Evans,Barron Wortham,Jason Fisk,,Blaine Bishop,,,,Eddie Robinson,Joe Bowden,,Levon Kirkland,Jason Gildon,Joel Steed,Earl Holmes,Carlos Emmons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,November 21,11,1999,80,San Francisco 49ers,St. Louis Rams,Steve Mariucci,Dick Vermeil,3-7,8-2,outdoors,grass,St. Louis Rams -7.5,47.5 (under),Steve Stenstrom,Charlie Garner,Jerry Rice,Greg Clark,Dave Fiore,Ray Brown,Chris Dalman,Jeremy Newberry,Derrick Deese,,,,,,Kurt Warner,Marshall Faulk,Isaac Bruce,Roland Williams,Orlando Pace,Tom Nutten,Mike Gruttadauria,Adam Timmerman,Fred Miller,,,,London Fletcher,,Todd Lyght,Dexter McCleon,Billy Jenkins,Devin Bush Sr.,21,14,30-164-0,25-106-1,22-40-201-1-1,15-27-197-0-3,3-20,7-52,181,145,345,251,0-0,5-2,1,5,7-58,3-15,7-16,2-11,1-1,0-2,31:30,28:30,Robert Holcombe,Kevin Carter,Ray Agnew,Grant Wistrom,D'Marco Farr,Monty Montgomery,Jeff Posey,Winfred Tubbs,Lee Woodall,,,Ramos McDonald,Gabe Wilkins,Ken Norton Jr.,,,Mike Jones,Todd Collins,Fred Beasley,Lance Schulters,Bryant Young,,Junior Bryant,,Tim McDonald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,November 21,11,1999,80,Washington Redskins,New York Giants,Norv Turner,Jim Fassel,6-4,5-5,outdoors,grass,Washington Redskins -5.5,44.5 (under),Brad Johnson,Stephen Davis,Michael Westbrook,James Jenkins,Andy Heck,Brad Badger,Cory Raymer,Tre' Johnson,Jon Jansen,,,,,,Kent Graham,LeShon Johnson,Amani Toomer,Howard Cross,Roman Oben,Mike Rosenthal,Brian Williams,Ron Stone,Scott Gragg,,,,Corey Widmer,,Jason Sehorn,Phillippi Sparks,Sam Garnes,Percy Ellsworth,21,22,24-72-1,40-206-1,16-31-257-0-3,17-29-158-0-1,4-28,1-1,229,157,301,363,4-2,1-1,5,2,7-97,8-64,4-11,1-12,0-0,1-1,25:15,34:45,Charles Way,Michael Strahan,Christian Peter,Cedric Jones,Keith Hamilton,Champ Bailey,Anthony Cook,,,,,Darrell Green,Marco Coleman,,,,Ryan Phillips,Jessie Armstead,Mike Sellers,Leomont Evans,Dan Wilkinson,Derek Smith,Dana Stubblefield,,Sam Shade,,,,Greg Jones,Shawn Barber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,November 21,11,1999,80,San Diego Chargers,Chicago Bears,Mike Riley,Dick Jauron,4-6,5-6,outdoors,grass,Pick,36.0 (over),Jim Harbaugh,Jermaine Fazande,Mikhael Ricks,Freddie Jones,John Jackson,Aaron Taylor,Roman Fortin,DeMingo Graham,Vaughn Parker,,,,,,Jim Miller,James Allen,Marcus Robinson,John Allred,Blake Brockermeyer,Todd Perry,Olin Kreutz,Chris Villarrial,James Williams,,,Ricardo McDonald,Sean Harris,Barry Minter,Walt Harris,Terry Cousin,Tony Parrish,Chris Hudson,19,20,28-75-1,27-84-0,25-39-357-1-0,29-46-273-2-1,1-2,1-9,355,264,430,348,2-1,0-0,1,1,8-56,5-40,5-15,9-18,0-0,0-0,42:03,32:57,,Bryan Robinson,Jim Flanigan,Van Tuinei,Mike Wells,Darryll Lewis,Albert Fontenot,,,,,Terrance Shaw,Raylee Johnson,,,,,,Fred McCrary,Jason Perry,Norman Hand,,John Parrella,,Mike Dumas,,,,,,,,,,,,,,,,,Lewis Bush,,,,,,,,,,,,,,,,Eric Hill,,,,,,,,,
154,November 21,11,1999,80,Arizona Cardinals,Dallas Cowboys,Vince Tobin,Chan Gailey,4-6,5-5,outdoors,grass,Dallas Cowboys -1.5,35.0 (under),Dave Brown,Adrian Murrell,Frank Sanders,Terry Hardy,L.J. Shelton,Matt Joyce,Aaron Graham,Lester Holmes,Anthony Clement,,,,,,Jason Garrett,Emmitt Smith,Ernie Mills,David LaFleur,Flozell Adams,Solomon Page,Mark Stepnoski,Everett McIver,Erik Williams,Greg Ellis,Alonzo Spellman,,Randall Godfrey,Dexter Coakley,Kevin Smith,Deion Sanders,Darren Woodson,George Teague,15,13,34-156-0,30-102-0,16-29-111-1-0,13-29-115-1-2,2-9,2-10,102,105,258,207,1-0,1-0,0,2,6-47,5-40,4-15,5-15,1-4,1-2,33:03,26:57,Robert Thomas,,,,,Aeneas Williams,Brad Ottis,,,,,Tom Knight,Simeon Rice,,,,,,,Kwamie Lassiter,Rashod Swinger,Ronald McKinnon,Jerry Drake,,Tommy Bennett,,,,Rob Fredrickson,Patrick Sapp,,,,,,,,Charlie Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,November 21,11,1999,80,Cincinnati Bengals,Baltimore Ravens,Bruce Coslet,Brian Billick,1-10,4-6,outdoors,astroturf,Baltimore Ravens -5.0,34.5 (over),Jeff Blake,Clif Groce,Darnay Scott,Tony McGee,Rod Jones,Matt O'Dwyer,Rich Braham,Jay Leeuwenburg,Jamain Stephens,,Glen Steele,Brian Simmons,Ty Howard,,Tony Banks,Errict Rhett,Patrick Johnson,A.J. Ofodile,Jonathan Ogden,Edwin Mulitalo,Jeff Mitchell,Jeff Blackshear,Everett Lindsay,Michael McCrary,Larry Webster,,,,,,Kim Herring,Rod Woodson,19,20,26-56-1,23-102-0,24-40-274-2-1,20-39-246-3-2,7-49,0-0,225,246,281,348,2-1,2-1,2,3,7-48,15-127,7-18,6-15,0-0,1-1,33:59,26:01,,,,,,,John Copeland,,,,,,Michael Bankston,,,,,,,Cory Hall,,,,,Myron Bell,,,,,,,,,,,,,Chris McAlister,Ray Lewis,,,,,,,,,,,,,,,,,,,,,Corey Dillon,,,,,,,
156,November 21,11,1999,80,Jacksonville Jaguars,New Orleans Saints,Tom Coughlin,Mike Ditka,9-1,2-8,outdoors,grass,Jacksonville Jaguars -12.5,35.0 (over),Mark Brunell,James Stewart,Keenan McCardell,Kyle Brady,Tony Boselli,Ben Coleman,John Wade,Zach Wiegert,Leon Searcy,,,,,,Billy Joe Tolliver,Ricky Williams,Eddie Kennison,Josh Wilcox,Willie Roaf,Tom Ackerman,Jerry Fontenot,Chris Naeole,Kyle Turley,,,Keith Mitchell,Kevin Mitchell,Mark Fields,Ashley Ambrose,Fred Weary,Sammy Knight,Willie Clay,21,30,29-106-3,27-139-2,18-27-251-0-1,21-32-372-2-1,2-18,3-17,233,355,339,494,2-0,0-0,1,1,8-42,4-50,6-12,3-7,0-0,0-0,32:08,27:52,,Troy Wilson,Wayne Martin,Brady Smith,La'Roi Glover,Aaron Beasley,Renaldo Wynn,,,,,,Tony Brackens,,,,,,,Carnell Lake,Gary Walker,Lonnie Marts,Seth Payne,Bryce Paup,Donovin Darius,Kevin Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,November 22,11,1999,80,Denver Broncos,Oakland Raiders,Mike Shanahan,Jon Gruden,4-7,5-5,outdoors,grass,Denver Broncos -1.5,37.0 (over),Chris Miller,Olandis Gary,Ed McCaffrey,Dwayne Carswell,,,Tom Nalen,,,Maa Tanuvasa,Keith Traylor,Al Wilson,Ray Crockett,George Coghill,Rich Gannon,Napoleon Kaufman,Tim Brown,Rickey Dudley,,,Barret Robbins,,,Lance Johnstone,Darrell Russell,,,,,,,,16,17,29-79-0,30-120-2,17-34-222-2-1,18-41-182-0-0,5-17,2-11,205,171,284,291,2-2,4-2,3,2,7-90,9-60,5-16,4-19,0-0,1-1,32:08,30:26,,,,,,,,,,,,,,,,,,,,,,,,,,,Steve Wisniewski,Lincoln Kennedy,,,,,,,,,Matt Lepsis,Charles Woodson,Sam Sword,Anthony Newman,,,,,,,,,,,,,,,,,Dan Neil,,,,,,,,,,
158,November 25,12,1999,80,Detroit Lions,Chicago Bears,Bobby Ross,Dick Jauron,7-4,5-7,dome,astroturf,Detroit Lions -6.0,44.0 (under),Gus Frerotte,,,Walter Rasby,Ray Roberts,Tony Semple,Mike Compton,Jeff Hartings,Barrett Brooks,,,,,,Jim Miller,James Allen,Bobby Engram,,Blake Brockermeyer,Todd Perry,Olin Kreutz,Chris Villarrial,James Williams,,,Ricardo McDonald,Warrick Holdman,Barry Minter,Walt Harris,Terry Cousin,Tony Parrish,Chris Hudson,12,20,12-52-0,29-84-1,25-39-204-2-1,29-42-309-2-0,2-20,2-16,184,293,236,377,1-0,1-1,1,1,3-25,6-40,2-12,11-19,0-0,0-0,21:44,38:16,,Bryan Robinson,Jim Flanigan,Van Tuinei,Mike Wells,Robert Bailey,Robert Porcher,,,,James Jones,Terry Fair,Tracy Scroggins,,,,,,Cory Schlesinger,Corwin Brown,,Stephen Boyd,,Lamar Campbell,Ron Rice,J.B. Brown,,,,,,,,,,,,,,,,,,,,Luther Elliss,,Johnnie Morton,Germane Crowell,,,,,,,,,,,,,,,,,,
159,November 25,12,1999,80,Dallas Cowboys,Miami Dolphins,Chan Gailey,Jimmy Johnson,6-5,8-3,outdoors,astroturf,Dallas Cowboys -1.5,38.0 (under),Troy Aikman,Emmitt Smith,Rocket Ismail,David LaFleur,Flozell Adams,Solomon Page,Mark Stepnoski,Everett McIver,Erik Williams,Kavika Pittman,Alonzo Spellman,,,,Dan Marino,,Oronde Gadsden,Troy Drayton,Richmond Webb,Mark Dixon,Tim Ruddy,Kevin Gogan,James Brown,,,Robert Jones,Zach Thomas,Derrick Rodgers,Terrell Buckley,Sam Madison,Shawn Wooden,Brock Marion,16,15,20-69-0,34-101-0,19-41-222-0-5,16-29-232-1-0,2-16,1-9,206,223,275,324,0-0,1-1,5,1,5-42,12-108,4-15,3-14,0-1,0-2,25:21,34:39,Stanley Pritchett,Rich Owens,Tim Bowens,Jason Taylor,Daryl Gardener,Charlie Williams,,,,,,Deion Sanders,,,,,,,Robert Thomas,,,Randall Godfrey,,Darren Hambrick,Darren Woodson,Dexter Coakley,,,,,,,,,,,,,,,,,,,,,J.J. Johnson,,,,,,,,,,,,,,,,,,,,
160,November 28,12,1999,80,Carolina Panthers,Atlanta Falcons,George Seifert,Dan Reeves,5-6,2-9,outdoors,grass,Carolina Panthers -4.5,40.0 (over),Steve Beuerlein,Tim Biakabutuka,Patrick Jeffers,Wesley Walls,Clarence Jones,Bryan Stoltenberg,Frank Garcia,Anthony Redmon,Chris Terry,,,,,,Chris Chandler,Ken Oxendine,Tim Dwight,O.J. Santiago,Bob Whitfield,Bob Hallen,Robbie Tobeck,Calvin Collins,Ephraim Salaam,Chuck Smith,Shane Dronett,,,,,,Marty Carter,Eugene Robinson,22,25,15-64-0,38-126-1,24-42-315-4-0,18-27-262-3-0,4-36,2-8,279,254,343,380,1-1,2-1,1,1,14-137,8-54,4-11,7-14,0-1,0-0,23:57,36:03,Bob Christian,,,,,Eric Davis,Antonio Edwards,,,,,Doug Evans,Chuck Wiley,,,,,,William Floyd,Mike Minter,Tim Morabito,Dean Wells,Sean Gilbert,Kevin Greene,Brent Alexander,Micheal Barrow,,,,,,,,,,,,Ronnie Bradford,Keith Brooking,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,November 28,12,1999,80,Washington Redskins,Philadelphia Eagles,Norv Turner,Andy Reid,7-4,3-9,outdoors,grass,Washington Redskins -10.0,42.5 (under),Brad Johnson,Stephen Davis,Albert Connell,Stephen Alexander,Jon Jansen,Tre' Johnson,Cory Raymer,Keith Sims,Andy Heck,,,,,,Donovan McNabb,Duce Staley,Torrance Small,Chad Lewis,Tra Thomas,Doug Brzezinski,Steve Everitt,Jeff Dellenbach,Lonnie Palelei,,,,Jeremiah Trotter,,Troy Vincent,Bobby Taylor,Tim Hauck,Brian Dawkins,16,23,28-143-0,32-94-1,16-28-172-2-0,25-36-218-1-1,2-16,0-0,156,218,299,312,0-0,2-0,0,1,5-59,3-24,6-15,10-17,3-3,2-2,29:56,34:38,Cecil Martin,Greg Jefferson,Hollis Thomas,Mike Mamula,Steve Martin,Champ Bailey,Anthony Cook,,,,,Darrell Green,Marco Coleman,,,,Barry Gardner,William Thomas,Larry Centers,Leomont Evans,Dan Wilkinson,Derek Smith,Dana Stubblefield,,Sam Shade,,,,Greg Jones,Shawn Barber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,November 28,12,1999,80,Baltimore Ravens,Jacksonville Jaguars,Brian Billick,Tom Coughlin,4-7,10-1,outdoors,grass,Jacksonville Jaguars -7.0,36.5 (over),Tony Banks,,Qadry Ismail,Greg DeLong,Jonathan Ogden,Edwin Mulitalo,Jeff Mitchell,Jeff Blackshear,Everett Lindsay,,,,,,Mark Brunell,James Stewart,Keenan McCardell,Kyle Brady,Tony Boselli,Ben Coleman,John Wade,Zach Wiegert,Leon Searcy,,,Bryce Paup,Lonnie Marts,Kevin Hardy,Fernando Bryant,Aaron Beasley,Donovin Darius,Carnell Lake,24,14,25-60-1,22-81-0,27-47-338-2-2,17-34-214-2-1,3-10,3-15,328,199,388,280,1-1,4-2,3,3,8-41,6-39,9-18,3-12,1-1,0-0,32:35,27:25,,Renaldo Wynn,Gary Walker,Tony Brackens,Seth Payne,Chris McAlister,Rob Burnett,,,,,DeRon Jenkins,Michael McCrary,,,,,,Charles Evans,Rod Woodson,Larry Webster,Ray Lewis,Tony Siragusa,,Kim Herring,,,,Cornell Brown,Jamie Sharper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,November 28,12,1999,80,Pittsburgh Steelers,Cincinnati Bengals,Bill Cowher,Bruce Coslet,5-6,2-10,outdoors,astroturf,Pittsburgh Steelers -11.0,36.0 (over),Kordell Stewart,Jerome Bettis,Troy Edwards,Mark Bruener,Wayne Gandy,Alan Faneca,Roger Duffy,Brendan Stai,Anthony Brown,,,,,,Jeff Blake,,Darnay Scott,Tony McGee,Rod Jones,Matt O'Dwyer,Rich Braham,Jay Leeuwenburg,Willie Anderson,,,,Brian Simmons,,Rodney Heath,Artrell Hawkins,Myron Bell,Cory Hall,18,20,35-180-1,31-111-0,15-28-241-1-1,24-46-300-2-2,2-6,2-20,235,280,415,391,2-0,1-1,1,3,5-35,6-46,4-14,8-18,1-2,0-3,27:25,32:35,Clif Groce,John Copeland,Kimo von Oelhoffen,Michael Bankston,Oliver Gibson,Deshea Townsend,Orpheus Roye,Levon Kirkland,Jason Gildon,,Joel Steed,Dewayne Washington,Kevin Henry,Earl Holmes,Carlos Emmons,,Steve Foley,Takeo Spikes,Richard Huntley,Lee Flowers,,,,,Travis Davis,,,,,,,,,,,,,,,,,,,,,,Corey Dillon,,,,,,,,,,,,,,,,,,,,
164,November 28,12,1999,80,St. Louis Rams,New Orleans Saints,Dick Vermeil,Mike Ditka,9-2,2-9,dome,astroturf,St. Louis Rams -14.0,47.0 (over),Kurt Warner,Marshall Faulk,Isaac Bruce,Roland Williams,Orlando Pace,Tom Nutten,Mike Gruttadauria,Adam Timmerman,Fred Miller,,,,,,Billy Joe Hobert,Lamar Smith,Eddie Kennison,Scott Slutzker,Willie Roaf,Tom Ackerman,Jerry Fontenot,Chris Naeole,Kyle Turley,,,Keith Mitchell,Chris Bordano,Mark Fields,Ashley Ambrose,Fred Weary,Sammy Knight,Willie Clay,20,24,28-102-0,27-129-4,25-47-273-0-2,15-27-213-2-0,2-10,2-18,263,195,365,324,1-0,0-0,2,0,8-80,7-50,8-19,5-11,1-1,0-0,33:44,26:16,,Willie Whitehead,Wayne Martin,Brady Smith,La'Roi Glover,Todd Lyght,Kevin Carter,,,,,Dexter McCleon,Grant Wistrom,,,,,,Robert Holcombe,Devin Bush Sr.,Ray Agnew,London Fletcher,D'Marco Farr,,Billy Jenkins,,,,Mike Jones,Taje Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,November 28,12,1999,80,Cleveland Browns,Tennessee Titans,Chris Palmer,Jeff Fisher,2-10,9-2,outdoors,grass,Tennessee Titans -10.5,35.5 (over),Tim Couch,Karim Abdul-Jabbar,Kevin Johnson,Irv Smith,Chris Ruhman,Jim Pyne,Dave Wohlabaugh,Steve Zahursky,Orlando Brown,,,,,,Steve McNair,Eddie George,Isaac Byrd,Frank Wycheck,Brad Hopkins,Bruce Matthews,Kevin Long,Benji Olson,Jon Runyan,,,,Barron Wortham,,Denard Walker,Samari Rolle,Blaine Bishop,Marcus Robertson,22,18,33-158-3,24-81-1,18-36-179-0-0,19-35-262-2-0,0-0,7-34,179,228,337,309,1-1,5-2,1,2,4-18,5-30,5-14,5-15,2-2,2-3,32:36,27:24,Lorenzo Neal,Jevon Kearse,Josh Evans,Kenny Holmes,Jason Fisk,Ryan McNeil,John Thierry,,,,,Daylon McCutcheon,Derrick Alexander,,,,Eddie Robinson,Joe Bowden,Marc Edwards,Corey Fuller,Darius Holland,Wali Rainer,Stalin Colinet,,Marquez Pope,,,,Rahim Abdullah,Jamir Miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,November 28,12,1999,80,Buffalo Bills,New England Patriots,Wade Phillips,Pete Carroll,8-4,6-5,outdoors,astroturf,Buffalo Bills -4.0,38.0 (under),Doug Flutie,Antowain Smith,Andre Reed,Sheldon Jackson,John Fina,Ruben Brown,Jerry Ostroski,Jamie Nails,Robert Hicks,,,,,,Drew Bledsoe,Terry Allen,Tony Simmons,Ben Coates,Bruce Armstrong,Heath Irwin,Damien Woody,Todd Rucci,Zefross Moss,,,Chris Slade,Andy Katzenmoyer,Tedy Bruschi,Ty Law,Steve Israel,Lawyer Milloy,Chris Carter,17,13,25-93-0,35-92-0,18-34-205-1-1,9-16-207-2-0,6-31,0-0,174,207,267,299,2-1,2-1,2,1,8-101,6-39,3-13,2-10,3-4,1-2,30:46,29:14,Tony Carter,Brandon Mitchell,Chad Eaton,Willie McGinest,Henry Thomas,Ken Irvin,Phil Hansen,John Holecek,Sam Rogers,,Ted Washington,Thomas Smith,Bruce Smith,Sam Cowart,Gabe Northern,,,,Sam Gash,Kurt Schulz,,,,,Henry Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,November 28,12,1999,80,New York Giants,Arizona Cardinals,Jim Fassel,Vince Tobin,5-6,5-6,outdoors,astroturf,New York Giants -4.5,34.5 (over),Kerry Collins,Charles Way,Amani Toomer,Howard Cross,Roman Oben,Mike Rosenthal,Brian Williams,Ron Stone,Scott Gragg,,,,Jason Sehorn,Sam Garnes,Dave Brown,Adrian Murrell,Frank Sanders,Terry Hardy,L.J. Shelton,Matt Joyce,Aaron Graham,Lester Holmes,Anthony Clement,,,,Ronald McKinnon,,Aeneas Williams,Tom Knight,Tommy Bennett,,23,20,34-69-1,20-52-2,23-35-251-2-0,22-45-298-1-3,4-29,2-16,222,282,291,334,4-1,2-1,1,4,2-22,6-50,4-12,3-11,0-1,0-0,35:17,24:43,Joel Makovicka,Brad Ottis,Rashod Swinger,Simeon Rice,Jerry Drake,,,,,,,,Keith Hamilton,,,,Rob Fredrickson,Patrick Sapp,LeShon Johnson,Phillippi Sparks,Michael Strahan,Ryan Phillips,Christian Peter,,Jessie Armstead,,,,Cedric Jones,Corey Widmer,,,,,,,,,,Kwamie Lassiter,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,November 28,12,1999,80,Minnesota Vikings,San Diego Chargers,Dennis Green,Mike Riley,7-4,4-7,dome,astroturf,Minnesota Vikings -13.5,43.5 (over),Jeff George,Robert Smith,Randy Moss,Andrew Jordan,Todd Steussie,Randall McDaniel,Jeff Christy,David Dixon,Korey Stringer,,,,,,Jim Harbaugh,Tremayne Stephens,Mikhael Ricks,Freddie Jones,John Jackson,Kendyl Jacox,Roman Fortin,DeMingo Graham,Vaughn Parker,,,,,,Darryll Lewis,Jimmy Spencer,Mike Dumas,Jason Perry,19,27,20-62-2,29-129-1,25-39-404-1-1,28-43-363-4-2,1-8,1-7,396,356,458,485,2-2,0-0,3,2,1-5,5-35,7-13,7-14,0-0,0-0,24:46,35:14,Fred McCrary,Albert Fontenot,Jamal Williams,Raylee Johnson,John Parrella,Kenny Wright,John Randle,,,,Jerry Ball,Jimmy Hitchcock,Chris Doleman,,,,,,,Orlando Thomas,,Ed McDaniel,,Kailee Wong,Robert Griffith,Dwayne Rudd,,,,,,,,,,,,,,,,,Lewis Bush,Junior Seau,,Tony Williams,,,,,,,,,,,,,,,,,,,,,
169,November 28,12,1999,80,Seattle Seahawks,Tampa Bay Buccaneers,Mike Holmgren,Tony Dungy,8-3,7-4,dome,astroturf,Seattle Seahawks -6.0,37.0 (under),Jon Kitna,Ricky Watters,Sean Dawkins,Christian Fauria,Walter Jones,Pete Kendall,Chris Gray,Brian Habib,Grant Williams,,,,,,Trent Dilfer,Warrick Dunn,Jacquez Green,Dave Moore,Paul Gruber,Jorge Diaz,Tony Mayberry,Frank Middleton,Jerry Wunsch,,Warren Sapp,,Hardy Nickerson,Derrick Brooks,Donnie Abraham,Ronde Barber,John Lynch,Damien Robinson,9,15,37-105-0,22-89-0,8-18-82-1-0,19-44-197-0-5,5-31,3-27,51,170,156,259,1-0,2-1,0,6,2-15,5-50,5-17,4-15,0-0,0-1,32:00,28:00,Mike Alstott,Marcus Jones,,Steve White,,Shawn Springs,Michael Sinclair,,,,,Chris Canty,Phillip Daniels,,Chad Brown,,,,,Jay Bellamy,Riddick Parker,Anthony Simmons,Cortez Kennedy,,Darryl Williams,,,,,,,,,Brad Culpepper,,,,Brian Kelly,,,,Darrin Smith,,,,,,,,,,,,,,,,,,,,,,,,,
170,November 28,12,1999,80,Oakland Raiders,Kansas City Chiefs,Jon Gruden,Gunther Cunningham,5-6,6-5,outdoors,grass,Oakland Raiders -3.5,37.0 (over),Rich Gannon,Napoleon Kaufman,Tim Brown,Jon Ritchie,,,Barret Robbins,,,Lance Johnstone,Russell Maryland,Greg Biekert,Charles Woodson,Anthony Newman,Elvis Grbac,Bam Morris,,Tony Gonzalez,John Tait,Dave Szott,Tim Grunhard,Will Shields,Victor Riley,,,,Marvcus Patton,,Cris Dishman,James Hasty,Reggie Tongue,Jerome Woods,16,18,28-98-1,25-108-1,18-27-226-1-2,19-29-232-2-2,4-31,5-25,195,207,293,315,1-1,3-1,3,3,8-55,6-37,2-11,2-11,0-0,1-1,29:14,30:46,Tony Richardson,Eric Hicks,Chester McGlockton,Leslie O'Neal,Tom Barndt,,,,,,,,,,,,,,,Charles Mincy,,,,,,,,,,,,,Derrick Thomas,,,Donnie Edwards,Lincoln Kennedy,,,,,,,,,,,,,Derrick Alexander,,,,,,,Barry Sims,,Andre Rison,,,,,,,,
171,November 28,12,1999,80,Indianapolis Colts,New York Jets,Jim Mora,Bill Parcells,9-2,4-7,dome,astroturf,Indianapolis Colts -7.0,44.0 (under),Peyton Manning,Edgerrin James,Marvin Harrison,Marcus Pollard,Tarik Glenn,Jeff Saturday,Larry Moore,Waverly Jackson,Adam Meadows,,,,,,Ray Lucas,Curtis Martin,Keyshawn Johnson,Fred Baxter,Jumbo Elliott,Kerry Jenkins,Kevin Mawae,Randy Thomas,Siupeli Malamala,,,,,,Aaron Glenn,Marcus Coleman,,Steve Atwater,14,23,26-126-0,27-100-0,12-23-102-0-0,23-31-198-1-2,2-14,2-11,88,187,214,287,0-0,1-1,0,3,10-72,3-24,1-11,5-10,2-3,0-0,28:02,31:58,Richie Anderson,Rick Lyle,,Anthony Pleasant,,Jeff Burris,Bernard Whittington,,,,,Tyrone Poole,Chad Bratzke,,,,,,,Jason Belser,Larry Chester,Mike Barber,Ellis Johnson,,Chad Cota,,,,Cornelius Bennett,Mike Peterson,,Bryan Cox,Mo Lewis,Jason Wiltz,Marvin Jones,Roman Phifer,,,,,,,,,,,,,,,,,Victor Green,,,,,,,,,,,,,,
172,November 29,12,1999,80,San Francisco 49ers,Green Bay Packers,Steve Mariucci,Ray Rhodes,3-8,6-5,outdoors,grass,Green Bay Packers -6.0,40.5 (under),Steve Stenstrom,Charlie Garner,Terrell Owens,,Dave Fiore,Ray Brown,Chris Dalman,Jeremy Newberry,Derrick Deese,,,,,,Brett Favre,Dorsey Levens,Antonio Freeman,Tyrone Davis,Mike Wahle,Raleigh McKenzie,Frank Winters,Marco Rivera,Earl Dotson,,,,,,Mike McKenzie,Tyrone Williams,LeRoy Butler,Darren Sharper,19,14,22-79-0,23-137-0,24-35-236-2-0,19-35-195-0-1,1-7,2-10,229,185,308,322,0-0,2-1,0,2,4-22,8-105,2-11,3-13,0-0,0-2,30:26,29:34,William Henderson,Vaughn Booker,Vonnie Holliday,Keith McKenzie,Santana Dotson,Monty Montgomery,Jeff Posey,Winfred Tubbs,Lee Woodall,,,Ramos McDonald,Gabe Wilkins,Ken Norton Jr.,,,,,,Lance Schulters,Bryant Young,,Junior Bryant,,Tim McDonald,,,,,,,,Anthony Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fred Vinson,,,,,,
