,date,week,year,seasonNumber,home,away,homeCoach,awayCoach,homeRecord,awayRecord,roof,surface,vegas line,over/under,homeQB,homeRB,homeWR,homeTE,homeLT,homeLG,homeC,homeRG,homeRT,homeDE,homeDT,homeLB,homeCB,homeS,awayQB,awayRB,awayWR,awayTE,awayLT,awayLG,awayC,awayRG,awayRT,awayDE,awayDT,awaySLB,awayMLB,awayWLB,awayLCB,awayRCB,awaySS,awayFS,away First Downs,home First Downs,away Rush-Yds-TDs,home Rush-Yds-TDs,away Cmp-Att-Yd-TD-INT,home Cmp-Att-Yd-TD-INT,away Sacked-Yards,home Sacked-Yards,away Net Pass Yards,home Net Pass Yards,away Total Yards,home Total Yards,away Fumbles-Lost,home Fumbles-Lost,away Turnovers,home Turnovers,away Penalties-Yards,home Penalties-Yards,away Third Down Conv.,home Third Down Conv.,away Fourth Down Conv.,home Fourth Down Conv.,away Time of Possession,home Time of Possession,awayFB,awayLDE,awayLDT,awayRDE,awayRDT,homeLCB,homeLDE,homeLILB,homeLOLB,homeLS,homeNT,homeRCB,homeRDE,homeRILB,homeROLB,homeRS,awayLLB,awayRLB,homeFB,homeFS,homeLDT,homeMLB,homeRDT,homeSLB,homeSS,homeWLB,awayG,awayT,homeLLB,homeRLB,awayL,awayLILB,awayLOLB,awayNT,awayRILB,awayROLB,homeT,awayCB,awayLB,awayS,awayUT,homeOLB,awayOLB,awayILB,homeL,homeUT,awayHB,homeXR,homeZR,awayFL,homeFL,homeSE,awayLS,awayRS,awayXR,awayZR,homeG,homeILB,awaySE,homeHB,awayDB,homeDB,awayEOLB,homeSB,awayREC,homeRD,awayOT
127,November 8,9,1999,80,Minnesota Vikings,Dallas Cowboys,Dennis Green,Chan Gailey,5-4,4-4,dome,astroturf,Minnesota Vikings -6.5,47.5 (under),Jeff George,Leroy Hoard,Randy Moss,,Todd Steussie,Randall McDaniel,Jeff Christy,David Dixon,Korey Stringer,,,,Chris Rogers,,Troy Aikman,Emmitt Smith,Rocket Ismail,David LaFleur,Flozell Adams,Larry Allen,Mark Stepnoski,Everett McIver,Erik Williams,Kavika Pittman,Alonzo Spellman,,Randall Godfrey,Dexter Coakley,Kevin Smith,Deion Sanders,Darren Woodson,George Teague,14,17,24-205-2,32-118-0,17-35-133-0-1,17-30-218-3-1,2-10,4-28,123,190,328,308,3-1,1-1,2,2,8-55,12-95,1-13,5-15,0-1,0-0,27:32,32:28,,,,,,Kenny Wright,John Randle,,,,Joe Phillips,Jimmy Hitchcock,Chris Doleman,,,,,,Jim Kleinsasser,Orlando Thomas,,Ed McDaniel,,,Robert Griffith,Dwayne Rudd,,,,,,,,,,,,,,Izell Reese,,,,,,Tony Williams,,,,,,,,,,,,,,,,,,,,,
128,November 14,10,1999,80,St. Louis Rams,Carolina Panthers,Dick Vermeil,George Seifert,7-2,3-6,dome,astroturf,St. Louis Rams -10.0,48.0 (under),Kurt Warner,Marshall Faulk,Torry Holt,,Orlando Pace,Tom Nutten,Mike Gruttadauria,Adam Timmerman,Fred Miller,,,,,,Steve Beuerlein,Fred Lane,Muhsin Muhammad,Wesley Walls,Clarence Jones,Bryan Stoltenberg,Frank Garcia,Anthony Redmon,Chris Terry,Chuck Wiley,,Kevin Greene,Dean Wells,Micheal Barrow,Eric Davis,Doug Evans,Brent Alexander,Mike Minter,18,16,23-117-0,20-79-1,24-39-286-1-2,19-29-284-2-1,6-26,0-0,260,284,377,363,1-1,1-1,3,2,10-89,5-35,7-15,7-12,0-1,0-0,34:45,25:15,William Floyd,Antonio Edwards,Tim Morabito,,Sean Gilbert,Todd Lyght,Kevin Carter,,,,,Dexter McCleon,Grant Wistrom,,,,,,Robert Holcombe,Keith Lyle,Ray Agnew,London Fletcher,D'Marco Farr,,Billy Jenkins,,,,Mike Jones,Todd Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,November 14,10,1999,80,Chicago Bears,Minnesota Vikings,Dick Jauron,Dennis Green,4-6,6-4,outdoors,grass,Minnesota Vikings -6.5,43.0 (over),Jim Miller,,Glyn Milburn,,Blake Brockermeyer,Todd Perry,Olin Kreutz,Chris Villarrial,James Williams,,,,,,Jeff George,Robert Smith,Randy Moss,Andrew Glover,Todd Steussie,Randall McDaniel,Jeff Christy,David Dixon,Korey Stringer,,,,Ed McDaniel,Dwayne Rudd,Kenny Wright,Jimmy Hitchcock,Robert Griffith,Orlando Thomas,23,21,28-110-0,22-49-0,25-44-374-3-1,34-48-422-3-1,3-25,3-15,349,407,459,456,2-2,3-1,3,2,6-62,11-102,6-15,6-16,0-0,0-1,42:55,32:05,Jim Kleinsasser,John Randle,,Chris Doleman,,Walt Harris,Bryan Robinson,,,,,Terry Cousin,Van Tuinei,,,,,,,Chris Hudson,Jim Flanigan,Sean Harris,Mike Wells,Ricardo McDonald,Tony Parrish,Barry Minter,,,,,,,,Jerry Ball,,,,,,,Tony Williams,,,,,,,,,,,,,,,,,,,,Chris Rogers,,,,,,
130,November 14,10,1999,80,Tampa Bay Buccaneers,Kansas City Chiefs,Tony Dungy,Gunther Cunningham,5-4,5-4,outdoors,grass,Tampa Bay Buccaneers -3.0,34.5 (under),Trent Dilfer,Warrick Dunn,Jacquez Green,Dave Moore,Paul Gruber,Jorge Diaz,Tony Mayberry,Frank Middleton,Jerry Wunsch,,Warren Sapp,,,,Elvis Grbac,Rashaan Shehee,Andre Rison,Tony Gonzalez,Glenn Parker,Dave Szott,Tim Grunhard,Will Shields,Victor Riley,,,,Marvcus Patton,,Cris Dishman,James Hasty,Reggie Tongue,Jerome Woods,11,14,22-87-0,37-100-0,23-38-202-1-1,17-27-270-2-1,2-18,0-0,184,270,271,370,3-2,5-5,3,6,6-30,1-5,3-16,5-14,1-1,0-0,27:13,32:47,Tony Richardson,Eric Hicks,Chester McGlockton,Dan Williams,Tom Barndt,Donnie Abraham,Chidi Ahanotu,,,,Brad Culpepper,Brian Kelly,Steve White,,,,Derrick Thomas,Donnie Edwards,Mike Alstott,Damien Robinson,,Hardy Nickerson,,Shelton Quarles,John Lynch,Derrick Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,November 14,10,1999,80,Buffalo Bills,Miami Dolphins,Wade Phillips,Jimmy Johnson,7-3,7-2,outdoors,astroturf,Buffalo Bills -3.0,37.0 (under),Doug Flutie,Antowain Smith,Andre Reed,,John Fina,Ruben Brown,Jerry Ostroski,Dusty Zeigler,Robert Hicks,Bruce Smith,Ted Washington,Sam Rogers,Ken Irvin,Henry Jones,Damon Huard,Cecil Collins,O.J. McDuffie,Troy Drayton,Richmond Webb,Mark Dixon,Tim Ruddy,Kevin Gogan,James Brown,,,Robert Jones,,Derrick Rodgers,Terrell Buckley,Sam Madison,Shawn Wooden,Brock Marion,6,18,19-60-0,48-177-1,9-25-65-0-1,10-20-157-1-0,3-24,0-0,41,157,101,334,0-0,0-0,1,0,5-41,11-75,2-13,7-17,0-1,1-1,21:37,35:51,Rob Konrad,Rich Owens,Tim Bowens,Jason Taylor,Daryl Gardener,,,,,,,,,,,,,,Sam Gash,,,,,,,,,,,,,,,,,,,,Zach Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,November 14,10,1999,80,Pittsburgh Steelers,Cleveland Browns,Bill Cowher,Chris Palmer,5-4,2-8,outdoors,astroturf,Pittsburgh Steelers -14.5,34.5 (under),Kordell Stewart,Jerome Bettis,Courtney Hawkins,Mark Bruener,Wayne Gandy,Alan Faneca,Roger Duffy,Brendan Stai,Anthony Brown,,,,,,Tim Couch,Karim Abdul-Jabbar,Kevin Johnson,Irv Smith,,,Dave Wohlabaugh,,,Derrick Alexander,Stalin Colinet,,,,,,Daylon McCutcheon,Marquez Pope,14,17,21-74-0,37-168-1,18-28-199-2-1,15-32-137-0-2,6-38,1-7,161,130,235,298,1-1,0-0,2,2,6-64,9-95,3-12,5-15,0-0,0-0,26:45,33:15,Marc Edwards,,,,,Chad Scott,Orpheus Roye,Levon Kirkland,Jason Gildon,,Joel Steed,Dewayne Washington,Kevin Henry,Earl Holmes,Carlos Emmons,,,,Jon Witman,Travis Davis,,,,,Lee Flowers,,Jim Pyne,Orlando Brown,,,,,,,,,,Ryan McNeil,Rahim Abdullah,Corey Fuller,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,November 14,10,1999,80,New Orleans Saints,San Francisco 49ers,Mike Ditka,Steve Mariucci,2-7,3-6,dome,astroturf,San Francisco 49ers -1.0,38.5 (under),Billy Joe Tolliver,,Eddie Kennison,,Willie Roaf,Tom Ackerman,Jerry Fontenot,Chris Naeole,Kyle Turley,,,,,,Steve Stenstrom,Charlie Garner,Terrell Owens,Greg Clark,Dave Fiore,Ray Brown,Chris Dalman,Jeremy Newberry,Derrick Deese,,,,,,R.W. McQuarters,Pierson Prioleau,Tim McDonald,Zack Bronson,16,20,19-94-0,39-143-2,18-32-157-0-1,12-15-242-1-0,2-17,2-20,140,222,234,365,1-0,0-0,1,0,11-86,11-103,3-11,5-10,1-1,0-0,27:35,32:25,Fred Beasley,Jeff Posey,Bryant Young,Gabe Wilkins,Junior Bryant,Ashley Ambrose,Jared Tomich,,,,,Fred Weary,Brady Smith,,,,,,Lamar Smith,Willie Clay,Wayne Martin,Chris Bordano,La'Roi Glover,Keith Mitchell,Sammy Knight,Mark Fields,,,,,,Winfred Tubbs,Lee Woodall,,Ken Norton Jr.,,,,,,,,,,,,,,,,,,,,,,,,,Ricky Williams,,,,,,,
134,November 14,10,1999,80,Philadelphia Eagles,Washington Redskins,Andy Reid,Norv Turner,3-7,5-4,outdoors,astroturf,Washington Redskins -6.0,42.0 (over),Donovan McNabb,Duce Staley,Charles Johnson,Jed Weaver,Tra Thomas,Doug Brzezinski,Steve Everitt,Jeff Dellenbach,Lonnie Palelei,,Hollis Thomas,,,,Brad Johnson,Stephen Davis,Michael Westbrook,Stephen Alexander,Andy Heck,Brad Badger,Cory Raymer,Tre' Johnson,Jon Jansen,,,,Derek Smith,,Champ Bailey,,Sam Shade,Leomont Evans,22,16,27-130-2,42-198-2,18-33-313-2-3,8-21-60-0-0,4-19,3-22,294,38,424,236,4-3,1-1,6,1,5-44,5-51,2-9,5-16,2-3,0-1,25:48,34:12,Larry Centers,Kenard Lang,Dan Wilkinson,Marco Coleman,Dana Stubblefield,Troy Vincent,Greg Jefferson,,,,,Bobby Taylor,Brandon Whiting,,,,Greg Jones,Shawn Barber,,Brian Dawkins,,Jeremiah Trotter,Steve Martin,,Tim Hauck,,,,James Darling,Mike Caldwell,,,,,,,,Darrell Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,November 14,10,1999,80,Cincinnati Bengals,Tennessee Titans,Bruce Coslet,Jeff Fisher,1-9,7-2,outdoors,astroturf,Tennessee Titans -10.0,41.0 (under),Jeff Blake,,Carl Pickens,Tony McGee,Rod Jones,Matt O'Dwyer,Rich Braham,Jay Leeuwenburg,Willie Anderson,,,,,,Steve McNair,Eddie George,Yancey Thigpen,Frank Wycheck,Brad Hopkins,Bruce Matthews,Kevin Long,Benji Olson,Jon Runyan,,,,Barron Wortham,,Denard Walker,Samari Rolle,Blaine Bishop,Marcus Robertson,16,15,37-149-3,19-67-0,12-25-103-0-0,18-32-236-1-0,1-5,7-39,98,197,247,264,2-1,4-4,1,4,9-62,8-66,3-12,3-12,0-1,0-2,32:59,27:01,Lorenzo Neal,Jevon Kearse,Josh Evans,Henry Ford,Jason Fisk,Ty Howard,John Copeland,Brian Simmons,Steve Foley,,Oliver Gibson,Rodney Heath,Michael Bankston,Takeo Spikes,Adrian Ross,,Eddie Robinson,Joe Bowden,Clif Groce,Cory Hall,,,,,Myron Bell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corey Dillon,,,,,,,
136,November 14,10,1999,80,New York Giants,Indianapolis Colts,Jim Fassel,Jim Mora,5-4,7-2,outdoors,astroturf,Indianapolis Colts -3.0,41.5 (over),Kent Graham,Tiki Barber,Joe Jurevicius,Pete Mitchell,Roman Oben,Luke Petitgout,Brian Williams,Ron Stone,Scott Gragg,,,,,,Peyton Manning,Adam Meadows,Terrence Wilkins,Waverly Jackson,,,Tarik Glenn,Steve McKinney,Larry Moore,,,,Mike Barber,,Jeff Burris,Tyrone Poole,Chad Cota,Jason Belser,13,26,19-105-0,24-147-0,20-35-237-2-1,27-50-253-2-2,0-0,3-16,237,237,342,384,0-0,2-2,1,4,9-79,7-76,3-12,5-13,0-1,0-0,27:55,32:05,Paul Shields,Shawn King,Bernard Whittington,Chad Bratzke,Ellis Johnson,Phillippi Sparks,Michael Strahan,,,,,Jason Sehorn,Cedric Jones,,,,Cornelius Bennett,Mike Peterson,,Brandon Sanders,Christian Peter,Corey Widmer,Keith Hamilton,,Sam Garnes,,,,,,,,,,,,,,,,,Ryan Phillips,,,,,,,,,,,,,,,,,,,,,,,,,
137,November 14,10,1999,80,Oakland Raiders,San Diego Chargers,Jon Gruden,Mike Riley,5-4,4-5,outdoors,grass,Oakland Raiders -7.0,36.0 (over),Rich Gannon,Tyrone Wheatley,James Jett,Rickey Dudley,Mo Collins,Steve Wisniewski,Barret Robbins,Darryl Ashmore,Lincoln Kennedy,James Harris,Russell Maryland,,Charles Woodson,,Jim Harbaugh,Tremayne Stephens,Jeff Graham,Freddie Jones,John Jackson,Aaron Taylor,Roman Fortin,Kendyl Jacox,Vaughn Parker,,,,,,Charles Dimry,Terrance Shaw,Greg Jackson,Mike Dumas,12,25,16-33-0,43-173-0,18-32-204-1-0,18-24-254-4-0,2-12,1-10,192,244,225,417,0-0,1-0,0,0,9-62,6-38,5-13,8-13,1-2,1-1,22:52,37:08,,Mike Mohring,Norman Hand,Raylee Johnson,John Parrella,,,,,,,,,,,,,,,Eric Turner,,Greg Biekert,,,Darrien Gordon,,,,,,,,,,,,,,Junior Seau,,,Richard Harvey,Lewis Bush,Tracy Simien,,,,,,,,,,,,,,,,,,,,,,,
138,November 14,10,1999,80,Jacksonville Jaguars,Baltimore Ravens,Tom Coughlin,Brian Billick,8-1,3-6,outdoors,grass,Jacksonville Jaguars -13.0,37.0 (under),Mark Brunell,Fred Taylor,Keenan McCardell,Damon Jones,Tony Boselli,Ben Coleman,John Wade,Zach Wiegert,Leon Searcy,,,,,,Tony Banks,Errict Rhett,Qadry Ismail,Aaron Pierce,Jonathan Ogden,Edwin Mulitalo,Jeff Mitchell,Jeff Blackshear,Everett Lindsay,,,,Ray Lewis,,Chris McAlister,DeRon Jenkins,Kim Herring,Rod Woodson,13,9,24-88-0,26-47-0,17-33-176-0-0,20-29-118-0-0,4-22,6-33,154,85,242,132,3-1,1-0,1,0,6-29,4-30,2-14,6-19,0-2,0-0,27:01,32:59,Charles Evans,Rob Burnett,Larry Webster,Michael McCrary,Tony Siragusa,Fernando Bryant,Joel Smeenge,,,,,,Tony Brackens,,,,Peter Boulware,Jamie Sharper,,Carnell Lake,Gary Walker,Lonnie Marts,Seth Payne,Bryce Paup,Donovin Darius,Kevin Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,November 14,10,1999,80,Arizona Cardinals,Detroit Lions,Vince Tobin,Bobby Ross,3-6,6-3,outdoors,grass,Detroit Lions -5.5,35.5 (over),Dave Brown,Michael Pittman,Frank Sanders,Johnny McWilliams,L.J. Shelton,Matt Joyce,Aaron Graham,Lester Holmes,Anthony Clement,,,,,,Gus Frerotte,Greg Hill,Germane Crowell,David Sloan,Ray Roberts,Tony Semple,Mike Compton,Jeff Hartings,Barrett Brooks,,,,Stephen Boyd,,Bryant Westbrook,Terry Fair,Ron Rice,Mark Carrier,17,17,14-42-0,32-159-2,24-39-375-2-0,16-30-209-0-0,5-44,3-25,331,184,373,343,2-1,3-1,1,1,10-101,6-46,1-11,3-13,0-1,1-1,27:16,32:44,Cory Schlesinger,Robert Porcher,James Jones,Travis Kirschke,Luther Elliss,Aeneas Williams,Brad Ottis,,,,,Tom Knight,Simeon Rice,,,,Allen Aldridge,Scott Kowalkowski,,Kwamie Lassiter,Rashod Swinger,Ronald McKinnon,Jerry Drake,,Tommy Bennett,,,,Rob Fredrickson,Zack Walz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,November 14,10,1999,80,Dallas Cowboys,Green Bay Packers,Chan Gailey,Ray Rhodes,5-4,4-5,outdoors,astroturf,Green Bay Packers -3.0,38.0 (over),Jason Garrett,Chris Warren,Rocket Ismail,David LaFleur,Flozell Adams,Larry Allen,Mark Stepnoski,Everett McIver,Erik Williams,Kavika Pittman,Alonzo Spellman,,,,Brett Favre,Dorsey Levens,Antonio Freeman,Tyrone Davis,Ross Verba,Joe Andruzzi,Frank Winters,Marco Rivera,Earl Dotson,,,,Bernardo Harris,,Mike McKenzie,Tyrone Williams,LeRoy Butler,Darren Sharper,20,19,17-40-0,34-149-0,26-50-260-1-2,13-23-199-2-0,3-16,2-9,244,190,284,339,1-0,2-2,2,2,8-57,10-135,3-13,3-11,0-0,0-0,29:26,30:34,William Henderson,Vaughn Booker,,Vonnie Holliday,,Kevin Smith,,,,,,Deion Sanders,,,,,,,Robert Thomas,George Teague,,Randall Godfrey,,Darren Hambrick,Darren Woodson,Dexter Coakley,,Santana Dotson,,,,,George Koonce,Gilbert Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jude Waddy,,,,
141,November 14,10,1999,80,Seattle Seahawks,Denver Broncos,Mike Holmgren,Mike Shanahan,7-2,3-7,dome,astroturf,Seattle Seahawks -5.5,41.0 (under),Jon Kitna,Ricky Watters,Sean Dawkins,Christian Fauria,Walter Jones,Pete Kendall,Chris Gray,Brian Habib,Grant Williams,,,,,,Chris Miller,Olandis Gary,Ed McCaffrey,Dwayne Carswell,Trey Teague,Mark Schlereth,Tom Nalen,Dan Neil,Matt Lepsis,,,Bill Romanowski,Al Wilson,Glenn Cadrez,Ray Crockett,Dale Carter,Tyrone Braxton,Eric Brown,18,14,31-87-0,21-41-0,20-30-239-2-1,16-31-235-2-1,1-3,1-5,236,230,323,271,0-0,2-1,1,2,6-55,9-105,6-15,5-12,1-2,0-0,36:03,23:57,Howard Griffith,Neil Smith,Keith Traylor,Maa Tanuvasa,Trevor Pryce,Shawn Springs,Matt LaBounty,,,,,Willie Williams,Phillip Daniels,,Chad Brown,,,,Mack Strong,Jay Bellamy,Sam Adams,Anthony Simmons,Cortez Kennedy,,Darryl Williams,,,,,,,,,,,,,,,,,Darrin Smith,,,,,,,,,,,,,,,,,,,,,,,,,
142,November 15,10,1999,80,New England Patriots,New York Jets,Pete Carroll,Bill Parcells,6-3,3-6,outdoors,grass,New England Patriots -6.0,37.0 (over),Drew Bledsoe,Terry Allen,Terry Glenn,Ben Coates,Bruce Armstrong,Heath Irwin,Damien Woody,Todd Rucci,Zefross Moss,,,,,,Ray Lucas,Curtis Martin,Keyshawn Johnson,Fred Baxter,Jason Fabini,Kerry Jenkins,Kevin Mawae,Randy Thomas,Ryan Young,,,,,,Aaron Glenn,Marcus Coleman,Victor Green,Steve Atwater,19,16,43-188-1,20-79-0,18-31-153-2-2,15-36-170-2-3,0-0,3-20,153,150,341,229,3-0,0-0,2,3,9-93,5-45,9-20,3-12,0-1,0-3,37:38,22:22,Richie Anderson,Rick Lyle,,Anthony Pleasant,,Ty Law,Brandon Mitchell,,,,,Steve Israel,Willie McGinest,,,,,,Tony Carter,Chris Carter,Chad Eaton,Andy Katzenmoyer,Henry Thomas,Chris Slade,,Tedy Bruschi,,,,,,Bryan Cox,Mo Lewis,Jason Ferguson,Marvin Jones,Roman Phifer,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lawyer Milloy,,,
143,November 21,11,1999,80,Miami Dolphins,New England Patriots,Jimmy Johnson,Pete Carroll,8-2,6-4,outdoors,grass,Miami Dolphins -3.5,37.5 (over),Damon Huard,J.J. Johnson,Tony Martin,Troy Drayton,Richmond Webb,Mark Dixon,Tim Ruddy,Kevin Donnalley,James Brown,,,,,,Drew Bledsoe,Terry Allen,Terry Glenn,Rod Rutledge,Bruce Armstrong,Heath Irwin,Damien Woody,Todd Rucci,Zefross Moss,,,Chris Slade,Andy Katzenmoyer,Tedy Bruschi,Ty Law,Steve Israel,Lawyer Milloy,Chris Carter,14,19,19-102-1,36-117-1,15-34-201-1-5,18-34-129-2-0,5-33,2-19,168,110,270,227,1-0,2-2,5,2,5-50,5-30,2-12,8-17,0-0,0-0,27:42,32:18,,Brandon Mitchell,Chad Eaton,Willie McGinest,Henry Thomas,Terrell Buckley,Rich Owens,,,,,Sam Madison,,,,,,,Rob Konrad,Brock Marion,Tim Bowens,Zach Thomas,Daryl Gardener,Robert Jones,Calvin Jackson,Derrick Rodgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,November 21,11,1999,80,Kansas City Chiefs,Seattle Seahawks,Gunther Cunningham,Mike Holmgren,5-5,8-2,outdoors,grass,Kansas City Chiefs -3.0,37.5 (over),Elvis Grbac,Rashaan Shehee,,Tony Gonzalez,Glenn Parker,Dave Szott,Tim Grunhard,Will Shields,Victor Riley,,,,,,Jon Kitna,Ricky Watters,Derrick Mayes,Christian Fauria,Walter Jones,Pete Kendall,Chris Gray,Brian Habib,Grant Williams,,,,Anthony Simmons,,Shawn Springs,Willie Williams,Kerry Joseph,Jay Bellamy,20,22,32-133-2,25-76-2,14-33-235-2-1,30-49-320-0-1,0-0,2-25,235,295,368,371,3-1,1-1,2,2,5-29,8-60,4-12,8-17,0-0,0-0,28:01,31:59,Reggie Brown,Michael Sinclair,Riddick Parker,Phillip Daniels,Cortez Kennedy,Cris Dishman,Eric Hicks,,Derrick Thomas,,,James Hasty,Dan Williams,,Donnie Edwards,,,,Tony Richardson,Jerome Woods,Chester McGlockton,Marvcus Patton,Tom Barndt,,Reggie Tongue,,,,,,,,,,,Chad Brown,,,,,,,James Logan,,,,,,,,Derrick Alexander,Andre Rison,,,,,,,,,,,,,,,
145,November 21,11,1999,80,Tampa Bay Buccaneers,Atlanta Falcons,Tony Dungy,Dan Reeves,6-4,2-8,outdoors,grass,Tampa Bay Buccaneers -7.0,34.5 (under),Trent Dilfer,Warrick Dunn,Bert Emanuel,Dave Moore,Paul Gruber,Jorge Diaz,Tony Mayberry,Frank Middleton,Jerry Wunsch,,Warren Sapp,,,,Chris Chandler,Ken Oxendine,Tim Dwight,O.J. Santiago,,,Robbie Tobeck,,,Chuck Smith,Shane Dronett,,,,,,,,9,12,24-76-1,27-119-0,14-25-109-0-2,15-31-142-0-1,2-17,3-22,92,120,168,239,1-0,0-0,2,1,4-29,2-20,5-14,5-16,0-0,1-1,29:33,30:27,,,,,,Donnie Abraham,Chidi Ahanotu,,,,Brad Culpepper,Ronde Barber,Steve White,,,,,,Mike Alstott,Damien Robinson,,Hardy Nickerson,,Shelton Quarles,John Lynch,Derrick Brooks,Bob Hallen,Bob Whitfield,,,,,,,,,,Ronnie Bradford,Keith Brooking,Eugene Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,November 21,11,1999,80,New York Jets,Buffalo Bills,Bill Parcells,Wade Phillips,4-6,7-4,outdoors,astroturf,Buffalo Bills -2.5,36.0 (under),Ray Lucas,Curtis Martin,Wayne Chrebet,Fred Baxter,Jumbo Elliott,Kerry Jenkins,Kevin Mawae,Randy Thomas,Ryan Young,,,,,,Doug Flutie,Jonathan Linton,Eric Moulds,Jay Riemersma,John Fina,Ruben Brown,Jerry Ostroski,Dusty Zeigler,Robert Hicks,,,,,,Ken Irvin,Thomas Smith,Henry Jones,Kurt Schulz,14,14,17-68-0,35-95-1,22-40-220-1-2,16-21-142-0-0,2-15,4-29,205,113,273,208,2-1,1-0,3,0,2-15,6-50,4-14,6-16,1-1,0-1,26:03,33:57,Sam Gash,Phil Hansen,,Bruce Smith,,Aaron Glenn,Rick Lyle,Bryan Cox,Mo Lewis,Victor Green,Jason Ferguson,Marcus Coleman,Anthony Pleasant,Marvin Jones,Roman Phifer,Steve Atwater,,,,,,,,,,,,,,,,John Holecek,Sam Rogers,Ted Washington,Sam Cowart,Gabe Northern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,November 21,11,1999,80,Green Bay Packers,Detroit Lions,Ray Rhodes,Bobby Ross,5-5,6-4,outdoors,grass,Green Bay Packers -4.0,39.0 (over),Brett Favre,Dorsey Levens,Bill Schroeder,Tyrone Davis,Ross Verba,Raleigh McKenzie,Frank Winters,Marco Rivera,Earl Dotson,,,,,,Gus Frerotte,,Walter Rasby,David Sloan,Ray Roberts,Tony Semple,Mike Compton,Jeff Hartings,Barrett Brooks,,,Allen Aldridge,Stephen Boyd,Chris Claiborne,Bryant Westbrook,Terry Fair,Ron Rice,Mark Carrier,20,24,23-110-1,27-64-1,20-39-225-1-2,26-40-309-1-0,0-0,1-2,225,307,335,371,0-0,0-0,2,0,8-119,10-90,7-14,4-13,0-1,0-0,26:00,34:00,Cory Schlesinger,Robert Porcher,,Travis Kirschke,,Mike McKenzie,Keith McKenzie,,George Koonce,,Gilbert Brown,Tyrone Williams,Vonnie Holliday,,Jude Waddy,,,,William Henderson,Darren Sharper,,Bernardo Harris,,,LeRoy Butler,,,,,,,,,James Jones,,,Santana Dotson,,,,Luther Elliss,,,,,,Greg Hill,,,,,,,,,,,,,,,,,,,,
148,November 21,11,1999,80,Cleveland Browns,Carolina Panthers,Chris Palmer,George Seifert,2-9,4-6,outdoors,grass,Carolina Panthers -5.5,35.5 (over),Tim Couch,Karim Abdul-Jabbar,Kevin Johnson,Irv Smith,,,Dave Wohlabaugh,,,Derrick Alexander,Stalin Colinet,Rahim Abdullah,Ryan McNeil,Corey Fuller,Steve Beuerlein,Tim Biakabutuka,Muhsin Muhammad,Wesley Walls,Clarence Jones,Bryan Stoltenberg,Frank Garcia,Anthony Redmon,Chris Terry,Chuck Wiley,,Kevin Greene,Dean Wells,Micheal Barrow,Eric Davis,Doug Evans,,Mike Minter,22,22,31-129-2,19-49-1,23-30-210-2-0,29-46-259-1-2,2-9,1-2,201,257,330,306,1-1,1-0,1,2,4-24,4-20,6-12,7-13,1-1,1-1,32:43,27:17,William Floyd,Antonio Edwards,Tim Morabito,,Sean Gilbert,,,,,,,,,,,,,,Marc Edwards,Marquez Pope,,,,,,,,,,,,,,,,,Scott Rehberg,,,Brent Alexander,,,,,,,,,,,,,,,,,Jim Pyne,,,,,,,,,,
149,November 21,11,1999,80,Philadelphia Eagles,Indianapolis Colts,Andy Reid,Jim Mora,3-8,8-2,outdoors,astroturf,Indianapolis Colts -7.0,41.0 (over),Donovan McNabb,Duce Staley,Charles Johnson,Jed Weaver,Tra Thomas,Doug Brzezinski,Steve Everitt,Jeff Dellenbach,Jermane Mayberry,,,,,,Peyton Manning,Edgerrin James,Terrence Wilkins,Marcus Pollard,Tarik Glenn,Jeff Saturday,Larry Moore,Waverly Jackson,Adam Meadows,,,,Mike Barber,,Jeff Burris,Tyrone Poole,Chad Cota,Jason Belser,22,13,36-200-2,20-94-0,20-31-263-3-1,19-36-165-1-2,1-8,4-47,255,118,455,212,2-2,5-3,3,5,6-38,9-67,5-13,4-14,0-0,0-0,33:57,26:03,,Mark Thomas,Bernard Whittington,Chad Bratzke,Ellis Johnson,Troy Vincent,Greg Jefferson,,,,,Bobby Taylor,Mike Mamula,,,,Cornelius Bennett,Mike Peterson,Kevin Turner,Brian Dawkins,Hollis Thomas,Jeremiah Trotter,Steve Martin,,Tim Hauck,,,,Barry Gardner,Mike Caldwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
