,year,date,week,home,away,homeCoach,awayCoach,homeRecord,awayRecord,roof,surface,vegas line,over/under,homeQB,homeRB,homeWR,homeTE,homeLT,homeLG,homeC,homeRG,homeRT,homeLDE,homeDT,homeNT,homeRDE,homeMLB,homeWLB,homeLCB,homeCB,homeRCB,homeSS,homeFS,awayQB,awayRB,awayFB,awayWR,awayTE,awayLT,awayLG,awayC,awayRG,awayRT,awayDE,awayNT,awayRUSH,awayWILL,awayMIKE,awaySAM,awayLCB,awayCB,awayRCB,awaySS,awayFS,awayDT,awayMLB,awaySLB,awayWLB,homeDE,homeLILB,homeLOLB,homeRILB,homeROLB,awayHB,awayLDE,awayRDE,homeOLB,awayLB,awayS,homeILB,awayDB,homeSLB,homeFB,homeMIKE,homeRUSH,homeWILL,awayLILB,awayLOLB,awayRILB,awayROLB,awayOLB,homeNB,homeS,homeEND,homeLB,homeT,awayLDT,awayRDT,homeLDT,homeRDT,awayILB,homeLLB,homeRLB,awayBLB,homeJLB,awayEND,awayT,homeDB,awayJLB,homeBLB,homeSAM,awayLLB,awayRLB,homeHB,homeTE/F,homeUT,awayG,awayWIL,awayLOT,awayROT,homeLOT,homeROT,awayNB,homeWIL,awayILBV,awayUT,awayOL,home2,homeDL,awayOT,homeH-B
162,2013,November 21,12,Atlanta Falcons,New Orleans Saints,Mike Smith,Sean Payton,2-9,9-2,dome,fieldturf ,New Orleans Saints -7.0,52.5 (under),Matt Ryan,Steven Jackson,Roddy White,Tony Gonzalez,Lamar Holmes,Justin Blalock,Joe Hawley,Garrett Reynolds,Jeremy Trueblood,Peria Jerry,Corey Peters,,Osi Umenyiora,Paul Worrilow,,,Asante Samuel,,,,Drew Brees,Mark Ingram,Jed Collins,Kenny Stills,Jimmy Graham,Charles Brown,Ben Grubbs,Brian De La Puente,Tim Lelito,Zach Strief,,Brodrick Bunkley,,,,,Corey White,,Keenan Lewis,,,,,,,,,,,,,Akiem Hicks,Cameron Jordan,Joplo Bartu,,Roman Harper,,,,,,,,,,,,Junior Galette,,William Moore,,,,,,,,Curtis Lofton,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas DeCoud,,,
163,2013,November 24,12,St. Louis Rams,Chicago Bears,Jeff Fisher,Marc Trestman,5-6,6-5,dome,astroplay,St. Louis Rams -1.5,46.0 (over),Kellen Clemens,Zac Stacy,Chris Givens,Lance Kendricks,Jake Long,Chris Williams,Scott Wells,Rodger Saffold,Joe Barksdale,Chris Long,,,Robert Quinn,James Laurinaitis,,Trumaine Johnson,,Janoris Jenkins,T.J. McDonald,Rodney McLeod,Josh McCown,Matt Forte,Tony Fiammetta,Brandon Marshall,Martellus Bennett,Jermon Bushrod,Matt Slauson,Roberto Garza,Kyle Long,Jordan Mills,,Landon Cohen,,,,,Tim Jennings,,Sherrick McManis,Major Wright,Chris Conte,Corey Wootton,Jonathan Bostic,James Anderson,Khaseem Greene,,,,,,,Shea McClellin,Julius Peppers,,,,,,,,,,,,,,,,,,,,,,,Kendall Langford,Michael Brockers,,Alec Ogletree,Jo-Lonn Dunbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,2013,November 24,12,Baltimore Ravens,New York Jets,John Harbaugh,Rex Ryan,5-6,5-6,outdoors,sportturf,Baltimore Ravens -3.5,38.0 (under),Joe Flacco,Ray Rice,Jacoby Jones,Ed Dickson,Eugene Monroe,A.Q. Shipley,Gino Gradkowski,Marshal Yanda,Michael Oher,,Arthur Jones,Haloti Ngata,,,,Lardarius Webb,,Jimmy Smith,James Ihedigbo,Matt Elam,Geno Smith,Bilal Powell,Tommy Bohanon,Stephen Hill,Jeff Cumberland,D'Brickashaw Ferguson,Brian Winters,Nick Mangold,Willie Colon,Austin Howard,,Damon Harrison,,Demario Davis,David Harris,,,Dee Milliner,,,,,,,,Chris Canty,,,,,,,,,,Dawan Landry,,,,,Daryl Smith,Terrell Suggs,Jameel McClain,,,,,Calvin Pace,,,,,,,,,,,,,,,Muhammad Wilkerson,Sheldon Richardson,,,,Courtney Upshaw,,,,,,,,,,,,,,,,,,,,
165,2013,November 24,12,Green Bay Packers,Minnesota Vikings,Mike McCarthy,Leslie Frazier,5-5-1,2-8-1,outdoors,grass ,Green Bay Packers -5.5,44.5 (over),Scott Tolzien,Eddie Lacy,James Jones,Andrew Quarless,David Bakhtiari,Josh Sitton,Evan Dietrich-Smith,T.J. Lang,Marshall Newhouse,B.J. Raji,,Ryan Pickett,Mike Daniels,Brad Jones,,Tramon Williams,,Davon House,Morgan Burnett,M.D. Jennings,Christian Ponder,,Jerome Felton,Greg Jennings,John Carlson,Matt Kalil,Charlie Johnson,John Sullivan,Brandon Fusco,Phil Loadholt,,Letroy Guion,,,,,Xavier Rhodes,,Chris Cook,Jamarca Sanford,Andrew Sendejo,,Audie Cole,Chad Greenway,Marvin Mitchell,,,Mike Neal,,Clay Matthews,Adrian Peterson,Brian Robison,Jared Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A.J. Hawk,,,,,,,,,,,,,,,,Kevin Williams,,,,,
166,2013,November 24,12,Houston Texans,Jacksonville Jaguars,Gary Kubiak,Gus Bradley,2-9,2-9,retractable roof (closed),grass ,Jacksonville Jaguars -2.0,44.0 (under),Case Keenum,Ben Tate,Andre Johnson,Garrett Graham,Duane Brown,Wade Smith,Chris Myers,Brandon Brooks,Derek Newton,,,Earl Mitchell,,Joe Mays,Whitney Mercilus,Brice McCain,,Johnathan Joseph,D.J. Swearinger,Shiloh Keo,Chad Henne,Maurice Jones-Drew,,Kerry Taylor,Clay Harbor,Cameron Bradfield,Will Rackley,Brad Meester,Uche Nwaneri,Austin Pasztor,Jason Babin,,,,,,Dwayne Gratz,,Alan Ball,Johnathan Cyprien,Josh Evans,Roy Miller,Paul Posluszny,,,J.J. Watt,,,,,,,Tyson Alualu,,,,,,Brooks Reed,,,,,,,,,Geno Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,2013,November 24,12,Miami Dolphins,Carolina Panthers,Joe Philbin,Ron Rivera,5-6,8-3,outdoors,grass ,Carolina Panthers -4.0,40.0 (under),Ryan Tannehill,Lamar Miller,Brian Hartline,Charles Clay,Bryant McKinnie,Sam Brenner,Nate Garner,John Jerry,Tyson Clabo,Cameron Wake,Randy Starks,,Jared Odrick,,,,Nolan Carroll,,Chris Clemons,Reshad Jones,Cam Newton,DeAngelo Williams,Mike Tolbert,Brandon LaFell,Greg Olsen,Jordan Gross,Travelle Wharton,Ryan Kalil,Nate Chandler,Byron Bell,,,,,,,Captain Munnerlyn,Josh Thomas,Melvin White,,Mike Mitchell,,Luke Kuechly,Thomas Davis,,,,,,,,Mario Addison,Greg Hardy,,,Robert Lester,,,,,,,,,,,,,,,,Philip Wheeler,,Colin Cole,Star Lotulelei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,2013,November 24,12,Kansas City Chiefs,San Diego Chargers,Andy Reid,Mike McCoy,9-2,5-6,outdoors,grass ,Kansas City Chiefs -3.0,43.0 (over),Alex Smith,Jamaal Charles,Donnie Avery,Anthony Fasano,Branden Albert,Jeff Allen,Rodney Hudson,Geoff Schwartz,Donald Stephenson,Tyson Jackson,,Dontari Poe,Allen Bailey,,,Brandon Flowers,,Sean Smith,Eric Berry,Kendrick Lewis,Philip Rivers,Ryan Mathews,,Vincent Brown,John Phillips,D.J. Fluker,Johnnie Troutman,Nick Hardwick,Chad Rinehart,Jeromey Clary,,,,,,,Derek Cox,,Shareece Wright,Marcus Gilchrist,Eric Weddle,Cam Thomas,,,,,Akeem Jordan,Justin Houston,Derrick Johnson,Tamba Hali,,Kendall Reyes,Corey Liuget,,,,,,,,,,,,,,,Reggie Walker,,,,,,,,,,Manti Te'o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,2013,November 24,12,Detroit Lions,Tampa Bay Buccaneers,Jim Schwartz,Greg Schiano,6-5,3-8,dome,fieldturf ,Detroit Lions -7.0,48.5 (under),Matthew Stafford,Reggie Bush,Nate Burleson,Brandon Pettigrew,Riley Reiff,Rob Sims,Dominic Raiola,Larry Warford,LaAdrian Waddle,,Nick Fairley,,,Stephen Tulloch,,Chris Houston,,Rashean Mathis,Glover Quin,Louis Delmas,Mike Glennon,Bobby Rainey,,Vincent Jackson,Tim Wright,Donald Penn,Jamon Meredith,Jeremy Zuttah,Davin Joseph,Demar Dotson,,,,,,,Darrelle Revis,Leonard Johnson,Johnthan Banks,Mark Barron,Keith Tandy,Gerald McCoy,Adam Hayward,Lavonte David,,Willie Young,,,,,,Daniel Te'o-Nesheim,Adrian Clayborn,DeAndre Levy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,2013,November 24,12,Cleveland Browns,Pittsburgh Steelers,Rob Chudzinski,Mike Tomlin,4-7,5-6,outdoors,grass ,Cleveland Browns -2.0,40.0 (under),Jason Campbell,Fozzy Whittaker,Josh Gordon,Jordan Cameron,Joe Thomas,John Greco,Alex Mack,Shawn Lauvao,Mitchell Schwartz,Ahtyba Rubin,,,Desmond Bryant,,,Joe Haden,,Buster Skrine,T.J. Ward,Tashaun Gipson,Ben Roethlisberger,Le'Veon Bell,,Emmanuel Sanders,Heath Miller,Kelvin Beachum,Ramon Foster,Fernando Velasco,David DeCastro,Marcus Gilbert,Cameron Heyward,Steve McLendon,,,,,William Gay,,Ike Taylor,Troy Polamalu,Ryan Clark,,,,,,,,,,,,,Paul Kruger,,,D'Qwell Jackson,,,Chris Ogbonnaya,,,,,,,,Jason Worilds,,,,,,,,,,Lawrence Timmons,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phil Taylor,,
171,2013,November 24,12,Oakland Raiders,Tennessee Titans,Dennis Allen,Mike Munchak,4-7,5-6,outdoors,grass ,Tennessee Titans -2.0,42.0 (push),Matt McGloin,Rashad Jennings,Rod Streater,Jeron Mastrud,Khalif Barnes,Lucas Nix,Stefen Wisniewski,Mike Brisiel,Tony Pashos,Vance Walker,Pat Sims,Stacy McGee,Lamarr Houston,Nick Roach,Kevin Burnett,Mike Jenkins,,Tracy Porter,Brandian Ross,Charles Woodson,Ryan Fitzpatrick,Chris Johnson,,Kendall Wright,Craig Stevens,Michael Roos,Andy Levitre,Brian Schwenke,Chance Warmack,David Stewart,Ropati Pitoitua,,,,,,,Jason McCourty,,Bernard Pollard,Michael Griffin,Jurrell Casey,Moise Fokou,Akeem Ayers,Zach Brown,,,,,,,,,,,,,,Sio Moore,Marcel Reece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,2013,November 24,12,Arizona Cardinals,Indianapolis Colts,Bruce Arians,Chuck Pagano,7-4,7-4,retractable roof (closed),grass ,Arizona Cardinals -3.0,44.5 (over),Carson Palmer,Rashard Mendenhall,Michael Floyd,Rob Housler,Bradley Sowell,Daryn Colledge,Lyle Sendlein,Paul Fanaika,Eric Winston,,Darnell Dockett,Dan Williams,,,,Patrick Peterson,,Jerraud Powers,Yeremiah Bell,Tyrann Mathieu,Andrew Luck,Trent Richardson,,T.Y. Hilton,Weslye Saunders,Anthony Castonzo,Hugh Thornton,Samson Satele,Mike McGlynn,Gosder Cherilus,Cory Redding,Aubrayo Franklin,Robert Mathis,Jerrell Freeman,Pat Angerer,,Cassius Vaughn,,Vontae Davis,Antoine Bethea,LaRon Landry,Ricky Jean-Francois,,Bjoern Werner,,Frostee Rucker,,,,,,,,,,,Daryl Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matt Shaughnessy,,,,,,,,,,,,,,,,,,,,
173,2013,November 24,12,New York Giants,Dallas Cowboys,Tom Coughlin,Jason Garrett,4-7,6-5,outdoors,fieldturf,New York Giants -2.5,44.5 (over),Eli Manning,Andre Brown,Rueben Randle,Bear Pascoe,Will Beatty,Kevin Boothe,Jim Cordle,David Diehl,Justin Pugh,Justin Tuck,,,Mathias Kiwanuka,Jon Beason,Jacquian Williams,Trumaine McBride,,Prince Amukamara,Antrel Rolle,Will Hill,Tony Romo,DeMarco Murray,,Dez Bryant,Jason Witten,Tyron Smith,Ronald Leary,Travis Frederick,Mackenzy Bernadeau,Doug Free,,,,,,,Brandon Carr,,Morris Claiborne,,Barry Church,Jason Hatcher,Ernie Sims,,Bruce Carter,,,,,,,George Selvie,DeMarcus Ware,,,Jeff Heath,,Orlando Scandrick,Keith Rivers,,,,,,,,,,,,,,,,,Linval Joseph,Cullen Jenkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,2013,November 24,12,New England Patriots,Denver Broncos,Bill Belichick,John Fox,8-3,9-2,outdoors,fieldturf ,Denver Broncos -2.5,54.0 (over),Tom Brady,Stevan Ridley,Aaron Dobson,Matthew Mulligan,Nate Solder,Logan Mankins,Ryan Wendell,Dan Connolly,Marcus Cannon,Rob Ninkovich,Chris Jones,,Chandler Jones,,,Aqib Talib,,Kyle Arrington,,,Peyton Manning,Knowshon Moreno,,Demaryius Thomas,Virgil Green,Chris Clark,Zane Beadles,Manuel Ramirez,Louis Vasquez,Orlando Franklin,,Terrance Knighton,,,,,Chris Harris Jr.,,Dominique Rodgers-Cromartie,Duke Ihenacho,Mike Adams,Kevin Vickerson,Wesley Woodyard,Von Miller,Danny Trevathan,,,,,,,Derek Wolfe,Shaun Phillips,,,,,,,,,,,,,,,,,Duron Harmon,,Dont'a Hightower,,,,,,,,,,,,,Logan Ryan,,,,,,,,,,,,,,,,,,,,,,,
175,2013,November 25,12,Washington Redskins,San Francisco 49ers,Mike Shanahan,Jim Harbaugh,3-8,7-4,outdoors,grass ,San Francisco 49ers -5.0,45.5 (under),Robert Griffin III,Alfred Morris,Pierre Garcon,Logan Paulsen,Trent Williams,Kory Lichtensteiger,Will Montgomery,Chris Chester,Tyler Polumbus,Jarvis Jenkins,,Barry Cofield,Kedric Golston,London Fletcher,,DeAngelo Hall,,Josh Wilson,Reed Doughty,Brandon Meriweather,Colin Kaepernick,Frank Gore,Bruce Miller,Mario Manningham,Vernon Davis,Joe Staley,Adam Snyder,Jonathan Goodwin,Alex Boone,Anthony Davis,,Glenn Dorsey,,,,,Carlos Rogers,,Tramaine Brock,Donte Whitner,Eric Reid,,,,,,,Ryan Kerrigan,,Brian Orakpo,,,,,,,,,,Niles Paul,,,,,,,,Ahmad Brooks,,,,,,Tony Jerod-Eddie,Justin Smith,,,NaVorro Bowman,,,,Perry Riley,,,,,,,,,,,,,,,,,,,,,,,,,,
176,2013,November 28,13,Detroit Lions,Green Bay Packers,Jim Schwartz,Mike McCarthy,7-5,5-6-1,dome,fieldturf ,Detroit Lions -6.0,48.5 (over),Matthew Stafford,Reggie Bush,Nate Burleson,Brandon Pettigrew,Riley Reiff,Rob Sims,Dominic Raiola,Larry Warford,LaAdrian Waddle,,Ndamukong Suh,,,Stephen Tulloch,,Darius Slay,Bill Bentley,Rashean Mathis,Glover Quin,Louis Delmas,Matt Flynn,Eddie Lacy,John Kuhn,Jarrett Boykin,,David Bakhtiari,Josh Sitton,Evan Dietrich-Smith,T.J. Lang,Don Barclay,,Ryan Pickett,,,,,Tramon Williams,Davon House,Sam Shields,Morgan Burnett,M.D. Jennings,,Brad Jones,,,Willie Young,,,,,,B.J. Raji,,DeAndre Levy,,,,,,,,,,,Mike Neal,,Clay Matthews,,,,,,,,,,,,,,A.J. Hawk,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,2013,November 28,13,Dallas Cowboys,Oakland Raiders,Jason Garrett,Dennis Allen,7-5,4-8,retractable roof (closed),matrixturf,Dallas Cowboys -8.0,49.5 (over),Tony Romo,DeMarco Murray,Dez Bryant,Jason Witten,Tyron Smith,Ronald Leary,Travis Frederick,Mackenzy Bernadeau,Doug Free,George Selvie,Jason Hatcher,,DeMarcus Ware,Ernie Sims,Bruce Carter,Brandon Carr,,Orlando Scandrick,Jeff Heath,Barry Church,Matt McGloin,Rashad Jennings,Marcel Reece,Rod Streater,Mychal Rivera,Jared Veldheer,Khalif Barnes,Stefen Wisniewski,Mike Brisiel,Tony Pashos,,Stacy McGee,,,,,Mike Jenkins,,Tracy Porter,Usama Young,Charles Woodson,Pat Sims,Nick Roach,Sio Moore,Kevin Burnett,,,,,,,Vance Walker,Lamarr Houston,,,,,,Kyle Wilber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,2013,November 28,13,Baltimore Ravens,Pittsburgh Steelers,John Harbaugh,Mike Tomlin,6-6,5-7,outdoors,sportturf,Baltimore Ravens -3.0,39.5 (over),Joe Flacco,Ray Rice,Torrey Smith,Ed Dickson,Eugene Monroe,A.Q. Shipley,Gino Gradkowski,Marshal Yanda,Michael Oher,,Arthur Jones,Haloti Ngata,,,,Lardarius Webb,,Jimmy Smith,James Ihedigbo,Matt Elam,Ben Roethlisberger,Le'Veon Bell,Will Johnson,Jerricho Cotchery,Heath Miller,Kelvin Beachum,Ramon Foster,Fernando Velasco,David DeCastro,Marcus Gilbert,Cameron Heyward,Al Woods,,,,,William Gay,,Ike Taylor,Troy Polamalu,Ryan Clark,,,,,Chris Canty,,,,,,,,,,,,,,Vonta Leach,Daryl Smith,Terrell Suggs,Jameel McClain,Vince Williams,Jarvis Jones,Lawrence Timmons,Jason Worilds,,,,,,,,,,,,,,,,,,,,,Courtney Upshaw,,,,,,,,,,,,,,,,,,,,
179,2013,December 1,13,Houston Texans,New England Patriots,Gary Kubiak,Bill Belichick,2-10,9-3,retractable roof (closed),grass ,New England Patriots -6.5,49.0 (over),Case Keenum,Ben Tate,Keshawn Martin,Garrett Graham,Duane Brown,Wade Smith,Chris Myers,Brandon Brooks,Derek Newton,,,Earl Mitchell,,Joe Mays,Whitney Mercilus,Kareem Jackson,,Johnathan Joseph,D.J. Swearinger,Shiloh Keo,Tom Brady,Shane Vereen,,Kenbrell Thompkins,Rob Gronkowski,Nate Solder,Logan Mankins,Ryan Wendell,Dan Connolly,Will Svitek,,,,,,,Aqib Talib,,Logan Ryan,,,Chris Jones,,,,J.J. Watt,,,,,,Rob Ninkovich,Chandler Jones,,Brandon Spikes,Devin McCourty,,,Brooks Reed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,2013,December 1,13,Cleveland Browns,Jacksonville Jaguars,Rob Chudzinski,Gus Bradley,4-8,3-9,outdoors,grass ,Cleveland Browns -7.5,39.5 (over),Brandon Weeden,Chris Ogbonnaya,Josh Gordon,Jordan Cameron,Joe Thomas,John Greco,Alex Mack,Shawn Lauvao,Mitchell Schwartz,Ahtyba Rubin,,Phil Taylor,Desmond Bryant,,,Joe Haden,,Buster Skrine,T.J. Ward,Tashaun Gipson,Chad Henne,Maurice Jones-Drew,,Cecil Shorts,Clay Harbor,Cameron Bradfield,Will Rackley,Brad Meester,Uche Nwaneri,Austin Pasztor,Tyson Alualu,,,,,,Dwayne Gratz,,Alan Ball,Johnathan Cyprien,Josh Evans,Roy Miller,Paul Posluszny,,,,,,,,,Jason Babin,,Paul Kruger,,,D'Qwell Jackson,,,,,,,,,,,Geno Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,2013,December 1,13,Philadelphia Eagles,Arizona Cardinals,Chip Kelly,Bruce Arians,7-5,7-5,outdoors,grass ,Philadelphia Eagles -3.5,48.0 (under),Nick Foles,LeSean McCoy,DeSean Jackson,Brent Celek,Jason Peters,Evan Mathis,Jason Kelce,Todd Herremans,Lane Johnson,Cedric Thornton,,Bennie Logan,Fletcher Cox,,,Bradley Fletcher,,Cary Williams,Nate Allen,Patrick Chung,Carson Palmer,Rashard Mendenhall,,Michael Floyd,Rob Housler,Bradley Sowell,Daryn Colledge,Lyle Sendlein,Paul Fanaika,Eric Winston,Calais Campbell,,,John Abraham,,Matt Shaughnessy,Patrick Peterson,,Jerraud Powers,Yeremiah Bell,Tyrann Mathieu,Darnell Dockett,,,,,,Connor Barwin,,Trent Cole,,,,,,Rashad Johnson,Mychal Kendricks,,,,,,,,,,,,,,,,,,,,,Daryl Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,2013,December 1,13,New York Jets,Miami Dolphins,Rex Ryan,Joe Philbin,5-7,6-6,outdoors,fieldturf,New York Jets -2.0,39.5 (under),Geno Smith,Bilal Powell,Stephen Hill,Jeff Cumberland,D'Brickashaw Ferguson,Brian Winters,Nick Mangold,Willie Colon,Austin Howard,,,Damon Harrison,,,,,Dee Milliner,,,,Ryan Tannehill,Lamar Miller,,Mike Wallace,Charles Clay,Bryant McKinnie,Nate Garner,Mike Pouncey,John Jerry,Tyson Clabo,,,,,,,,Nolan Carroll,,Chris Clemons,Reshad Jones,Paul Soliai,,,,,,,,,,Cameron Wake,Olivier Vernon,Calvin Pace,Philip Wheeler,,,,,Tommy Bohanon,David Harris,,Demario Davis,,,,,,,Dawan Landry,Muhammad Wilkerson,,Sheldon Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,2013,December 1,13,Indianapolis Colts,Tennessee Titans,Chuck Pagano,Mike Munchak,8-4,5-7,retractable roof (closed),fieldturf ,Indianapolis Colts -3.5,46.0 (under),Andrew Luck,Donald Brown,T.Y. Hilton,Coby Fleener,Anthony Castonzo,Hugh Thornton,Samson Satele,Jeff Linkenbach,Gosder Cherilus,,Ricky Jean-Francois,Aubrayo Franklin,,,,Darius Butler,,Vontae Davis,Antoine Bethea,LaRon Landry,Ryan Fitzpatrick,Chris Johnson,,Kendall Wright,Taylor Thompson,Michael Roos,Andy Levitre,Brian Schwenke,Chance Warmack,David Stewart,Derrick Morgan,,,,,,,Jason McCourty,,Bernard Pollard,George Wilson,Jurrell Casey,Moise Fokou,Akeem Ayers,Zach Brown,Cory Redding,,,,,,,,,,,,,Erik Walden,Stanley Havili,Kelvin Sheppard,Robert Mathis,Jerrell Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,2013,December 1,13,Carolina Panthers,Tampa Bay Buccaneers,Ron Rivera,Greg Schiano,9-3,3-9,outdoors,grass ,Carolina Panthers -6.5,41.0 (under),Cam Newton,Jonathan Stewart,Steve Smith,Greg Olsen,Jordan Gross,Travelle Wharton,Ryan Kalil,Nate Chandler,Geoff Hangartner,Mario Addison,,,Frank Alexander,Luke Kuechly,,Captain Munnerlyn,Drayton Florence,Melvin White,Robert Lester,Mike Mitchell,Mike Glennon,Bobby Rainey,,Vincent Jackson,Tim Wright,Donald Penn,Jamon Meredith,Jeremy Zuttah,Davin Joseph,Demar Dotson,,,,,,,Darrelle Revis,,Johnthan Banks,Mark Barron,Dashon Goldson,Gerald McCoy,Mason Foster,Jonathan Casillas,Lavonte David,,,,,,,Daniel Te'o-Nesheim,Adrian Clayborn,,,,,,Thomas Davis,Mike Tolbert,,,,,,,,,,,,,,,,Colin Cole,Star Lotulelei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,2013,December 1,13,Minnesota Vikings,Chicago Bears,Leslie Frazier,Marc Trestman,3-8-1,6-6,dome,sportturf,Minnesota Vikings -1.0,48.5 (under),Christian Ponder,,Greg Jennings,John Carlson,Matt Kalil,Charlie Johnson,John Sullivan,Brandon Fusco,Phil Loadholt,Brian Robison,,Letroy Guion,Jared Allen,Audie Cole,Marvin Mitchell,Xavier Rhodes,,Chris Cook,Jamarca Sanford,Andrew Sendejo,Josh McCown,Matt Forte,Tony Fiammetta,Alshon Jeffery,Martellus Bennett,Jermon Bushrod,Matt Slauson,Roberto Garza,Kyle Long,Jordan Mills,,Stephen Paea,,,,,Tim Jennings,,Zackary Bowman,Craig Steltz,Chris Conte,Corey Wootton,Jonathan Bostic,James Anderson,Khaseem Greene,,,,,,,Shea McClellin,Julius Peppers,,,,,,Chad Greenway,Rhett Ellison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adrian Peterson,,Kevin Williams,,,,,,,,,,,,,,,
186,2013,December 1,13,Buffalo Bills,Atlanta Falcons,Doug Marrone,Mike Smith,4-8,3-9,dome,a_turf,Buffalo Bills -4.5,48.0 (over),EJ Manuel,C.J. Spiller,Robert Woods,Lee Smith,Cordy Glenn,Doug Legursky,Eric Wood,Kraig Urbik,Erik Pears,Alan Branch,Kyle Williams,,Mario Williams,Kiko Alonso,Arthur Moats,Leodis McKelvin,,Stephon Gilmore,Aaron Williams,Jairus Byrd,Matt Ryan,Steven Jackson,,Roddy White,Ryan Schraeder,Lamar Holmes,Justin Blalock,Joe Hawley,Peter Konz,Jeremy Trueblood,,,,,,,,Asante Samuel,,,,Corey Peters,Paul Worrilow,,,,,,,,,Peria Jerry,Osi Umenyiora,,,William Moore,,,Manny Lawson,Frank Summers,,,,,,,,Joplo Bartu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,2013,December 1,13,San Francisco 49ers,St. Louis Rams,Jim Harbaugh,Jeff Fisher,8-4,5-7,outdoors,grass ,San Francisco 49ers -7.5,40.5 (under),Colin Kaepernick,Frank Gore,Michael Crabtree,Vernon Davis,Joe Staley,Adam Snyder,Jonathan Goodwin,Alex Boone,Anthony Davis,,,Glenn Dorsey,,,,Carlos Rogers,,Tramaine Brock,Donte Whitner,Eric Reid,Kellen Clemens,Zac Stacy,,Tavon Austin,Lance Kendricks,Jake Long,Chris Williams,Scott Wells,Rodger Saffold,Joe Barksdale,,,,,,,Trumaine Johnson,,Janoris Jenkins,T.J. McDonald,Rodney McLeod,,James Laurinaitis,,,,,,,,,Chris Long,Robert Quinn,Ahmad Brooks,,,NaVorro Bowman,,,Bruce Miller,,,,,,,,,,,,,,Kendall Langford,Michael Brockers,Ray McDonald,Justin Smith,,,,,,,,,,,,Alec Ogletree,Jo-Lonn Dunbar,,,,,,,,,,,,,,,,,,
188,2013,December 1,13,San Diego Chargers,Cincinnati Bengals,Mike McCoy,Marvin Lewis,5-7,8-4,outdoors,grass ,Cincinnati Bengals -1.5,48.5 (under),Philip Rivers,Ryan Mathews,Vincent Brown,Antonio Gates,D.J. Fluker,Johnnie Troutman,Nick Hardwick,Chad Rinehart,Jeromey Clary,Kendall Reyes,Cam Thomas,,Corey Liuget,,,Richard Marshall,,Shareece Wright,Marcus Gilchrist,Eric Weddle,Andy Dalton,,,A.J. Green,Jermaine Gresham,Andrew Whitworth,Clint Boling,Kyle Cook,Mike Pollak,Anthony Collins,,Domata Peko,,,,,Terence Newman,,Adam Jones,George Iloka,Reggie Nelson,Brandon Thompson,Rey Maualuga,James Harrison,Vontaze Burfict,,,,,,BenJarvus Green-Ellis,Wallace Gilberry,Michael Johnson,Reggie Walker,,,Manti Te'o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,2013,December 1,13,Kansas City Chiefs,Denver Broncos,Andy Reid,John Fox,9-3,10-2,outdoors,grass ,Denver Broncos -6.0,49.5 (over),Alex Smith,Jamaal Charles,Donnie Avery,Anthony Fasano,Branden Albert,Jeff Allen,Rodney Hudson,Geoff Schwartz,Donald Stephenson,Allen Bailey,,Dontari Poe,,,,Brandon Flowers,Marcus Cooper,Sean Smith,Eric Berry,Kendrick Lewis,Peyton Manning,Knowshon Moreno,,Wes Welker,Virgil Green,Chris Clark,Zane Beadles,Manuel Ramirez,Louis Vasquez,Orlando Franklin,,Terrance Knighton,,,,,Champ Bailey,,Chris Harris Jr.,Duke Ihenacho,Mike Adams,Mitch Unrein,Wesley Woodyard,Von Miller,Danny Trevathan,,,Frank Zombo,Derrick Johnson,Tamba Hali,,Malik Jackson,Shaun Phillips,,,,,,,,,,,,,,,,,Quintin Demps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
