,year,date,week,home,away,homeCoach,awayCoach,homeRecord,awayRecord,roof,surface,vegas line,over/under,homeQB,homeRB,homeWR,homeTE,homeLT,homeLG,homeC,homeRG,homeRT,homeLDE,homeDT,homeNT,homeRDE,homeMLB,homeWLB,homeLCB,homeCB,homeRCB,homeSS,homeFS,awayQB,awayRB,awayFB,awayWR,awayTE,awayLT,awayLG,awayC,awayRG,awayRT,awayDE,awayNT,awayRUSH,awayWILL,awayMIKE,awaySAM,awayLCB,awayCB,awayRCB,awaySS,awayFS,awayDT,awayMLB,awaySLB,awayWLB,homeDE,homeLILB,homeLOLB,homeRILB,homeROLB,awayHB,awayLDE,awayRDE,homeOLB,awayLB,awayS,homeILB,awayDB,homeSLB,homeFB,homeMIKE,homeRUSH,homeWILL,awayLILB,awayLOLB,awayRILB,awayROLB,awayOLB,homeNB,homeS,homeEND,homeLB,homeT,awayLDT,awayRDT,homeLDT,homeRDT,awayILB,homeLLB,homeRLB,awayBLB,homeJLB,awayEND,awayT,homeDB,awayJLB,homeBLB,homeSAM,awayLLB,awayRLB,homeHB,homeTE/F,homeUT,awayG,awayWIL,awayLOT,awayROT,homeLOT,homeROT,awayNB,homeWIL,awayILBV,awayUT,awayOL,home2,homeDL,awayOT,homeH-B
134,2013,November 10,10,Green Bay Packers,Philadelphia Eagles,Mike McCarthy,Chip Kelly,5-4,5-5,outdoors,grass ,Philadelphia Eagles -1.0,47.0 (under),Seneca Wallace,Eddie Lacy,James Jones,,David Bakhtiari,Josh Sitton,Evan Dietrich-Smith,T.J. Lang,Don Barclay,B.J. Raji,,Ryan Pickett,,Brad Jones,,Tramon Williams,Casey Hayward,Sam Shields,Morgan Burnett,M.D. Jennings,Nick Foles,LeSean McCoy,,Jason Avant,Brent Celek,Jason Peters,Evan Mathis,Jason Kelce,Todd Herremans,Lane Johnson,,Bennie Logan,,,,,Roc Carmichael,,Cary Williams,Nate Allen,Earl Wolff,,,,,,,Mike Neal,,Clay Matthews,,Cedric Thornton,Fletcher Cox,,,,,,,John Kuhn,,,,,Connor Barwin,,Trent Cole,,,,,,,,,,,DeMeco Ryans,,,,,,,,,A.J. Hawk,,,,,,,,,,,,,,,,,,,,,
135,2013,November 10,10,Tennessee Titans,Jacksonville Jaguars,Mike Munchak,Gus Bradley,4-5,1-8,outdoors,grass ,Tennessee Titans -11.5,42.0 (over),Jake Locker,Chris Johnson,Kendall Wright,Delanie Walker,Michael Roos,Andy Levitre,Brian Schwenke,Chance Warmack,Michael Otto,,Jurrell Casey,,,Colin McCarthy,,,Jason McCourty,,Bernard Pollard,Michael Griffin,Chad Henne,Maurice Jones-Drew,,Cecil Shorts,Marcedes Lewis,Cameron Bradfield,Mike Brewster,Brad Meester,Uche Nwaneri,Austin Pasztor,Jason Babin,,,,,,Dwayne Gratz,,Alan Ball,Johnathan Cyprien,Josh Evans,Sen'Derrick Marks,Paul Posluszny,,,Karl Klug,,,,,,,Tyson Alualu,,,,,,Akeem Ayers,,,,,,,,,Geno Hayes,,,,,,,,,,,,,,,,,Coty Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,
136,2013,November 10,10,Pittsburgh Steelers,Buffalo Bills,Mike Tomlin,Doug Marrone,3-6,3-7,outdoors,grass ,Pittsburgh Steelers -2.5,42.5 (under),Ben Roethlisberger,Le'Veon Bell,Antonio Brown,Heath Miller,Kelvin Beachum,Ramon Foster,Fernando Velasco,David DeCastro,Marcus Gilbert,,,Steve McLendon,,,,William Gay,,Ike Taylor,Troy Polamalu,Ryan Clark,EJ Manuel,C.J. Spiller,,Steve Johnson,Lee Smith,Cordy Glenn,Doug Legursky,Eric Wood,Kraig Urbik,Erik Pears,,,,,,,,,Stephon Gilmore,Aaron Williams,Jairus Byrd,Marcell Dareus,Kiko Alonso,Manny Lawson,Arthur Moats,Cameron Heyward,Vince Williams,LaMarr Woodley,Lawrence Timmons,Jason Worilds,,Alan Branch,Mario Williams,,,,,,,Will Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,2013,November 10,10,Baltimore Ravens,Cincinnati Bengals,John Harbaugh,Marvin Lewis,4-5,6-4,outdoors,sportturf,Baltimore Ravens -2.0,44.0 (under),Joe Flacco,Ray Rice,Jacoby Jones,Ed Dickson,Eugene Monroe,A.Q. Shipley,Gino Gradkowski,Marshal Yanda,Michael Oher,,Arthur Jones,Haloti Ngata,,,,Lardarius Webb,,Jimmy Smith,James Ihedigbo,Matt Elam,Andy Dalton,,,A.J. Green,Alex Smith,Andrew Whitworth,Clint Boling,Kyle Cook,Kevin Zeitler,Andre Smith,,Domata Peko,,,,,Terence Newman,,Adam Jones,George Iloka,Reggie Nelson,Brandon Thompson,,,,Chris Canty,,,,,BenJarvus Green-Ellis,Carlos Dunlap,Michael Johnson,,Vincent Rey,,,Chris Crocker,,,Daryl Smith,Terrell Suggs,Jameel McClain,,,,,,,,,,,,,,,,,,,,,,,,,Courtney Upshaw,,,,,,,,,,,,,,,,,,,,
138,2013,November 10,10,Chicago Bears,Detroit Lions,Marc Trestman,Jim Schwartz,5-4,6-3,outdoors,grass ,Detroit Lions -1.5,52.0 (under),Jay Cutler,Matt Forte,Alshon Jeffery,Martellus Bennett,Jermon Bushrod,Matt Slauson,Roberto Garza,Kyle Long,Jordan Mills,David Bass,Corey Wootton,Stephen Paea,Julius Peppers,Jonathan Bostic,,Tim Jennings,Isaiah Frey,Charles Tillman,Major Wright,Chris Conte,Matthew Stafford,Reggie Bush,,Kris Durham,Brandon Pettigrew,Riley Reiff,Rob Sims,Dominic Raiola,Larry Warford,LaAdrian Waddle,Willie Young,,,,,,Chris Houston,,Rashean Mathis,Glover Quin,Louis Delmas,Ndamukong Suh,Stephen Tulloch,,,,,,,,,,,,,,,,James Anderson,Tony Fiammetta,,,,,,,,Ashlee Palmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,2013,November 10,10,Indianapolis Colts,St. Louis Rams,Chuck Pagano,Jeff Fisher,6-3,4-6,retractable roof (closed),fieldturf ,Indianapolis Colts -7.0,43.0 (over),Andrew Luck,Trent Richardson,Darrius Heyward-Bey,Jack Doyle,Anthony Castonzo,Hugh Thornton,Samson Satele,Mike McGlynn,Gosder Cherilus,,Ricky Jean-Francois,Aubrayo Franklin,,,,Cassius Vaughn,,Vontae Davis,Antoine Bethea,LaRon Landry,Kellen Clemens,,,Brian Quick,Jared Cook,Jake Long,Chris Williams,Scott Wells,Joe Barksdale,Rodger Saffold,,,,,,,Trumaine Johnson,,Janoris Jenkins,Darian Stewart,Rodney McLeod,,James Laurinaitis,,,Cory Redding,,,,,Zac Stacy,Chris Long,Robert Quinn,,,,,,Erik Walden,,Pat Angerer,Robert Mathis,Jerrell Freeman,,,,,,,,,,,Kendall Langford,Michael Brockers,,,,,,,,,,,,,,Alec Ogletree,Jo-Lonn Dunbar,,,,,,,,,,,,,,,,,,
140,2013,November 10,10,New York Giants,Oakland Raiders,Tom Coughlin,Dennis Allen,3-6,3-6,outdoors,fieldturf,New York Giants -7.0,41.5 (over),Eli Manning,Andre Brown,Hakeem Nicks,Brandon Myers,Will Beatty,Kevin Boothe,Jim Cordle,David Diehl,Justin Pugh,Justin Tuck,,,Jason Pierre-Paul,Jon Beason,Jacquian Williams,Trumaine McBride,,Prince Amukamara,Antrel Rolle,Will Hill,Terrelle Pryor,Rashad Jennings,,Denarius Moore,Jeron Mastrud,Khalif Barnes,Lucas Nix,Stefen Wisniewski,Mike Brisiel,Menelik Watson,,Pat Sims,,,,,Mike Jenkins,,Tracy Porter,Brandian Ross,Charles Woodson,Vance Walker,Nick Roach,Sio Moore,Kevin Burnett,,,,,,,Jason Hunter,Lamarr Houston,,,,,,Keith Rivers,John Conner,,,,,,,,,,,,,,,,Linval Joseph,Cullen Jenkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,2013,November 10,10,Atlanta Falcons,Seattle Seahawks,Mike Smith,Pete Carroll,2-7,9-1,dome,fieldturf ,Seattle Seahawks -3.0,47.0 (under),Matt Ryan,Steven Jackson,Roddy White,Tony Gonzalez,Lamar Holmes,Justin Blalock,Peter Konz,Garrett Reynolds,Jeremy Trueblood,Peria Jerry,Corey Peters,,Osi Umenyiora,Akeem Dent,,,Desmond Trufant,,,,Russell Wilson,Marshawn Lynch,,Golden Tate,Zach Miller,Paul McQuistan,James Carpenter,Lemuel Jeanpierre,J.R. Sweezy,Michael Bowie,,,,,,,Richard Sherman,,Brandon Browner,Kam Chancellor,Earl Thomas,,Bobby Wagner,,,,,,,,,Michael Bennett,Chris Clemons,Paul Worrilow,,,,,,Patrick DiMarco,,,,,,,,K.J. Wright,,William Moore,,,,Tony McDaniel,Brandon Mebane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,2013,November 10,10,San Francisco 49ers,Carolina Panthers,Jim Harbaugh,Ron Rivera,6-3,6-3,outdoors,grass ,San Francisco 49ers -5.5,43.0 (under),Colin Kaepernick,Frank Gore,Mario Manningham,Vernon Davis,Joe Staley,Mike Iupati,Jonathan Goodwin,Alex Boone,Anthony Davis,,,Glenn Dorsey,,,,Carlos Rogers,,Tarell Brown,Donte Whitner,Eric Reid,Cam Newton,DeAngelo Williams,,Steve Smith,Greg Olsen,Jordan Gross,Travelle Wharton,Ryan Kalil,Nate Chandler,Byron Bell,,,,,,,Captain Munnerlyn,,Melvin White,Quintin Mikell,Mike Mitchell,,Luke Kuechly,Thomas Davis,A.J. Klein,,,,,,,Charles Johnson,Greg Hardy,Dan Skuta,,,NaVorro Bowman,,,Bruce Miller,,,,,,,,,,,,,,Colin Cole,Star Lotulelei,Ray McDonald,Justin Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,2013,November 10,10,San Diego Chargers,Denver Broncos,Mike McCoy,John Fox,4-5,8-1,outdoors,grass ,Denver Broncos -7.0,56.0 (under),Philip Rivers,Ryan Mathews,Eddie Royal,Ladarius Green,King Dunlap,Johnnie Troutman,Nick Hardwick,Jeromey Clary,D.J. Fluker,Kendall Reyes,,,Corey Liuget,,,Derek Cox,Johnny Patrick,Shareece Wright,Marcus Gilchrist,Eric Weddle,Peyton Manning,Knowshon Moreno,,Demaryius Thomas,Julius Thomas,Chris Clark,Zane Beadles,Manuel Ramirez,Louis Vasquez,Orlando Franklin,,Terrance Knighton,,,,,Chris Harris Jr.,,Quentin Jammer,Mike Adams,Rahim Moore,Kevin Vickerson,Wesley Woodyard,Von Miller,Danny Trevathan,,,,,,,Derek Wolfe,Shaun Phillips,Larry English,,,Manti Te'o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,2013,November 10,10,Arizona Cardinals,Houston Texans,Bruce Arians,Gary Kubiak,5-4,2-7,retractable roof (closed),grass ,Arizona Cardinals -3.5,41.5 (over),Carson Palmer,Rashard Mendenhall,Larry Fitzgerald,Jake Ballard,Bradley Sowell,Daryn Colledge,Lyle Sendlein,Paul Fanaika,Eric Winston,,Darnell Dockett,Dan Williams,,,,Patrick Peterson,,Jerraud Powers,Yeremiah Bell,Tyrann Mathieu,Case Keenum,Ben Tate,,DeAndre Hopkins,Garrett Graham,Duane Brown,Wade Smith,Chris Myers,Brandon Brooks,Derek Newton,J.J. Watt,Earl Mitchell,,,,,Kareem Jackson,,Johnathan Joseph,D.J. Swearinger,Shiloh Keo,,Joe Mays,Brooks Reed,Whitney Mercilus,Calais Campbell,,,,,,,,,,,Daryl Washington,,,,,,John Abraham,,,,,,,,,Karlos Dansby,,,,,,,,,,,,,,,,Matt Shaughnessy,,,,,,,,,,,,,,,,,,,,
145,2013,November 10,10,New Orleans Saints,Dallas Cowboys,Sean Payton,Jason Garrett,7-2,5-5,dome,sportturf,New Orleans Saints -5.5,54.0 (over),Drew Brees,Pierre Thomas,Josh Hill,Ben Watson,Charles Brown,Ben Grubbs,Brian De La Puente,Jahri Evans,Zach Strief,Akiem Hicks,,Brodrick Bunkley,Cameron Jordan,,,Jabari Greer,,Keenan Lewis,,,Tony Romo,DeMarco Murray,,Dez Bryant,James Hanna,Tyron Smith,Ronald Leary,Travis Frederick,Mackenzy Bernadeau,Doug Free,,,,,,,Brandon Carr,,Orlando Scandrick,Jeff Heath,Barry Church,Nick Hayden,Sean Lee,Justin Durant,Bruce Carter,,,,,,,George Selvie,DeMarcus Ware,Junior Galette,,,Ramon Humber,,,,,,,,,,,,,Kenny Vaccaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,2013,November 11,10,Tampa Bay Buccaneers,Miami Dolphins,Greg Schiano,Joe Philbin,1-8,4-5,outdoors,grass ,Miami Dolphins -2.5,39.5 (over),Mike Glennon,Mike James,Vincent Jackson,Tom Crabtree,Donald Penn,Jamon Meredith,Jeremy Zuttah,Davin Joseph,Demar Dotson,Daniel Te'o-Nesheim,Akeem Spence,,Adrian Clayborn,Mason Foster,Lavonte David,Darrelle Revis,Leonard Johnson,Johnthan Banks,Mark Barron,Dashon Goldson,Ryan Tannehill,Lamar Miller,,Mike Wallace,Charles Clay,Bryant McKinnie,Nate Garner,Mike Pouncey,John Jerry,Tyson Clabo,,,,,,,Brent Grimes,,Nolan Carroll,Chris Clemons,Reshad Jones,Randy Starks,,,,,,,,,,Cameron Wake,Olivier Vernon,,Philip Wheeler,,,,,Erik Lorig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,2013,November 14,11,Tennessee Titans,Indianapolis Colts,Mike Munchak,Chuck Pagano,4-6,7-3,outdoors,grass ,Indianapolis Colts -3.0,42.0 (over),Ryan Fitzpatrick,Chris Johnson,Kendall Wright,Craig Stevens,Michael Roos,Andy Levitre,Chris Spencer,Chance Warmack,David Stewart,,Jurrell Casey,,,Colin McCarthy,Zach Brown,,Jason McCourty,,Bernard Pollard,Michael Griffin,Andrew Luck,Trent Richardson,Stanley Havili,T.Y. Hilton,Jeff Linkenbach,Anthony Castonzo,Hugh Thornton,Samson Satele,Mike McGlynn,Gosder Cherilus,Cory Redding,Aubrayo Franklin,Robert Mathis,Jerrell Freeman,Pat Angerer,,Cassius Vaughn,,Vontae Davis,Antoine Bethea,LaRon Landry,Ricky Jean-Francois,,Erik Walden,,Ropati Pitoitua,,,,,,,,,,,,,Akeem Ayers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,2013,November 17,11,Pittsburgh Steelers,Detroit Lions,Mike Tomlin,Jim Schwartz,4-6,6-4,outdoors,grass ,Detroit Lions -3.0,45.0 (over),Ben Roethlisberger,Le'Veon Bell,Emmanuel Sanders,Heath Miller,Kelvin Beachum,Guy Whimper,Fernando Velasco,David DeCastro,Marcus Gilbert,,,Evander Hood,,,,William Gay,Cortez Allen,Ike Taylor,Troy Polamalu,Ryan Clark,Matthew Stafford,Reggie Bush,,Kris Durham,Brandon Pettigrew,Riley Reiff,Rob Sims,Dominic Raiola,Larry Warford,LaAdrian Waddle,Willie Young,,,,,,Chris Houston,,Rashean Mathis,Glover Quin,Louis Delmas,Nick Fairley,Stephen Tulloch,,,Cameron Heyward,Vince Williams,Jarvis Jones,Lawrence Timmons,Jason Worilds,,,,,,,,,,,,,,,,,,Don Carey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,2013,November 17,11,Chicago Bears,Baltimore Ravens,Marc Trestman,John Harbaugh,6-4,4-6,outdoors,grass ,Chicago Bears -3.5,40.5 (over),Josh McCown,Matt Forte,Alshon Jeffery,Martellus Bennett,Jermon Bushrod,Matt Slauson,Roberto Garza,Kyle Long,Jordan Mills,Corey Wootton,Landon Cohen,Stephen Paea,Julius Peppers,Jonathan Bostic,,Tim Jennings,Isaiah Frey,Zackary Bowman,Major Wright,Chris Conte,Joe Flacco,Ray Rice,,Jacoby Jones,Ed Dickson,Eugene Monroe,A.Q. Shipley,Gino Gradkowski,Marshal Yanda,Michael Oher,Chris Canty,Terrence Cody,Terrell Suggs,Jameel McClain,Daryl Smith,Courtney Upshaw,Lardarius Webb,,Jimmy Smith,James Ihedigbo,Matt Elam,Arthur Jones,,,,,,,,,,,,,,,,,James Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,2013,November 17,11,Buffalo Bills,New York Jets,Doug Marrone,Rex Ryan,4-7,5-5,outdoors,a_turf,New York Jets -2.0,39.5 (over),EJ Manuel,Fred Jackson,T.J. Graham,Lee Smith,Cordy Glenn,Doug Legursky,Eric Wood,Kraig Urbik,Erik Pears,Alan Branch,Kyle Williams,,Mario Williams,Kiko Alonso,Arthur Moats,Leodis McKelvin,,Stephon Gilmore,Aaron Williams,Jairus Byrd,Geno Smith,Bilal Powell,Tommy Bohanon,Stephen Hill,Jeff Cumberland,D'Brickashaw Ferguson,Brian Winters,Nick Mangold,Willie Colon,Austin Howard,,Damon Harrison,,Demario Davis,David Harris,,,Dee Milliner,,,,,,,,,,,,,,,,,,Dawan Landry,,,Manny Lawson,Frank Summers,,,,,,,,Calvin Pace,,,,,,,,,,,,,,,Muhammad Wilkerson,Sheldon Richardson,,,,,,,,,,,,,,,,,,,,,,,,
151,2013,November 17,11,Cincinnati Bengals,Cleveland Browns,Marvin Lewis,Rob Chudzinski,7-4,4-6,outdoors,fieldturf ,Cincinnati Bengals -4.5,40.0 (over),Andy Dalton,,Marvin Jones,Tyler Eifert,Andrew Whitworth,Clint Boling,Kyle Cook,Mike Pollak,Andre Smith,Carlos Dunlap,Brandon Thompson,Domata Peko,Michael Johnson,Vincent Rey,Vontaze Burfict,Terence Newman,,Adam Jones,George Iloka,Reggie Nelson,Jason Campbell,Willis McGahee,,Josh Gordon,Jordan Cameron,Joe Thomas,John Greco,Alex Mack,Shawn Lauvao,Mitchell Schwartz,,Phil Taylor,,,,,Joe Haden,,Buster Skrine,T.J. Ward,Tashaun Gipson,,,,,,,,,,,Ahtyba Rubin,Desmond Bryant,,,,,,James Harrison,,,,,,,,,Paul Kruger,,,,,,,,,,D'Qwell Jackson,,,,,,,,,,,,,BenJarvus Green-Ellis,,,,,,,,,,,,,,,,,
152,2013,November 17,11,Philadelphia Eagles,Washington Redskins,Chip Kelly,Mike Shanahan,6-5,3-7,outdoors,grass ,Philadelphia Eagles -4.0,54.5 (under),Nick Foles,LeSean McCoy,DeSean Jackson,Brent Celek,Jason Peters,Evan Mathis,Jason Kelce,Todd Herremans,Lane Johnson,Cedric Thornton,,Bennie Logan,Fletcher Cox,,,Roc Carmichael,,Cary Williams,Nate Allen,Patrick Chung,Robert Griffin III,Alfred Morris,Darrel Young,Leonard Hankerson,Jordan Reed,Trent Williams,Kory Lichtensteiger,Will Montgomery,Chris Chester,Tyler Polumbus,,Barry Cofield,,,,,DeAngelo Hall,David Amerson,Josh Wilson,Reed Doughty,Brandon Meriweather,,London Fletcher,,,,,Connor Barwin,,Trent Cole,,,Stephen Bowen,,,,Najee Goode,,,,,,,,Ryan Kerrigan,,Brian Orakpo,,,,,,,,,,,,,,,,,,,Perry Riley,,,,,,,,,,,,,,,,,,,,,,
153,2013,November 17,11,Houston Texans,Oakland Raiders,Gary Kubiak,Dennis Allen,2-8,4-6,retractable roof (closed),grass ,Houston Texans -10.5,41.0 (over),Case Keenum,Ben Tate,Andre Johnson,Garrett Graham,Duane Brown,Wade Smith,Chris Myers,Brandon Brooks,Derek Newton,,,Earl Mitchell,,Jeff Tarpinian,Whitney Mercilus,,,Johnathan Joseph,D.J. Swearinger,Shiloh Keo,Matt McGloin,Rashad Jennings,Marcel Reece,Denarius Moore,Jeron Mastrud,Khalif Barnes,Lucas Nix,Stefen Wisniewski,Mike Brisiel,Tony Pashos,,Pat Sims,,,,,Mike Jenkins,,Tracy Porter,Brandian Ross,Charles Woodson,Stacy McGee,Nick Roach,Sio Moore,Kevin Burnett,Antonio Smith,,,,,,Vance Walker,Lamarr Houston,,,,,,Brooks Reed,Greg Jones,,,,,,,,,,,,Justin Tuggle,,,,,,,,,,,,Menelik Watson,,,,,,,,,,,,,,,,,,,,,,,,
154,2013,November 17,11,Tampa Bay Buccaneers,Atlanta Falcons,Greg Schiano,Mike Smith,2-8,2-8,outdoors,grass ,Tampa Bay Buccaneers -2.0,43.5 (over),Mike Glennon,Brian Leonard,Vincent Jackson,Tom Crabtree,Donald Penn,Jamon Meredith,Jeremy Zuttah,Davin Joseph,Demar Dotson,Daniel Te'o-Nesheim,Akeem Spence,,Adrian Clayborn,Mason Foster,Lavonte David,Darrelle Revis,Leonard Johnson,Johnthan Banks,Mark Barron,Dashon Goldson,Matt Ryan,Steven Jackson,,Darius Johnson,Tony Gonzalez,Lamar Holmes,Justin Blalock,Joe Hawley,Peter Konz,Jeremy Trueblood,,,,,,,,Asante Samuel,,William Moore,Thomas DeCoud,Corey Peters,Sean Weatherspoon,,,,,,,,,Osi Umenyiora,Peria Jerry,,,,,,,,,,,,,,,Paul Worrilow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,2013,November 17,11,Jacksonville Jaguars,Arizona Cardinals,Gus Bradley,Bruce Arians,1-9,6-4,outdoors,grass ,Arizona Cardinals -9.0,40.5 (over),Chad Henne,Maurice Jones-Drew,Cecil Shorts,Clay Harbor,Cameron Bradfield,Mike Brewster,Brad Meester,Uche Nwaneri,Austin Pasztor,,Roy Miller,,Tyson Alualu,Russell Allen,,Dwayne Gratz,,Alan Ball,Johnathan Cyprien,Josh Evans,Carson Palmer,Rashard Mendenhall,,Michael Floyd,Rob Housler,Bradley Sowell,Daryn Colledge,Lyle Sendlein,Paul Fanaika,Eric Winston,Calais Campbell,Dan Williams,,John Abraham,,Matt Shaughnessy,Patrick Peterson,,Jerraud Powers,Yeremiah Bell,Tyrann Mathieu,Darnell Dockett,,,,Jason Babin,,,,,,,,Geno Hayes,Karlos Dansby,,,,,,,,,,,,,,,,,,,,,,,Daryl Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,2013,November 17,11,Miami Dolphins,San Diego Chargers,Joe Philbin,Mike McCoy,5-5,4-6,outdoors,grass ,San Diego Chargers -3.0,44.5 (under),Ryan Tannehill,Lamar Miller,Brian Hartline,Charles Clay,Bryant McKinnie,Sam Brenner,Nate Garner,John Jerry,Tyson Clabo,Cameron Wake,Paul Soliai,,Olivier Vernon,,,,Dimitri Patterson,,Chris Clemons,Reshad Jones,Philip Rivers,Ryan Mathews,,Keenan Allen,John Phillips,D.J. Fluker,Johnnie Troutman,Nick Hardwick,Chad Rinehart,Jeromey Clary,,,,,,,Derek Cox,,Shareece Wright,Marcus Gilchrist,Eric Weddle,Cam Thomas,,,,,,,,,,Kendall Reyes,Corey Liuget,,,,,,,,,,,,,,,Jarret Johnson,,,,Philip Wheeler,,,,,,Donald Butler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,2013,November 17,11,New York Giants,Green Bay Packers,Tom Coughlin,Mike McCarthy,4-6,5-5,outdoors,fieldturf,New York Giants -3.0,41.0 (under),Eli Manning,Andre Brown,Hakeem Nicks,Brandon Myers,Will Beatty,Kevin Boothe,Jim Cordle,David Diehl,Justin Pugh,Justin Tuck,,,Mathias Kiwanuka,Jon Beason,Jacquian Williams,Trumaine McBride,,Prince Amukamara,Antrel Rolle,Will Hill,Scott Tolzien,Eddie Lacy,John Kuhn,James Jones,Andrew Quarless,David Bakhtiari,Josh Sitton,Evan Dietrich-Smith,T.J. Lang,Marshall Newhouse,,Ryan Pickett,,,,,Tramon Williams,,Davon House,Morgan Burnett,M.D. Jennings,,Brad Jones,,,,,,,,,B.J. Raji,Johnny Jolly,,,,,,Keith Rivers,,,,,,Mike Neal,,Clay Matthews,,,,,,,,,Linval Joseph,Cullen Jenkins,,,,A.J. Hawk,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,2013,November 17,11,New Orleans Saints,San Francisco 49ers,Sean Payton,Jim Harbaugh,8-2,6-4,dome,sportturf,New Orleans Saints -3.5,50.0 (under),Drew Brees,Pierre Thomas,Robert Meachem,Jimmy Graham,Charles Brown,Ben Grubbs,Brian De La Puente,Jahri Evans,Zach Strief,Akiem Hicks,,Brodrick Bunkley,Cameron Jordan,,,Jabari Greer,,Keenan Lewis,,,Colin Kaepernick,Frank Gore,Bruce Miller,Mario Manningham,Vernon Davis,Joe Staley,Mike Iupati,Jonathan Goodwin,Alex Boone,Anthony Davis,,Glenn Dorsey,,,,,Carlos Rogers,,Tarell Brown,Donte Whitner,Eric Reid,,,,,,,,,,,,,Parys Haralson,,,Curtis Lofton,,,Jed Collins,,,,,,,,Dan Skuta,Ramon Humber,Malcolm Jenkins,,,,Tony Jerod-Eddie,Justin Smith,,,NaVorro Bowman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,2013,November 17,11,Seattle Seahawks,Minnesota Vikings,Pete Carroll,Leslie Frazier,10-1,2-8,outdoors,fieldturf ,Seattle Seahawks -13.0,45.0 (over),Russell Wilson,Marshawn Lynch,Golden Tate,Zach Miller,Russell Okung,Paul McQuistan,Max Unger,J.R. Sweezy,Breno Giacomini,Red Bryant,,,Chris Clemons,Bobby Wagner,,Richard Sherman,,Walter Thurmond,Kam Chancellor,Earl Thomas,Christian Ponder,,Jerome Felton,Cordarrelle Patterson,John Carlson,Matt Kalil,Charlie Johnson,John Sullivan,Brandon Fusco,Phil Loadholt,,Fred Evans,,,,,Josh Robinson,,Chris Cook,Jamarca Sanford,Andrew Sendejo,,Erin Henderson,Chad Greenway,Marvin Mitchell,,,,,,Adrian Peterson,Brian Robison,Jared Allen,K.J. Wright,,,,,,Michael Robinson,,,,,,,,,,,,,,,,Tony McDaniel,Brandon Mebane,,,,,,,,,,,,,,,,,,,,,,,,,,Kevin Williams,,,,,
160,2013,November 17,11,Denver Broncos,Kansas City Chiefs,John Fox,Andy Reid,9-1,9-1,outdoors,grass ,Denver Broncos -7.5,49.0 (under),Peyton Manning,Knowshon Moreno,Eric Decker,Julius Thomas,Chris Clark,Zane Beadles,Manuel Ramirez,Louis Vasquez,Orlando Franklin,Derek Wolfe,Kevin Vickerson,Terrance Knighton,Shaun Phillips,Wesley Woodyard,Danny Trevathan,Chris Harris Jr.,,Dominique Rodgers-Cromartie,Duke Ihenacho,Rahim Moore,Alex Smith,Jamaal Charles,Anthony Sherman,Dwayne Bowe,Anthony Fasano,Branden Albert,Jeff Allen,Rodney Hudson,Jon Asamoah,Eric Fisher,,Dontari Poe,,,,,Brandon Flowers,Marcus Cooper,Sean Smith,Eric Berry,Kendrick Lewis,,,,,,,,,,,,Mike DeVito,,,Quintin Demps,,,Von Miller,,,,,,Justin Houston,Derrick Johnson,Tamba Hali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,2013,November 18,11,Carolina Panthers,New England Patriots,Ron Rivera,Bill Belichick,7-3,7-3,outdoors,grass ,Carolina Panthers -3.0,46.5 (under),Cam Newton,DeAngelo Williams,Steve Smith,Greg Olsen,Jordan Gross,Travelle Wharton,Ryan Kalil,Nate Chandler,Geoff Hangartner,Charles Johnson,,,Greg Hardy,Luke Kuechly,A.J. Klein,Captain Munnerlyn,,Melvin White,Quintin Mikell,Mike Mitchell,Tom Brady,Stevan Ridley,,Aaron Dobson,Michael Hoomanawanui,Nate Solder,Logan Mankins,Ryan Wendell,Dan Connolly,Marcus Cannon,,,,,,,Aqib Talib,,Kyle Arrington,,,Chris Jones,,,,,,,,,,Joe Vellano,Chandler Jones,,Brandon Spikes,Duron Harmon,,,Thomas Davis,Mike Tolbert,,,,,,,,,,,,,,,,Colin Cole,Star Lotulelei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
