,year,date,week,home,away,homeCoach,awayCoach,homeRecord,awayRecord,roof,surface,vegas line,over/under,homeQB,homeRB,homeWR,homeTE,homeLT,homeLG,homeC,homeRG,homeRT,homeLDE,homeLDT,homeRDT,homeRDE,homeSLB,homeMLB,homeWLB,homeLCB,homeRCB,homeSS,homeFS,awayQB,awayRB,awayFB,awayWR,awayTE,awayLT,awayLG,awayC,awayRG,awayRT,awayDT,awayNT,awaySLB,awayMLB,awayWLB,awayJLB,awayLCB,awayRCB,awaySS,awayFS,awayDE,awayMIKE,awayRUSH,awayWILL,homeDT,homeFB,homeNT,awayLDE,awayLOLB,awayRDE,awayROLB,awayS,homeDE,homeILB,awayCB,awayOLB,homeLILB,homeLOLB,homeRILB,homeROLB,homeCB,homeEND,homeMIKE,homeOLB,homeS,homeWILL,awayLB,homeDB,awayLDT,awayRDT,awaySAM,awayHB,homeHB,homeUT,awayILB,homeBLB,awayLILB,awayRILB,awayDB,awayLOT,awayROT,homeRUSH,homeSAM,homeLB,homeLOT,homeROT,awayUT,awayEND,awayT,homeJLB,homeNB,awayBLB,homeT,awayNB,homeF,awayF,homeWR W,awayWR W,awayLLB,awayRLB,awayFSW,awayTE/F,awayNDB,homeDL
227,2012,December 23,16,Dallas Cowboys,New Orleans Saints,Jason Garrett,Joe Vitt,8-7,7-8,retractable roof (closed),matrixturf,Dallas Cowboys -3.0,54.5 (over),Tony Romo,DeMarco Murray,Dez Bryant,Jason Witten,Tyron Smith,Nate Livings,Ryan Cook,Mackenzy Bernadeau,Doug Free,,,,,Anthony Spencer,Dan Connor,Ernie Sims,Brandon Carr,Morris Claiborne,Eric Frampton,Gerald Sensabaugh,Drew Brees,Darren Sproles,David Thomas,Joe Morgan,Eric Olsen,Jermon Bushrod,Ben Grubbs,Brian De La Puente,Jahri Evans,Zach Strief,Brodrick Bunkley,,David Hawthorne,Curtis Lofton,Jonathan Vilma,,Jabari Greer,Patrick Robinson,Roman Harper,Isa Abdul-Quddus,,,,,Jason Hatcher,,Sean Lissemore,Cameron Jordan,,Will Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DeMarcus Ware,,,,,,,,,,,,,,
228,2012,December 23,16,Pittsburgh Steelers,Cincinnati Bengals,Mike Tomlin,Marvin Lewis,7-8,9-6,outdoors,grass ,Pittsburgh Steelers -3.5,40.0 (under),Ben Roethlisberger,Jonathan Dwyer,Antonio Brown,Heath Miller,Max Starks,Ramon Foster,Maurkice Pouncey,David DeCastro,Kelvin Beachum,,,,,,,,Keenan Lewis,Cortez Allen,Troy Polamalu,Ryan Clark,Andy Dalton,,,A.J. Green,Jermaine Gresham,Andrew Whitworth,Clint Boling,Kyle Cook,Kevin Zeitler,Andre Smith,Geno Atkins,Domata Peko,Manny Lawson,Rey Maualuga,Vontaze Burfict,,Terence Newman,Leon Hall,Chris Crocker,Reggie Nelson,,,,,,Will Johnson,Casey Hampton,Robert Geathers,,Michael Johnson,,,Evander Hood,,,,Larry Foote,LaMarr Woodley,Lawrence Timmons,James Harrison,,,,,,,,,,,,BenJarvus Green-Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,2012,December 23,16,Green Bay Packers,Tennessee Titans,Mike McCarthy,Mike Munchak,11-4,5-10,outdoors,grass ,Green Bay Packers -11.0,44.5 (over),Aaron Rodgers,DuJuan Harris,Randall Cobb,Jermichael Finley,Marshall Newhouse,T.J. Lang,Evan Dietrich-Smith,Josh Sitton,Don Barclay,Ryan Pickett,,,,,Brad Jones,,Tramon Williams,Sam Shields,Morgan Burnett,M.D. Jennings,Jake Locker,Chris Johnson,,Lavelle Hawkins,Craig Stevens,Michael Roos,Mitch Petrus,Fernando Velasco,Deuce Lutui,Byron Stingily,Sen'Derrick Marks,,,Will Witherspoon,Zach Brown,,,,Jordan Babineaux,Michael Griffin,Derrick Morgan,,,,,,B.J. Raji,,,,,,,,Alterraun Verner,,,Dezman Moses,,Clay Matthews,Casey Hayward,,,,,,,,,,,,,,,A.J. Hawk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,2012,December 23,16,Houston Texans,Minnesota Vikings,Gary Kubiak,Leslie Frazier,12-3,9-6,retractable roof (closed),grass ,Houston Texans -7.5,43.5 (under),Matt Schaub,Arian Foster,Andre Johnson,Garrett Graham,Duane Brown,Wade Smith,Chris Myers,Ben Jones,Derek Newton,,,,,Brooks Reed,Darryl Sharpton,Connor Barwin,Kareem Jackson,Johnathan Joseph,Danieal Manning,Glover Quin,Christian Ponder,,Rhett Ellison,Michael Jenkins,Kyle Rudolph,Matt Kalil,Charlie Johnson,John Sullivan,Brandon Fusco,Phil Loadholt,,Letroy Guion,Chad Greenway,Jasper Brinkley,Erin Henderson,,Antoine Winfield,Chris Cook,Jamarca Sanford,Harrison Smith,,,,,,,Shaun Cody,Everson Griffen,,Jared Allen,,,Antonio Smith,,,,,,,,,,,,,,,,,,,Adrian Peterson,,,,,,,,,,,,,,,Kevin Williams,,,,,,,,,,,,,,,,,
231,2012,December 23,16,Kansas City Chiefs,Indianapolis Colts,Romeo Crennel,Chuck Pagano,2-13,10-5,outdoors,grass ,Indianapolis Colts -6.0,41.5 (under),Brady Quinn,Jamaal Charles,Jamar Newsome,Steve Maneri,Donald Stephenson,Jeff Allen,Ryan Lilja,Jon Asamoah,Eric Winston,Tyson Jackson,,,Ropati Pitoitua,,,,Brandon Flowers,Javier Arenas,Eric Berry,Kendrick Lewis,Andrew Luck,Vick Ballard,Dwayne Allen,Donnie Avery,,Anthony Castonzo,Joe Reitz,A.Q. Shipley,Mike McGlynn,Jeff Linkenbach,Lawrence Guy,Martin Tevaseu,Robert Mathis,,,,Cassius Vaughn,Vontae Davis,Joe Lefeged,Antoine Bethea,Cory Redding,Pat Angerer,Dwight Freeney,Jerrell Freeman,,,Dontari Poe,,,,,,,,,,Brandon Siler,Justin Houston,Derrick Johnson,Tamba Hali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,2012,December 23,16,Tampa Bay Buccaneers,St. Louis Rams,Greg Schiano,Jeff Fisher,6-9,7-7-1,outdoors,grass ,Tampa Bay Buccaneers -3.0,44.0 (under),Josh Freeman,Doug Martin,Mike Williams,Luke Stocker,Donald Penn,Jeremy Zuttah,Ted Larsen,Jamon Meredith,Demar Dotson,Michael Bennett,,,Daniel Te'o-Nesheim,Adam Hayward,Mason Foster,Lavonte David,E.J. Biggers,Leonard Johnson,Mark Barron,Ronde Barber,Sam Bradford,,,Chris Givens,Lance Kendricks,Rodger Saffold,Robert Turner,Scott Wells,Shelley Smith,Barry Richardson,,,Rocky McIntosh,James Laurinaitis,Jo-Lonn Dunbar,,Trumaine Johnson,Janoris Jenkins,Quintin Mikell,Craig Dahl,,,,,Gerald McCoy,,,Chris Long,,Robert Quinn,,,,,,,,,,,,,,,,,,,Kendall Langford,Michael Brockers,,Steven Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,2012,December 23,16,Philadelphia Eagles,Washington Redskins,Andy Reid,Mike Shanahan,4-11,9-6,outdoors,grass ,Washington Redskins -6.0,46.0 (over),Nick Foles,LeSean McCoy,Jeremy Maclin,Brent Celek,King Dunlap,Evan Mathis,Dallas Reynolds,Jake Scott,Dennis Kelly,Brandon Graham,Cullen Jenkins,Fletcher Cox,Trent Cole,,DeMeco Ryans,,Dominique Rodgers-Cromartie,Nnamdi Asomugha,Colt Anderson,Kurt Coleman,Robert Griffin III,Alfred Morris,Darrel Young,Pierre Garcon,Logan Paulsen,Trent Williams,Kory Lichtensteiger,Will Montgomery,Chris Chester,Maurice Hurt,,Barry Cofield,,London Fletcher,,Perry Riley,DeAngelo Hall,Josh Wilson,Reed Doughty,Madieu Williams,,,,,,Emil Igwenagu,,Jarvis Jenkins,Ryan Kerrigan,Stephen Bowen,Rob Jackson,,,,,,,,,,,,,,,Mychal Kendricks,,,,,,,,,,,,,,,,,Jamar Chaney,,,,,,,,,,,,,,,,,,,,,
234,2012,December 23,16,New York Jets,San Diego Chargers,Rex Ryan,Norv Turner,6-9,6-9,outdoors,fieldturf,New York Jets -3.0,38.0 (over),Greg McElroy,Shonn Greene,Braylon Edwards,Jeff Cumberland,D'Brickashaw Ferguson,Matt Slauson,Nick Mangold,Brandon Moore,Austin Howard,,,,,,,,,,,,Philip Rivers,Jackie Battle,Randy McMichael,Eddie Royal,Antonio Gates,Mike Harris,Tyronne Green,Nick Hardwick,Louis Vasquez,Jeromey Clary,Cam Thomas,,,,,,Quentin Jammer,Antoine Cason,Brandon Taylor,Eric Weddle,,,,,,Lex Hilliard,Sione Pouha,Kendall Reyes,,Corey Liuget,,,,,,Jarret Johnson,,,,,Kyle Wilson,Muhammad Wilkerson,David Harris,Calvin Pace,LaRon Landry,Bart Scott,,,,,,,,,Donald Butler,,,,,,,,,,,,,,,,,,Mike DeVito,,,,,,,,,,,
235,2012,December 23,16,Carolina Panthers,Oakland Raiders,Ron Rivera,Dennis Allen,6-9,4-11,outdoors,grass ,Carolina Panthers -9.5,47.0 (under),Cam Newton,DeAngelo Williams,Steve Smith,Ben Hartsock,Jordan Gross,Amini Silatolu,Jeff Byers,Garry Williams,Byron Bell,Greg Hardy,,,Charles Johnson,Mario Addison,Luke Kuechly,Thomas Davis,James Dockery,Josh Thomas,D.J. Campbell,Charles Godfrey,Carson Palmer,Darren McFadden,Marcel Reece,Darrius Heyward-Bey,Brandon Myers,Jared Veldheer,Cooper Carlisle,Stefen Wisniewski,Mike Brisiel,Khalif Barnes,Desmond Bryant,Tommy Kelly,Philip Wheeler,Omar Gaither,Miles Burris,,Michael Huff,Phillip Adams,Tyvon Branch,Matt Giordano,,,,,Dwan Edwards,,Frank Kearse,Lamarr Houston,,Matt Shaughnessy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,2012,December 23,16,Denver Broncos,Cleveland Browns,John Fox,Pat Shurmur,12-3,5-10,outdoors,grass ,Denver Broncos -11.0,44.0 (over),Peyton Manning,Knowshon Moreno,Demaryius Thomas,Joel Dreessen,Ryan Clady,Zane Beadles,Dan Koppen,Manuel Ramirez,Orlando Franklin,Derek Wolfe,,,Elvis Dumervil,Von Miller,Keith Brooking,Wesley Woodyard,Champ Bailey,Chris Harris Jr.,Mike Adams,Rahim Moore,Brandon Weeden,Trent Richardson,,Josh Gordon,,Joe Thomas,John Greco,Alex Mack,Shawn Lauvao,Mitchell Schwartz,Phil Taylor,,,D'Qwell Jackson,,,Joe Haden,Sheldon Brown,Usama Young,Eric Hagg,,,,,Kevin Vickerson,,Justin Bannan,Jabaal Sheard,,Frostee Rucker,,,,,,,,,,,,,,,,,Craig Robertson,,,,,,,,,,,,Buster Skrine,,,,,,,,,,,,,,,,,,,,,,,,,
237,2012,December 23,16,Arizona Cardinals,Chicago Bears,Ken Whisenhunt,Lovie Smith,5-10,9-6,retractable roof (closed),grass ,Chicago Bears -7.0,36.5 (over),Ryan Lindley,Beanie Wells,Andre Roberts,Jeff King,Nate Potter,Daryn Colledge,Adam Snyder,Pat McQuistan,Bobby Massie,,,,,,,,Patrick Peterson,William Gay,Adrian Wilson,Kerry Rhodes,Jay Cutler,Matt Forte,Evan Rodriguez,Brandon Marshall,Kellen Davis,J'Marcus Webb,James Brown,Roberto Garza,Chris Spencer,Gabe Carimi,Israel Idonije,Stephen Paea,Geno Hayes,Nick Roach,Lance Briggs,,Tim Jennings,Charles Tillman,Major Wright,Chris Conte,,,,,Darnell Dockett,Anthony Sherman,Dan Williams,Corey Wootton,,Julius Peppers,,,Calais Campbell,Daryl Washington,,,,Quentin Groves,,Sam Acho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,2012,December 23,16,Baltimore Ravens,New York Giants,John Harbaugh,Tom Coughlin,10-5,8-7,outdoors,sportturf,New York Giants -2.5,47.0 (push),Joe Flacco,Ray Rice,Torrey Smith,Ed Dickson,Michael Oher,Jah Reid,Matt Birk,Marshal Yanda,Kelechi Osemele,,,,,,,,Corey Graham,Cary Williams,James Ihedigbo,Ed Reed,Eli Manning,Ahmad Bradshaw,Henry Hynoski,Hakeem Nicks,Martellus Bennett,Will Beatty,Kevin Boothe,David Baas,Chris Snee,David Diehl,Linval Joseph,,Jacquian Williams,Chase Blackburn,Spencer Paysinger,,Corey Webster,Jayron Hosley,,Antrel Rolle,,,,,Haloti Ngata,Vonta Leach,Ma'ake Kemoeatu,Osi Umenyiora,,Jason Pierre-Paul,,,Arthur Jones,,,,,,,,,,Josh Bynes,,,Dannell Ellerbe,Mark Herzlich,,,,,,,,,,,,,,,Terrell Suggs,Courtney Upshaw,,,,,,,,,,,,,,,,,,,,,
239,2012,December 23,16,Seattle Seahawks,San Francisco 49ers,Pete Carroll,Jim Harbaugh,10-5,10-4-1,outdoors,fieldturf ,Seattle Seahawks -2.0,40.5 (over),Russell Wilson,Marshawn Lynch,Sidney Rice,Zach Miller,Russell Okung,Paul McQuistan,Max Unger,J.R. Sweezy,Breno Giacomini,Red Bryant,Alan Branch,Brandon Mebane,Chris Clemons,,Bobby Wagner,,Richard Sherman,Jeremy Lane,Kam Chancellor,Earl Thomas,Colin Kaepernick,Frank Gore,Bruce Miller,Michael Crabtree,Vernon Davis,Joe Staley,Mike Iupati,Jonathan Goodwin,Alex Boone,Anthony Davis,,Isaac Sopoaga,,,,,Carlos Rogers,Tarell Brown,Donte Whitner,Dashon Goldson,,,,,,,,,,,,,,,,Ahmad Brooks,,,,,,,,K.J. Wright,,,,,Ray McDonald,Ricky Jean-Francois,,,,,Patrick Willis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,2012,December 30,17,Pittsburgh Steelers,Cleveland Browns,Mike Tomlin,Pat Shurmur,8-8,5-11,outdoors,grass ,Pittsburgh Steelers -9.5,36.0 (under),Ben Roethlisberger,Jonathan Dwyer,Plaxico Burress,David Paulson,Max Starks,Ramon Foster,Maurkice Pouncey,David DeCastro,Kelvin Beachum,,,,,,,,Keenan Lewis,Cortez Allen,Troy Polamalu,Ryan Clark,Thaddeus Lewis,Montario Hardesty,,Greg Little,Ben Watson,Joe Thomas,John Greco,Alex Mack,Shawn Lauvao,Mitchell Schwartz,Ahtyba Rubin,,Tank Carder,D'Qwell Jackson,Kaluka Maiava,,Joe Haden,Buster Skrine,Eric Hagg,Tashaun Gipson,,,,,,Will Johnson,Casey Hampton,Jabaal Sheard,,Frostee Rucker,,,Evander Hood,,,,Larry Foote,LaMarr Woodley,Lawrence Timmons,James Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,2012,December 30,17,Atlanta Falcons,Tampa Bay Buccaneers,Mike Smith,Greg Schiano,13-3,7-9,dome,fieldturf ,Atlanta Falcons -3.0,46.0 (under),Matt Ryan,Michael Turner,Roddy White,Tony Gonzalez,Sam Baker,Justin Blalock,Todd McClure,Peter Konz,Tyson Clabo,Jonathan Babineaux,,,John Abraham,,Akeem Dent,,,,,,Josh Freeman,Doug Martin,Erik Lorig,Vincent Jackson,Luke Stocker,Donald Penn,Jeremy Zuttah,Ted Larsen,Jamon Meredith,Demar Dotson,Gerald McCoy,,Adam Hayward,Mason Foster,Lavonte David,,E.J. Biggers,Leonard Johnson,Mark Barron,Ronde Barber,,,,,Corey Peters,Mike Cox,,Michael Bennett,,Daniel Te'o-Nesheim,,,,,,,,,,,Dunta Robinson,,,Sean Weatherspoon,Chris Hope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,2012,December 30,17,Buffalo Bills,New York Jets,Chan Gailey,Rex Ryan,6-10,6-10,outdoors,a_turf,Buffalo Bills -3.5,41.0 (under),Ryan Fitzpatrick,C.J. Spiller,Brad Smith,Lee Smith,Cordy Glenn,Andy Levitre,Eric Wood,Kraig Urbik,Sam Young,Mario Williams,Marcell Dareus,Kyle Williams,Shawne Merriman,Nigel Bradham,Kelvin Sheppard,Nick Barnett,Aaron Williams,Stephon Gilmore,George Wilson,Jairus Byrd,Mark Sanchez,Shonn Greene,,Jeremy Kerley,Konrad Reuland,D'Brickashaw Ferguson,Matt Slauson,Nick Mangold,Brandon Moore,Austin Howard,,Sione Pouha,,,,,,,,,,David Harris,,Bart Scott,,,,,,,,Yeremiah Bell,,,Kyle Wilson,Garrett McIntyre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muhammad Wilkerson,Mike DeVito,,,,,,,,,,,,,,,
243,2012,December 30,17,Tennessee Titans,Jacksonville Jaguars,Mike Munchak,Mike Mularkey,6-10,2-14,outdoors,grass ,Tennessee Titans -5.5,42.0 (over),Jake Locker,Chris Johnson,Kenny Britt,Taylor Thompson,Michael Roos,Fernando Velasco,Kyle DeVan,Deuce Lutui,Byron Stingily,,,,,,Akeem Ayers,Zach Brown,,,Al Afalava,Michael Griffin,Chad Henne,Keith Toston,,Mike Brown,Marcedes Lewis,Eugene Monroe,Austin Pasztor,Brad Meester,Steve Vallos,Guy Whimper,C.J. Mosley,,,Paul Posluszny,,,,Derek Cox,Dawan Landry,Chris Prosinski,,,,,Sen'Derrick Marks,Quinn Johnson,,Jeremy Mincey,,Jason Babin,,,Kamerion Wimbley,,,D'Anthony Smith,,,,,Jason McCourty,,,,,,,Coty Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,2012,December 30,17,Indianapolis Colts,Houston Texans,Chuck Pagano,Gary Kubiak,11-5,12-4,retractable roof (closed),fieldturf ,Houston Texans -6.0,47.0 (under),Andrew Luck,Vick Ballard,Donnie Avery,Coby Fleener,Anthony Castonzo,Joe Reitz,A.Q. Shipley,Mike McGlynn,Winston Justice,,,,,Robert Mathis,,,Cassius Vaughn,Vontae Davis,Joe Lefeged,Antoine Bethea,Matt Schaub,Arian Foster,,Andre Johnson,Garrett Graham,Duane Brown,Wade Smith,Chris Myers,Ben Jones,Derek Newton,,Shaun Cody,Whitney Mercilus,Darryl Sharpton,Connor Barwin,,Kareem Jackson,Johnathan Joseph,Danieal Manning,Glover Quin,Antonio Smith,,,,Ricardo Mathews,,Martin Tevaseu,,,,,,Lawrence Guy,,,,,,,,,,Pat Angerer,,,Jerrell Freeman,,,,,,,,,,,,,,,,Dwight Freeney,,,,,,,,,,,,,Dwayne Allen,,,,,,,,,
245,2012,December 30,17,Cincinnati Bengals,Baltimore Ravens,Marvin Lewis,John Harbaugh,10-6,10-6,outdoors,fieldturf ,Cincinnati Bengals -3.0,42.5 (under),Andy Dalton,,A.J. Green,Jermaine Gresham,Andrew Whitworth,Clint Boling,Kyle Cook,Kevin Zeitler,Andre Smith,Robert Geathers,,,Michael Johnson,Manny Lawson,Rey Maualuga,Vontaze Burfict,Nate Clements,Leon Hall,Chris Crocker,Reggie Nelson,Joe Flacco,Ray Rice,Vonta Leach,Jacoby Jones,Ed Dickson,Michael Oher,Jah Reid,Matt Birk,Bobbie Williams,Kelechi Osemele,Arthur Jones,Ma'ake Kemoeatu,,,,,Corey Graham,Cary Williams,James Ihedigbo,Ed Reed,DeAngelo Tyson,Josh Bynes,Paul Kruger,Dannell Ellerbe,Geno Atkins,,Domata Peko,,,,,,,,,,,,,,,,,,,,,,,,Courtney Upshaw,,Cedric Peerman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,2012,December 30,17,New Orleans Saints,Carolina Panthers,Joe Vitt,Ron Rivera,7-9,7-9,dome,sportturf,New Orleans Saints -4.0,54.0 (over),Drew Brees,Chris Ivory,Marques Colston,Eric Olsen,Jermon Bushrod,Ben Grubbs,Brian De La Puente,Jahri Evans,Zach Strief,Cameron Jordan,,,Will Smith,David Hawthorne,Curtis Lofton,Jonathan Vilma,Elbert Mack,Patrick Robinson,Roman Harper,Isa Abdul-Quddus,Cam Newton,DeAngelo Williams,Mike Tolbert,Brandon LaFell,Greg Olsen,Jordan Gross,Jeff Byers,Thomas Austin,Garry Williams,Byron Bell,Dwan Edwards,Frank Kearse,Jason Phillips,Luke Kuechly,Thomas Davis,,Captain Munnerlyn,Josh Thomas,D.J. Campbell,Charles Godfrey,,,,,Brodrick Bunkley,Jed Collins,,Frank Alexander,,Charles Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,2012,December 30,17,Detroit Lions,Chicago Bears,Jim Schwartz,Lovie Smith,4-12,10-6,dome,fieldturf ,Chicago Bears -3.0,46.0 (over),Matthew Stafford,Mikel Leshoure,Calvin Johnson,Will Heller,Jeff Backus,Rob Sims,Dominic Raiola,Stephen Peterman,Gosder Cherilus,Cliff Avril,,,Kyle Vanden Bosch,,Stephen Tulloch,,Chris Houston,Ron Bartell,Don Carey,Louis Delmas,Jay Cutler,Matt Forte,,Brandon Marshall,Matt Spaeth,J'Marcus Webb,James Brown,Roberto Garza,Chris Spencer,Jonathan Scott,Henry Melton,Stephen Paea,Geno Hayes,Nick Roach,Lance Briggs,,Tim Jennings,Charles Tillman,Major Wright,Anthony Walters,,,,,Andre Fluellen,,,Corey Wootton,,Julius Peppers,,,,,,,,,,,,,,DeAndre Levy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,2012,December 30,17,New York Giants,Philadelphia Eagles,Tom Coughlin,Andy Reid,9-7,4-12,outdoors,fieldturf,New York Giants -6.5,44.5 (over),Eli Manning,David Wilson,Rueben Randle,Martellus Bennett,Will Beatty,Kevin Boothe,David Baas,Chris Snee,David Diehl,Osi Umenyiora,,,Jason Pierre-Paul,Jacquian Williams,Chase Blackburn,Kenny Phillips,Corey Webster,Prince Amukamara,Stevie Brown,Antrel Rolle,Michael Vick,LeSean McCoy,,Jason Avant,,King Dunlap,Evan Mathis,Dallas Reynolds,Jake Scott,Dennis Kelly,,,,DeMeco Ryans,,,Dominique Rodgers-Cromartie,Nnamdi Asomugha,Colt Anderson,Kurt Coleman,,,,Akeem Jordan,Linval Joseph,Henry Hynoski,,Brandon Graham,,Trent Cole,,,,,,,,,,,,,,,,,,,Cullen Jenkins,Derek Landri,Jamar Chaney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,2012,December 30,17,San Diego Chargers,Oakland Raiders,Norv Turner,Dennis Allen,7-9,4-12,outdoors,grass ,San Diego Chargers -8.0,41.5 (over),Philip Rivers,Jackie Battle,Eddie Royal,Randy McMichael,Kevin Haslam,Tyronne Green,Nick Hardwick,Louis Vasquez,Jeromey Clary,Kendall Reyes,,,Corey Liuget,,,,Quentin Jammer,Antoine Cason,Corey Lynch,Eric Weddle,Terrelle Pryor,Darren McFadden,Marcel Reece,Darrius Heyward-Bey,Brandon Myers,Jared Veldheer,Cooper Carlisle,Stefen Wisniewski,Tony Bergstrom,Khalif Barnes,Desmond Bryant,Tommy Kelly,Philip Wheeler,Omar Gaither,Miles Burris,,Michael Huff,Brandian Ross,Mike Mitchell,Matt Giordano,,,,,Cam Thomas,,,Lamarr Houston,,Matt Shaughnessy,,,,Demorrio Williams,,,,,,,,,,Jarret Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,2012,December 30,17,Denver Broncos,Kansas City Chiefs,John Fox,Romeo Crennel,13-3,2-14,outdoors,grass ,Denver Broncos -17.0,41.5 (under),Peyton Manning,Knowshon Moreno,Demaryius Thomas,Joel Dreessen,Ryan Clady,Zane Beadles,Dan Koppen,Manuel Ramirez,Orlando Franklin,Derek Wolfe,,,Elvis Dumervil,Von Miller,Keith Brooking,Wesley Woodyard,Champ Bailey,Chris Harris Jr.,Mike Adams,Rahim Moore,Brady Quinn,Jamaal Charles,,Devon Wylie,Tony Moeaki,Donald Stephenson,Jeff Allen,Ryan Lilja,Jon Asamoah,Eric Winston,,Dontari Poe,,,,,Brandon Flowers,Javier Arenas,Eric Berry,Kendrick Lewis,,,,,Kevin Vickerson,,Justin Bannan,,Justin Houston,Ropati Pitoitua,Tamba Hali,Tysyn Hartman,,,Jalil Brown,,,,,,,,,,,,,,,,,,,,,,,Derrick Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
251,2012,December 30,17,Minnesota Vikings,Green Bay Packers,Leslie Frazier,Mike McCarthy,10-6,11-5,dome,sportturf,Green Bay Packers -3.0,46.0 (over),Christian Ponder,,Michael Jenkins,Kyle Rudolph,Matt Kalil,Charlie Johnson,John Sullivan,Brandon Fusco,Phil Loadholt,Brian Robison,,,Jared Allen,Chad Greenway,,Erin Henderson,Antoine Winfield,Chris Cook,Jamarca Sanford,Harrison Smith,Aaron Rodgers,Ryan Grant,,James Jones,Jermichael Finley,Marshall Newhouse,T.J. Lang,Evan Dietrich-Smith,Josh Sitton,Don Barclay,,B.J. Raji,,Brad Jones,,,Tramon Williams,Sam Shields,Morgan Burnett,M.D. Jennings,,,,,,Jerome Felton,Letroy Guion,Ryan Pickett,Dezman Moses,Mike Neal,Clay Matthews,,,,,,,,,,A.J. Jefferson,,,,,,,,,,,,Adrian Peterson,Kevin Williams,,,,,,,,,,,,,,,,,,A.J. Hawk,,,,,,,,,,,,
252,2012,December 30,17,New England Patriots,Miami Dolphins,Bill Belichick,Joe Philbin,12-4,7-9,outdoors,fieldturf ,New England Patriots -10.0,46.5 (under),Tom Brady,Danny Woodhead,Wes Welker,Aaron Hernandez,Nate Solder,Logan Mankins,Ryan Wendell,Dan Connolly,Sebastian Vollmer,Rob Ninkovich,,,Chandler Jones,,,,Devin McCourty,Kyle Arrington,,,Ryan Tannehill,Reggie Bush,Jorvorskie Lane,Rishard Matthews,Anthony Fasano,Jonathan Martin,Richie Incognito,Mike Pouncey,John Jerry,Nate Garner,Paul Soliai,,,,,,,,,,Randy Starks,,,,Brandon Deaderick,,,,,Cameron Wake,,Reshad Jones,,,Dimitri Patterson,,,,,,,,,,Patrick Chung,,Koa Misi,,,,,,,,,,,,Chris Clemons,,,,,Dont'a Hightower,,,,,,,,,,,,,,,,,,,,
253,2012,December 30,17,San Francisco 49ers,Arizona Cardinals,Jim Harbaugh,Ken Whisenhunt,11-4-1,5-11,outdoors,grass ,San Francisco 49ers -16.5,39.5 (over),Colin Kaepernick,Frank Gore,Michael Crabtree,Vernon Davis,Joe Staley,Mike Iupati,Jonathan Goodwin,Alex Boone,Anthony Davis,,Ray McDonald,Ricky Jean-Francois,,,,,Carlos Rogers,Tarell Brown,Donte Whitner,Dashon Goldson,Brian Hoyer,William Powell,,Michael Floyd,Jeff King,D'Anthony Batiste,Daryn Colledge,Adam Snyder,Pat McQuistan,Bobby Massie,Darnell Dockett,Dan Williams,,,,,Patrick Peterson,William Gay,Adrian Wilson,Kerry Rhodes,Vonnie Holliday,,,,,Bruce Miller,,,Quentin Groves,,Sam Acho,,,Patrick Willis,,,,,,,,,,Ahmad Brooks,,,,,,,,,,,Paris Lenon,,,,,,,,,,,,,,,,Chris Culliver,,,,,,,,,,,,,
