,date,week,year,seasonNumber,home,away,homeScore,awayScore,homeCoach,awayCoach,homeRecord,awayRecord,roof,surface,vegas line,over/under,homeQB,homeRB,homeWR,homeTE,homeLT,homeLG,homeC,homeRG,homeRT,homeLDE,homeLDT,homeRDT,homeRDE,homeOLB,homeMLB,homeLCB,homeRCB,homeSS,homeFS,awayQB,awayRB,awayWR,awayTE,awayLT,awayLG,awayC,awayRG,awayRT,awayLDE,awayLDT,awayRDT,awayRDE,awayLOLB,awayLILB,awayRILB,awayLCB,awayRCB,awaySS,awayFS,away First Downs,home First Downs,away Rush-Yds-TDs,home Rush-Yds-TDs,away Cmp-Att-Yd-TD-INT,home Cmp-Att-Yd-TD-INT,away Sacked-Yards,home Sacked-Yards,away Net Pass Yards,home Net Pass Yards,away Total Yards,home Total Yards,away Fumbles-Lost,home Fumbles-Lost,away Turnovers,home Turnovers,away Penalties-Yards,home Penalties-Yards,away Third Down Conv.,home Third Down Conv.,away Fourth Down Conv.,home Fourth Down Conv.,away Time of Possession,home Time of Possession,awayFB,awayILB,awayNT,awayOLB,homeDT,homeFB,homeNT,homeSLB,homeWLB,awayMLB,awaySLB,awayWLB,homeDB,homeHB,homeLLB,homeRLB,homeLOT,homeROT,awayHB,awayUT,awayROLB,awayX,awayZ,awayLLB,awayRLB,awaySAM,awayWILL,awayDB,awayDT,awayS,homeCB,homeDE,homeBLB,homeLOLB,homeROLB,awayDE,homeZ,homeLILB,homeRILB,awayLOT,awayROT,homeILB,awayCB,awayBLB,homeUT,homeSAM,homeWIL,homeX,awayFL,awaySE,homeLB,homeFL,homeSE,homeS,awayWIL,awayLB,awayE,awayT,homeDL
88,October 20,7,2002,83,Kansas City Chiefs,Denver Broncos,34,37,Dick Vermeil,Mike Shanahan,3-4,5-2,outdoors,grass,Denver Broncos -3.0,50.5 (over),Trent Green,Priest Holmes,,Tony Gonzalez,Willie Roaf,Brian Waters,Casey Wiegmann,Will Shields,John Tait,Eric Hicks,John Browning,,Duane Clemons,,Marvcus Patton,Eric Warfield,William Bartee,Shaunard Harts,Jason Belser,Brian Griese,Clinton Portis,Ed McCaffrey,Shannon Sharpe,Ephraim Salaam,Ben Hamilton,Tom Nalen,Dan Neil,Matt Lepsis,Trevor Pryce,Lional Dalton,Chester McGlockton,Kavika Pittman,,,,Deltha O'Neal,Denard Walker,Sam Brandon,Izell Reese,22,24,27-141-2,31-162-4,30-50-376-2-0,20-33-172-0-0,1-10,4-29,366,143,507,305,2-1,0-0,1,0,8-75,5-50,5-15,4-13,2-3,0-0,31:19,31:38,Mike Anderson,,,,,Tony Richardson,Derrick Ransom,,,Al Wilson,John Mobley,Ian Gold,,,,,,,,,,,,,,,,,,,,,,Scott Fujita,Mike Maslowski,,Johnnie Morton,,,,,,,,,,,Eddie Kennison,,,,,,,,,,,
89,October 20,7,2002,83,New York Jets,Minnesota Vikings,20,7,Herm Edwards,Mike Tice,2-4,1-5,outdoors,grass,New York Jets -3.0,49.0 (under),Chad Pennington,Curtis Martin,Wayne Chrebet,Anthony Becht,Jason Fabini,J.P. Machado,Kevin Mawae,Randy Thomas,Kareem McKenzie,Shaun Ellis,Josh Evans,,John Abraham,,Marvin Jones,Donnie Abraham,Aaron Beasley,Sam Garnes,Damien Robinson,Daunte Culpepper,Michael Bennett,Randy Moss,Byron Chamberlain,Lewis Kelly,Corbin Lacina,Matt Birk,David Dixon,Chris Liwienski,Kenny Mixon,,,Lance Johnstone,,,,Corey Chavous,Tyrone Carter,Willie Offord,Ronnie Bradford,21,21,23-101-1,29-91-1,26-39-288-0-3,24-29-324-1-0,0-0,2-8,288,316,389,407,1-1,0-0,4,0,6-60,4-45,7-11,6-13,0-0,0-0,26:15,33:45,,,Fred Robbins,,,Richie Anderson,Jason Ferguson,Mo Lewis,Sam Cowart,Greg Biekert,Nick Rogers,Henri Crockett,,,,,,,Jim Kleinsasser,Chris Hovan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,October 20,7,2002,83,Baltimore Ravens,Jacksonville Jaguars,17,10,Brian Billick,Tom Coughlin,3-3,3-3,outdoors,grass,Jacksonville Jaguars -1.5,38.0 (under),Chris Redman,Jamal Lewis,Travis Taylor,Todd Heap,,Casey Rabach,Mike Flynn,Bennie Anderson,Edwin Mulitalo,Anthony Weaver,,,Adalius Thomas,,,Chris McAlister,Gary Baxter,Ed Reed,Will Demps,Mark Brunell,Fred Taylor,Patrick Johnson,Pete Mitchell,Mike Pearson,Brad Meester,John Wade,Chris Naeole,Zach Wiegert,Marco Coleman,Marcus Stroud,John Henderson,Rob Meier,,,,Fernando Bryant,Jason Craft,Donovin Darius,Marlon McCree,22,16,30-173-1,32-118-0,24-46-231-0-3,14-28-152-2-0,2-7,2-9,224,143,397,261,1-0,2-2,3,2,5-30,4-30,6-16,6-14,2-4,0-0,32:01,27:59,,,,,,Alan Ricard,Kelly Gregg,,,Wali Rainer,Danny Clark,T.J. Slaughter,,,,,,,,,,,,,,,,,,,,,,Cornell Brown,Peter Boulware,,,Ed Hartwell,Bernardo Harris,,,,,,,,,,,,,,,,,,,,
91,October 20,7,2002,83,St. Louis Rams,Seattle Seahawks,37,20,Mike Martz,Mike Holmgren,2-5,1-5,dome,astroturf,St. Louis Rams -6.5,44.5 (over),Marc Bulger,Marshall Faulk,Isaac Bruce,Brandon Manumaleuna,Orlando Pace,Tom Nutten,Andy McCollum,Adam Timmerman,John St. Clair,Leonard Little,Ryan Pickett,Jeff Zgonina,Grant Wistrom,,,Aeneas Williams,Dre' Bly,Adam Archuleta,Kim Herring,Trent Dilfer,Shaun Alexander,Koren Robinson,Itula Mili,Walter Jones,Chris Gray,Robbie Tobeck,Floyd Wedderburn,Floyd Womack,Lamar King,Chad Eaton,John Randle,Antonio Cochran,,,,Shawn Springs,Ken Lucas,Reggie Tongue,Marcus Robertson,13,28,16-50-0,42-218-3,10-30-255-1-2,22-40-265-1-1,3-15,1-5,240,260,290,478,3-1,1-1,3,2,2-15,6-35,2-11,8-16,0-1,0-0,19:33,40:27,Mack Strong,,,Chad Brown,,Chris Massey,,,Tommy Polley,Isaiah Kacyvenski,,,,,,,,,,,,,,,,,,,,,Travis Fisher,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,October 20,7,2002,83,Detroit Lions,Chicago Bears,23,20,Marty Mornhinweg,Dick Jauron,2-4,2-4,dome,fieldturf,Chicago Bears -3.0,44.5 (under),Joey Harrington,,Az-Zahir Hakim,John Owens,Jeff Backus,Tony Semple,Dominic Raiola,Ray Brown,Stockar McDougle,Robert Porcher,Luther Elliss,Shaun Rogers,James Hall,,Chris Claiborne,Chris Cash,Todd Lyght,Corey Harris,Brian Walker,Chris Chandler,Anthony Thomas,Marcus Robinson,John Davis,Marc Colombo,Mike Gandy,Olin Kreutz,Chris Villarrial,James Williams,Bryan Robinson,Alfonso Boone,Keith Traylor,Phillip Daniels,,,,Reggie Austin,Jerry Azumah,Michael Green,Mike Brown,17,23,31-89-1,39-192-2,16-25-163-1-1,16-29-199-0-0,3-28,2-29,135,170,224,362,3-2,3-1,3,1,5-40,10-79,6-12,3-12,0-0,1-1,29:27,35:21,,,,,,Cory Schlesinger,,Andre' Goodman,Barrett Green,Brian Urlacher,Rosevelt Colvin,Mike Caldwell,,James Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,October 20,7,2002,83,New Orleans Saints,San Francisco 49ers,35,27,Jim Haslett,Steve Mariucci,6-1,4-2,dome,astroturf,New Orleans Saints -1.5,48.5 (over),Aaron Brooks,Deuce McAllister,Joe Horn,David Sloan,Kyle Turley,Kendyl Jacox,Jerry Fontenot,LeCharles Bentley,Spencer Folau,Charles Grant,,,Darren Howard,Darrin Smith,Bryan Cox,Ken Irvin,Fred Thomas,Sammy Knight,Jay Bellamy,Jeff Garcia,Garrison Hearst,Terrell Owens,Eric Johnson,Derrick Deese,Eric Heitmann,Jeremy Newberry,Ron Stone,Scott Gragg,Chike Okeafor,Bryant Young,Dana Stubblefield,Andre Carter,,Derek Smith,Jeff Ulbrich,Ahmed Plummer,Jason Webster,Tony Parrish,Ronnie Heard,26,27,25-143-2,27-179-1,23-39-275-1-1,23-35-254-3-0,0-0,3-11,275,243,418,422,1-1,2-1,2,1,5-42,4-35,9-12,10-14,0-0,0-0,29:59,30:01,Fred Beasley,,,,Grady Jackson,Terrelle Smith,,,,,,,,,,,,,,,,,,Julian Peterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,October 20,7,2002,83,Miami Dolphins,Buffalo Bills,10,23,Dave Wannstedt,Gregg Williams,5-2,4-3,outdoors,grass,Miami Dolphins -6.0,45.5 (under),Ray Lucas,Ricky Williams,James McKnight,Randy McMichael,Marcus Spriggs,Jamie Nails,Tim Ruddy,Todd Perry,Todd Wade,Adewale Ogunleye,Tim Bowens,Larry Chester,Jason Taylor,,Zach Thomas,Patrick Surtain,Sam Madison,Arturo Freeman,Brock Marion,Drew Bledsoe,Travis Henry,Eric Moulds,Jay Riemersma,Jonas Jennings,Ruben Brown,Trey Teague,Marques Sullivan,Marcus Price,Chidi Ahanotu,Ron Edwards,Pat Williams,Aaron Schobel,,,,Chris Watson,Nate Clements,Coy Wire,Pierson Prioleau,15,17,27-132-0,34-132-0,15-31-182-1-0,13-33-165-1-4,5-20,1-10,162,155,294,287,0-0,2-2,0,6,4-40,6-56,3-13,6-15,0-1,1-2,28:46,31:14,Larry Centers,,,,,Rob Konrad,,,,London Fletcher,Keith Newman,Eddie Robinson,,,,,,,,,,,,,,,,,,,,,,Derrick Rodgers,Morlon Greenwood,,,,,,,,,,,,,,,,,,,,,,,,
95,October 20,7,2002,83,Atlanta Falcons,Carolina Panthers,30,0,Dan Reeves,John Fox,3-3,3-4,dome,astroturf,Atlanta Falcons -4.0,35.5 (under),Michael Vick,T.J. Duckett,Shawn Jefferson,Reggie Kelly,Bob Whitfield,Travis Claridge,Todd McClure,Kynan Forney,Todd Weiner,Patrick Kerney,,,Brady Smith,John Thierry,,Ray Buchanan,Ashley Ambrose,Gerald McBurrows,Keion Carpenter,Chris Weinke,Lamar Smith,Muhsin Muhammad,Wesley Walls,Todd Steussie,Jeno James,Jeff Mitchell,Kevin Donnalley,Chris Terry,Julius Peppers,Brentson Buckner,Kris Jenkins,Mike Rucker,,,,Terry Cousin,Emmanuel McDaniel,Mike Minter,Deon Grant,12,25,21-101-0,39-187-3,9-26-126-0-1,20-27-214-0-0,4-22,1-8,104,206,205,393,0-0,2-0,1,0,6-40,9-65,3-11,5-11,0-2,1-1,19:52,40:08,Brad Hoover,,,,,Bob Christian,Ed Jasper,,,Brian Allen,Hannibal Navies,Will Witherspoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Holecek,,,,,,,,,,,,,,,,,
96,October 20,7,2002,83,Oakland Raiders,San Diego Chargers,21,27,Bill Callahan,Marty Schottenheimer,4-2,6-1,outdoors,grass,Oakland Raiders -7.0,47.0 (over),Rich Gannon,Charlie Garner,Jerry Porter,,Langston Walker,Matt Stinchcomb,Barret Robbins,Frank Middleton,Lincoln Kennedy,DeLawrence Grant,,,Tony Bryant,Bill Romanowski,Napoleon Harris,Anthony Dorsett,Tory James,Derrick Gibson,Rod Woodson,Drew Brees,LaDainian Tomlinson,Curtis Conway,Justin Peelle,Damion McIntosh,Bob Hallen,Jason Ball,Toniu Fonoti,Vaughn Parker,Adrian Dingle,,,Raylee Johnson,,,,Alex Molden,Ryan McNeil,Rodney Harrison,Rogers Beckett,24,26,42-172-2,12-37-0,16-25-170-2-0,35-45-361-3-1,2-9,3-8,161,353,333,390,1-0,0-0,0,1,10-97,5-50,6-13,1-7,0-0,0-0,35:51,27:47,Fred McCrary,,,,John Parrella,,,,,Donnie Edwards,Ben Leber,Zeke Moreno,,,,,,,,,,,,,,,,,Leonardo Carson,,,,,,,,,,,,,,Quentin Jammer,,,,,,,,,,,,,,,,
97,October 20,7,2002,83,Cleveland Browns,Houston Texans,34,17,Butch Davis,Dom Capers,3-4,1-5,outdoors,grass,Cleveland Browns -8.5,36.5 (over),Tim Couch,William Green,Kevin Johnson,Mark Campbell,Ross Verba,Barry Stokes,Dave Wohlabaugh,Shaun O'Hara,Ryan Tucker,Kenard Lang,Gerard Warren,Orpheus Roye,Courtney Brown,,Earl Holmes,Corey Fuller,Anthony Henry,Lewis Sanders,Devin Bush Sr.,David Carr,Jonathan Wells,Jabar Gaffney,Billy Miller,Chester Pitts,DeMingo Graham,Steve McKinney,Ryan Schau,Ryan Young,Gary Walker,,,Jerry DeLoach,Kailee Wong,,,Aaron Glenn,Marcus Coleman,Ramon Walker,Matt Stevens,17,14,22-89-0,24-89-2,23-37-306-2-0,21-31-148-1-0,8-41,1-7,265,141,354,230,3-2,0-0,2,0,6-54,4-42,8-18,3-13,0-0,1-1,29:40,30:20,,,Seth Payne,,,,,Darren Hambrick,Dwayne Rudd,Jamie Sharper,,,,,,,,,,,Keith Mitchell,,,,,,,,,,,,,,,,,,,,,,,Jay Foreman,,,,,,,,,,,,,,,
98,October 20,7,2002,83,Philadelphia Eagles,Tampa Bay Buccaneers,20,10,Andy Reid,Jon Gruden,4-2,5-2,outdoors,fieldturf,Philadelphia Eagles -3.0,37.0 (under),Donovan McNabb,Duce Staley,Todd Pinkston,Chad Lewis,Tra Thomas,John Welbourn,Hank Fraley,Jermane Mayberry,Jon Runyan,Brandon Whiting,Corey Simon,Darwin Walker,Hugh Douglas,,Levon Kirkland,Troy Vincent,Bobby Taylor,Blaine Bishop,Brian Dawkins,Brad Johnson,Michael Pittman,Keyshawn Johnson,Ken Dilger,Roman Oben,Kerry Jenkins,Jeff Christy,Cosey Coleman,Kenyatta Walker,Greg Spires,,,Simeon Rice,,,,Brian Kelly,Ronde Barber,John Lynch,Dexter Jackson,15,14,21-81-0,34-159-1,23-38-155-0-1,12-25-127-1-1,6-29,2-17,126,110,207,269,4-1,3-1,2,2,7-59,8-56,3-13,4-14,0-0,0-0,28:47,31:13,Mike Alstott,,Anthony McFarland,,,Cecil Martin,,,,Shelton Quarles,Alshermond Singleton,Derrick Brooks,,,,,,,,,,,,,,,,,Warren Sapp,,,,,,,,,,,,,,,,,Carlos Emmons,Shawn Barber,,,,,,,,,,,,
99,October 20,7,2002,83,Arizona Cardinals,Dallas Cowboys,9,6,Dave McGinnis,Dave Campo,4-2,3-4,outdoors,grass,Arizona Cardinals -3.5,36.5 (under),Jake Plummer,Thomas Jones,David Boston,Freddie Jones,L.J. Shelton,Pete Kendall,Mike Gruttadauria,Raleigh Roundtree,Leonard Davis,,Russell Davis,Barron Tanner,Kyle Vanden Bosch,,Ronald McKinnon,Renaldo Hill,David Barrett,Justin Lucas,Kwamie Lassiter,Quincy Carter,Emmitt Smith,Joey Galloway,Tony McGee,Javier Collins,Matt Lehr,Andre Gurode,Solomon Page,Flozell Adams,Greg Ellis,,,Ebenezer Ekuban,,,,Duane Hawthorne,Mario Edwards,Darren Woodson,,14,22,36-148-0,38-152-0,13-22-202-1-4,23-46-232-0-0,2-8,1-4,194,228,342,380,1-0,1-1,4,1,6-59,2-15,2-12,9-21,0-0,0-0,30:57,40:53,Robert Thomas,,Brandon Noble,,,MarTay Jenkins,,,,Tony Dixon,Kevin Hardy,Dexter Coakley,,,Raynoch Thompson,Rob Fredrickson,,,,,,,,,,,,,La'Roi Glover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,October 20,7,2002,83,Green Bay Packers,Washington Redskins,30,9,Mike Sherman,Steve Spurrier,6-1,2-4,outdoors,grass,Green Bay Packers -7.0,48.0 (under),Brett Favre,Ahman Green,Donald Driver,Bubba Franks,Mike Flanagan,Mike Wahle,Frank Winters,Marco Rivera,Earl Dotson,Aaron Kampman,,,Kabeer Gbaja-Biamila,,Hardy Nickerson,Tod McBride,Tyrone Williams,Matt Bowen,Marques Anderson,Patrick Ramsey,Stephen Davis,Derrius Thompson,Walter Rasby,Chris Samuels,David Loverne,Larry Moore,Wilbert Brown,Jon Jansen,Renaldo Wynn,Dan Wilkinson,Daryl Gardener,Bruce Smith,,,,Champ Bailey,Fred Smoot,Sam Shade,David Terrell,19,19,34-146-0,25-88-3,10-24-135-0-0,20-29-167-0-0,6-43,1-12,92,155,238,243,6-4,2-1,4,1,11-129,11-95,3-10,4-12,0-1,0-1,30:59,29:01,Bryan Johnson,,,,Cletidus Hunt,William Henderson,Gilbert Brown,Na'il Diggs,Nate Wayne,Jeremiah Trotter,LaVar Arrington,Jessie Armstead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,October 21,7,2002,83,Pittsburgh Steelers,Indianapolis Colts,28,10,Bill Cowher,Tony Dungy,3-3,4-2,outdoors,grass,Pittsburgh Steelers -4.5,46.0 (under),Tommy Maddox,,,Mark Bruener,Wayne Gandy,Alan Faneca,Jeff Hartings,Kendall Simmons,Marvel Smith,,,,,,,Chad Scott,Dewayne Washington,Lee Flowers,Brent Alexander,Peyton Manning,Edgerrin James,Marvin Harrison,Marcus Pollard,Tarik Glenn,Rick DeMulling,Jeff Saturday,Ryan Diem,Adam Meadows,Brad Scioli,Raheem Brock,James Cannida,Chad Bratzke,,,,Walt Harris,David Macklin,Jason Doering,Idrees Bashir,23,22,21-72-0,33-182-2,32-48-304-1-3,15-23-188-2-1,2-9,1-6,295,182,367,364,0-0,1-0,3,1,7-55,4-38,8-16,3-7,2-2,0-1,30:53,29:07,Detron Smith,,,,,Dan O'Leary,Casey Hampton,,,Rob Morris,,,,Jerome Bettis,,,,,,,,,,Mike Peterson,Marcus Washington,,,,,,,Aaron Smith,,Jason Gildon,Joey Porter,,,James Farrior,Kendrell Bell,,,,,,,,,,,,,Hines Ward,Plaxico Burress,,,,,,
102,October 27,8,2002,83,Minnesota Vikings,Chicago Bears,25,7,Mike Tice,Dick Jauron,2-5,2-5,dome,astroturf,Minnesota Vikings -2.0,46.0 (under),Daunte Culpepper,Michael Bennett,Chris Walsh,Jim Kleinsasser,Lewis Kelly,Corbin Lacina,Matt Birk,David Dixon,Chris Liwienski,Kenny Mixon,,,Lance Johnstone,,Greg Biekert,Corey Chavous,Eric Kelly,Brian Russell,Ronnie Bradford,Chris Chandler,Anthony Thomas,Marty Booker,Dustin Lyman,Marc Colombo,Mike Gandy,Olin Kreutz,Chris Villarrial,James Williams,Phillip Daniels,Christian Peter,Keith Traylor,Alex Brown,,,,Reggie Austin,Jerry Azumah,Michael Green,Mike Brown,12,24,12-44-0,44-148-1,16-31-204-1-2,22-30-216-1-0,6-30,0-0,174,216,218,364,2-1,1-1,3,1,6-33,11-65,3-10,7-14,0-2,1-1,18:57,41:03,Daimon Shelton,,,,,,Fred Robbins,Nick Rogers,Lemanski Hall,Brian Urlacher,Larry Whigham,Mike Caldwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chris Hovan,,,,,,,,,,,,,,
103,October 27,8,2002,83,Kansas City Chiefs,Oakland Raiders,20,10,Dick Vermeil,Bill Callahan,4-4,4-3,outdoors,grass,Oakland Raiders -2.5,55.5 (under),Trent Green,Priest Holmes,,Tony Gonzalez,Willie Roaf,Brian Waters,Casey Wiegmann,Will Shields,John Tait,Eric Hicks,John Browning,,Duane Clemons,,Marvcus Patton,Eric Warfield,William Bartee,Greg Wesley,Shaunard Harts,Rich Gannon,Charlie Garner,Jerry Rice,Roland Williams,Barry Sims,Mo Collins,Barret Robbins,Frank Middleton,Lincoln Kennedy,,,,,,,,,,Derrick Gibson,Rod Woodson,26,22,17-83-0,30-133-1,35-55-334-1-1,18-30-208-1-2,0-0,3-18,334,190,417,323,2-1,1-0,2,2,6-27,4-33,3-9,6-12,0-0,0-0,28:27,31:33,,,,Bill Romanowski,,Tony Richardson,Derrick Ransom,,,Napoleon Harris,,,,,,,,,,,,,,,,,,,John Parrella,,Ray Crockett,,,,Mike Maslowski,Tony Bryant,Johnnie Morton,,,,,,Terrance Shaw,,,,,Eddie Kennison,,,,,,,,,,,
104,October 27,8,2002,83,Baltimore Ravens,Pittsburgh Steelers,18,31,Brian Billick,Bill Cowher,3-4,4-3,outdoors,grass,Pittsburgh Steelers -3.0,37.5 (over),Jeff Blake,Jamal Lewis,Travis Taylor,John Jones,,Edwin Mulitalo,Mike Flynn,Bennie Anderson,Ethan Brooks,Anthony Weaver,,,Adalius Thomas,,,Chris McAlister,Gary Baxter,Ed Reed,Will Demps,Tommy Maddox,,,Mark Bruener,Wayne Gandy,Alan Faneca,Chukky Okobi,Kendall Simmons,Marvel Smith,,,,,Jason Gildon,James Farrior,Kendrell Bell,Chad Scott,Dewayne Washington,Lee Flowers,Brent Alexander,16,26,30-104-2,21-67-1,19-25-179-2-1,29-51-298-1-3,0-0,1-5,179,293,283,360,1-0,3-2,1,5,7-51,13-100,5-12,8-15,0-1,1-1,26:35,33:25,Dan Kreider,,Casey Hampton,,,,Kelly Gregg,,,,,,,,,,,,Amos Zereoue,,Joey Porter,,,,,,,,,,,,,Cornell Brown,Peter Boulware,Kimo von Oelhoffen,,Ed Hartwell,Bernardo Harris,,,,,,,,,,Hines Ward,Plaxico Burress,,,,,,,,,
105,October 27,8,2002,83,Cincinnati Bengals,Tennessee Titans,24,30,Dick LeBeau,Jeff Fisher,0-7,3-4,outdoors,grass,Tennessee Titans -4.5,42.0 (over),Jon Kitna,,T.J. Houshmandzadeh,,,Matt O'Dwyer,Rich Braham,Mike Goff,,Bernard Whittington,Oliver Gibson,Tony Williams,Justin Smith,,Brian Simmons,Jeff Burris,Artrell Hawkins,Marquand Manuel,Cory Hall,Steve McNair,Eddie George,Kevin Dyson,Frank Wycheck,Brad Hopkins,Zach Piller,Gennaro DiNapoli,Benji Olson,Fred Miller,Kevin Carter,,Henry Ford,John Thornton,,,,Andre Dyson,Samari Rolle,Tank Williams,Lance Schulters,20,22,27-134-0,40-191-1,16-27-215-3-0,17-23-193-2-0,1-7,0-0,208,193,342,384,1-1,1-1,1,1,7-40,9-81,4-11,5-11,0-0,0-1,26:05,33:55,Mike Green,,,,,,,,,,,,,Corey Dillon,Adrian Ross,Takeo Spikes,Levi Jones,Willie Anderson,,,,,,,Keith Bulluck,,,Rich Coady,Robaire Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,October 27,8,2002,83,Buffalo Bills,Detroit Lions,24,17,Gregg Williams,Marty Mornhinweg,5-3,2-5,outdoors,astroturf,Buffalo Bills -7.5,50.0 (under),Drew Bledsoe,Travis Henry,Eric Moulds,Jay Riemersma,Jonas Jennings,Ruben Brown,Trey Teague,Marques Sullivan,Marcus Price,Chidi Ahanotu,Ron Edwards,Pat Williams,Aaron Schobel,,London Fletcher,Chris Watson,Nate Clements,Coy Wire,Pierson Prioleau,Joey Harrington,,Bill Schroeder,Mikhael Ricks,Jeff Backus,Tony Semple,Dominic Raiola,Ray Brown,Stockar McDougle,Robert Porcher,Luther Elliss,Shaun Rogers,James Hall,,,,Chris Cash,Todd Lyght,Corey Harris,Brian Walker,16,23,24-83-1,24-74-2,20-42-199-1-1,21-36-302-1-0,0-0,4-33,199,269,282,343,0-0,2-2,1,2,8-71,6-51,5-15,6-14,0-2,1-1,28:27,31:33,Cory Schlesinger,,,,,Larry Centers,,Keith Newman,Eddie Robinson,Chris Claiborne,Donte Curry,Barrett Green,,,,,,,James Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,October 27,8,2002,83,Carolina Panthers,Tampa Bay Buccaneers,9,12,John Fox,Jon Gruden,3-5,6-2,outdoors,grass,Tampa Bay Buccaneers -8.0,31.5 (under),Randy Fasani,Lamar Smith,Steve Smith,Wesley Walls,Todd Steussie,Jamar Nesbit,Jeff Mitchell,Kevin Donnalley,Chris Terry,Julius Peppers,Brentson Buckner,Kris Jenkins,Mike Rucker,,Dan Morgan,Terry Cousin,Reggie Howard,Mike Minter,Deon Grant,Rob Johnson,Michael Pittman,Keyshawn Johnson,Ken Dilger,Roman Oben,Kerry Jenkins,Jeff Christy,Cosey Coleman,Kenyatta Walker,Greg Spires,Warren Sapp,Anthony McFarland,Simeon Rice,,,,Brian Kelly,Ronde Barber,John Lynch,Dexter Jackson,14,9,27-71-0,31-110-0,23-34-186-0-1,5-18-46-0-3,6-31,3-26,155,20,226,130,1-1,2-1,2,4,4-26,7-70,7-18,1-12,0-0,0-0,33:01,26:59,,,,,,Brad Hoover,,Mark Fields,,Shelton Quarles,Alshermond Singleton,Derrick Brooks,Emmanuel McDaniel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,October 27,8,2002,83,New York Jets,Cleveland Browns,21,24,Herm Edwards,Butch Davis,2-5,4-4,outdoors,grass,New York Jets -3.0,44.0 (over),Chad Pennington,Curtis Martin,Wayne Chrebet,Anthony Becht,Jason Fabini,J.P. Machado,Kevin Mawae,Randy Thomas,Kareem McKenzie,Shaun Ellis,Josh Evans,,John Abraham,,Marvin Jones,Donnie Abraham,Aaron Beasley,Sam Garnes,Damien Robinson,Tim Couch,Jamel White,Kevin Johnson,Aaron Shea,Ross Verba,Barry Stokes,Dave Wohlabaugh,Shaun O'Hara,Ryan Tucker,Kenard Lang,Gerard Warren,Orpheus Roye,Courtney Brown,,,,Lewis Sanders,Anthony Henry,Earl Little,Devin Bush Sr.,18,14,21-55-0,20-66-0,32-48-294-2-0,19-27-183-2-1,2-15,1-8,279,175,334,241,2-0,4-2,0,3,7-45,6-40,9-19,3-9,1-1,0-0,37:54,22:06,,,,,,Richie Anderson,Jason Ferguson,Mo Lewis,Sam Cowart,Earl Holmes,Darren Hambrick,Dwayne Rudd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,October 27,8,2002,83,New Orleans Saints,Atlanta Falcons,35,37,Jim Haslett,Dan Reeves,6-2,4-3,dome,astroturf,New Orleans Saints -3.5,47.0 (over),Aaron Brooks,Deuce McAllister,Joe Horn,David Sloan,Kyle Turley,Kendyl Jacox,Jerry Fontenot,LeCharles Bentley,Spencer Folau,Charles Grant,,,Darren Howard,Darrin Smith,Charlie Clemons,Ken Irvin,Fred Thomas,Sammy Knight,Jay Bellamy,Michael Vick,Warrick Dunn,Shawn Jefferson,Reggie Kelly,Bob Whitfield,Travis Claridge,Todd McClure,Kynan Forney,Michael Thompson,Patrick Kerney,,,Brady Smith,,,,Ray Buchanan,Ashley Ambrose,Gerald McBurrows,Keion Carpenter,28,22,38-260-4,24-159-2,16-25-195-0-0,16-35-192-2-2,3-9,0-0,186,192,446,351,2-2,2-1,2,3,10-95,9-96,7-11,2-8,0-0,2-3,35:03,24:57,Bob Christian,John Holecek,Ed Jasper,Matt Stewart,Grady Jackson,Terrelle Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
